time,Denver,pts.away,score,pts.home,LA Lakers
5:53.0,,,89-94,,I. Thomas misses 3-pt shot from 28 ft
5:50.0,Defensive rebound by J. Murray,,89-94,,
5:38.0,,,89-94,,Personal foul by K. Caldwell-Pope (drawn by N. Jokic)
5:38.0,N. Jokic makes free throw 1 of 2,1,90-94,,
5:38.0,N. Jokic makes free throw 2 of 2,1,91-94,,
5:28.0,,,91-97,3,K. Kuzma makes 3-pt shot from 25 ft (assist by L. Ball)
5:13.0,J. Murray makes 2-pt shot from 2 ft,2,93-97,,
5:00.0,,,93-100,3,K. Kuzma makes 3-pt shot from 24 ft (assist by J. Randle)
4:58.0,Denver full timeout,,93-100,,
4:58.0,W. Barton enters the game for P. Millsap,,93-100,,
4:54.0,Turnover by W. Barton (out of bounds lost ball),,93-100,,
4:36.0,,,93-100,,J. Randle misses 2-pt shot from 3 ft
4:34.0,Defensive rebound by W. Chandler,,93-100,,
4:29.0,G. Harris makes 3-pt shot from 24 ft (assist by J. Murray),3,96-100,,
4:03.0,,,96-100,,L. Ball misses 2-pt shot from 7 ft
4:02.0,Defensive rebound by N. Jokic,,96-100,,
3:56.0,J. Murray misses 2-pt shot from 5 ft,,96-100,,
3:54.0,,,96-100,,Defensive rebound by K. Caldwell-Pope
3:39.0,Personal foul by G. Harris (drawn by J. Randle),,96-100,,
3:39.0,,,96-100,,J. Randle misses free throw 1 of 2
3:39.0,,,96-100,,Offensive rebound by Team
3:39.0,,,96-100,,J. Randle misses free throw 2 of 2
3:37.0,Defensive rebound by W. Chandler,,96-100,,
3:28.0,G. Harris misses 3-pt shot from 26 ft,,96-100,,
3:26.0,,,96-100,,Defensive rebound by K. Kuzma
3:13.0,,,96-100,,I. Thomas misses 2-pt shot from 1 ft
3:11.0,,,96-100,,Offensive rebound by I. Thomas
3:10.0,,,96-102,2,I. Thomas makes 2-pt shot from 16 ft
3:10.0,Denver full timeout,,96-102,,
3:04.0,N. Jokic misses 3-pt shot from 26 ft,,96-102,,
3:00.0,,,96-102,,Defensive rebound by K. Caldwell-Pope
2:47.0,,,96-102,,I. Thomas misses 3-pt shot from 22 ft
2:44.0,Defensive rebound by W. Barton,,96-102,,
2:38.0,W. Chandler makes 3-pt shot from 25 ft (assist by W. Barton),3,99-102,,
2:19.0,,,99-104,2,J. Randle makes 2-pt shot from 3 ft (assist by L. Ball)
1:59.0,W. Chandler misses 2-pt shot from 6 ft,,99-104,,
1:57.0,,,99-104,,Defensive rebound by L. Ball
1:37.0,,,99-106,2,I. Thomas makes 2-pt shot at rim (assist by L. Ball)
1:37.0,Denver full timeout,,99-106,,
1:34.0,Turnover by W. Barton (lost ball; steal by K. Caldwell-Pope),,99-106,,
1:24.0,Personal take foul by G. Harris (drawn by L. Ball),,99-106,,
1:24.0,,,99-106,,L. Ball misses free throw 1 of 2
1:24.0,,,99-106,,Offensive rebound by Team
1:24.0,,,99-106,,L. Ball misses free throw 2 of 2
1:22.0,Defensive rebound by W. Chandler,,99-106,,
1:11.0,Turnover by J. Murray (lost ball; steal by K. Caldwell-Pope),,99-106,,
1:09.0,,,99-108,2,J. Randle makes 2-pt shot at rim (assist by K. Caldwell-Pope)
1:03.0,Shooting foul by J. Randle (drawn by J. Murray),,99-108,,
1:03.0,J. Murray makes free throw 1 of 2,1,100-108,,
1:03.0,J. Murray makes free throw 2 of 2,1,101-108,,
0:54.0,Personal take foul by G. Harris (drawn by K. Caldwell-Pope),,101-108,,
0:54.0,,,101-108,,K. Caldwell-Pope misses free throw 1 of 2
0:54.0,,,101-108,,Offensive rebound by Team
0:54.0,,,101-109,1,K. Caldwell-Pope makes free throw 2 of 2
0:48.0,W. Barton makes 2-pt shot from 6 ft,2,103-109,,
0:47.0,Personal take foul by J. Murray (drawn by I. Thomas),,103-109,,
0:47.0,,,103-110,1,I. Thomas makes free throw 1 of 2
0:47.0,,,103-110,,I. Thomas misses free throw 2 of 2
0:46.0,Defensive rebound by N. Jokic,,103-110,,
0:46.0,Denver full timeout,,103-110,,
0:42.0,Turnover by J. Murray (step out of bounds),,103-110,,
0:38.0,,,103-110,,Turnover by I. Thomas (lost ball; steal by G. Harris)
0:35.0,G. Harris misses 2-pt shot from 1 ft,,103-110,,
0:33.0,,,103-110,,Defensive rebound by J. Randle
0:33.0,Personal take foul by G. Harris (drawn by J. Randle),,103-110,,
0:33.0,,,103-111,1,J. Randle makes free throw 1 of 2
0:33.0,,,103-112,1,J. Randle makes free throw 2 of 2
0:28.0,W. Barton misses 3-pt shot from 25 ft,,103-112,,
0:25.0,,,103-112,,Defensive rebound by K. Kuzma
0:03.0,,,103-112,,Turnover by Team (shot clock)
