time,Dallas,pts.away,score,pts.home,Memphis
2:05.0,Defensive rebound by D. Smith,,87-85,,
1:53.0,,,87-85,,Personal foul by J. Green (drawn by S. Mejri)
1:53.0,S. Mejri makes free throw 1 of 2,1,88-85,,
1:53.0,S. Mejri misses free throw 2 of 2,,88-85,,
1:51.0,,,88-85,,Defensive rebound by J. Green
1:39.0,,,88-87,2,C. Parsons makes 2-pt shot from 12 ft
1:27.0,H. Barnes makes 2-pt shot from 20 ft (assist by Y. Ferrell),2,90-87,,
1:14.0,,,90-87,,C. Parsons misses 3-pt shot from 25 ft
1:12.0,Defensive rebound by D. Smith,,90-87,,
1:10.0,D. Smith makes 2-pt shot at rim,2,92-87,,
1:10.0,,,92-87,,Memphis full timeout
0:56.0,,,92-87,,Shooting foul by S. Mejri (drawn by M. Gasol)
0:56.0,,,92-88,1,M. Gasol makes free throw 1 of 2
0:56.0,,,92-89,1,M. Gasol makes free throw 2 of 2
0:38.0,Shooting foul by T. Evans (drawn by Y. Ferrell),,92-89,,
0:38.0,Y. Ferrell misses free throw 1 of 2,,92-89,,
0:38.0,Offensive rebound by Team,,92-89,,
0:38.0,Y. Ferrell misses free throw 2 of 2,,92-89,,
0:36.0,,,92-89,,Defensive rebound by M. Gasol
0:29.0,,,92-92,3,M. Gasol makes 3-pt shot from 25 ft (assist by T. Evans)
0:28.0,Dallas full timeout,,92-92,,
0:28.0,D. Nowitzki enters the game for Y. Ferrell,,92-92,,
0:28.0,J. Barea enters the game for S. Mejri,,92-92,,
0:10.0,D. Smith misses 2-pt shot from 18 ft,,92-92,,
0:06.0,,,92-92,,Defensive rebound by T. Evans
0:00.0,,,92-92,,T. Evans misses 2-pt shot from 1 ft
0:00.0,,,92-92,,Offensive rebound by J. Green
0:00.0,,,92-94,2,J. Green makes 2-pt shot at rim
0:00.0,,,92-94,,D. Davis enters the game for C. Parsons
0:00.0,H. Barnes makes 3-pt shot from 29 ft (assist by D. Smith),3,95-94,,
