time,New Orleans,pts.away,score,pts.home,Portland
0:38.0,,,108-102,2,D. Lillard makes 2-pt shot at rim (assist by P. Connaughton)
0:38.0,New Orleans full timeout,,108-102,,
0:28.0,,,108-102,,Personal take foul by C. McCollum (drawn by J. Holiday)
0:28.0,J. Holiday misses free throw 1 of 2,,108-102,,
0:28.0,Offensive rebound by Team,,108-102,,
0:28.0,J. Holiday makes free throw 2 of 2,1,109-102,,
0:20.0,,,109-102,,C. McCollum misses 2-pt shot from 7 ft
0:18.0,Defensive rebound by J. Holiday,,109-102,,
0:17.0,,,109-102,,Personal foul by P. Connaughton (drawn by J. Holiday)
0:17.0,J. Holiday makes free throw 1 of 2,1,110-102,,
0:17.0,J. Holiday makes free throw 2 of 2,1,111-102,,
0:15.0,Personal foul by J. Holiday (drawn by D. Lillard),,111-102,,
0:11.0,,,111-102,,D. Lillard misses 3-pt shot from 28 ft
0:08.0,Defensive rebound by A. Davis,,111-102,,
