time,New York,pts.away,score,pts.home,Chicago
1:28.0,K. Porzingis misses 2-pt shot from 15 ft,,86-86,,
1:24.0,,,86-86,,Defensive rebound by D. Valentine
1:09.0,,,86-86,,L. Markkanen misses 3-pt shot from 25 ft
1:06.0,Defensive rebound by L. Thomas,,86-86,,
0:44.0,C. Lee misses 2-pt shot from 20 ft,,86-86,,
0:41.0,,,86-86,,Defensive rebound by N. Mirotic
0:39.0,,,86-88,2,L. Markkanen makes 2-pt shot at rim (assist by K. Dunn)
0:39.0,New York full timeout,,86-88,,
0:39.0,,,86-88,,D. Nwaba enters the game for D. Valentine
0:39.0,M. Beasley enters the game for L. Thomas,,86-88,,
0:27.0,Turnover by D. McDermott (bad pass; steal by L. Markkanen),,86-88,,
0:24.0,,,86-88,,Shooting foul by F. Ntilikina (drawn by D. Nwaba)
0:24.0,J. Jack enters the game for F. Ntilikina,,86-88,,
0:24.0,,,86-88,,D. Nwaba misses free throw 1 of 2
0:24.0,,,86-88,,Offensive rebound by Team
0:24.0,,,86-88,,D. Nwaba misses free throw 2 of 2
0:22.0,Defensive rebound by J. Jack,,86-88,,
0:08.0,,,86-88,,Personal foul by N. Mirotic (drawn by J. Jack)
0:08.0,J. Jack misses free throw 1 of 2,,86-88,,
0:08.0,Offensive rebound by Team,,86-88,,
0:08.0,,,86-88,,R. Lopez enters the game for D. Nwaba
0:08.0,L. Thomas enters the game for M. Beasley,,86-88,,
0:08.0,J. Jack makes free throw 2 of 2,1,87-88,,
0:07.0,Personal take foul by C. Lee (drawn by K. Dunn),,87-88,,
0:07.0,,,87-89,1,K. Dunn makes free throw 1 of 2
0:07.0,,,87-89,,D. Nwaba enters the game for R. Lopez
0:07.0,E. Kanter enters the game for D. McDermott,,87-89,,
0:07.0,,,87-90,1,K. Dunn makes free throw 2 of 2
0:07.0,New York full timeout,,87-90,,
0:07.0,D. McDermott enters the game for L. Thomas,,87-90,,
0:07.0,M. Beasley enters the game for J. Jack,,87-90,,
0:06.0,E. Kanter misses 3-pt shot from 26 ft,,87-90,,
0:03.0,,,87-90,,Defensive rebound by Team
0:03.0,,,87-90,,Chicago full timeout
0:03.0,,,87-90,,D. Valentine enters the game for D. Nwaba
0:03.0,L. Thomas enters the game for E. Kanter,,87-90,,
0:02.0,Personal foul by D. McDermott (drawn by J. Holiday),,87-90,,
0:02.0,,,87-91,1,J. Holiday makes free throw 1 of 2
0:02.0,,,87-91,,D. Nwaba enters the game for D. Valentine
0:02.0,,,87-92,1,J. Holiday makes free throw 2 of 2
