time,LA Lakers,pts.away,score,pts.home,Portland
4:15.0,Defensive rebound by L. Ball,,103-100,,
4:01.0,B. Lopez misses 3-pt shot from 25 ft,,103-100,,
3:59.0,,,103-100,,Defensive rebound by N. Vonleh
3:51.0,,,103-100,,D. Lillard misses 3-pt shot from 26 ft
3:49.0,Defensive rebound by B. Lopez,,103-100,,
3:29.0,B. Ingram misses 2-pt shot from 16 ft,,103-100,,
3:26.0,,,103-100,,Defensive rebound by M. Harkless
3:20.0,,,103-100,,Turnover by C. McCollum (out of bounds lost ball)
3:20.0,,,103-100,,Portland full timeout
3:08.0,Turnover by K. Kuzma (lost ball; steal by M. Harkless),,103-100,,
3:00.0,,,103-102,2,D. Lillard makes 2-pt shot from 1 ft
2:37.0,B. Lopez makes 2-pt shot from 15 ft,2,105-102,,
2:23.0,,,105-104,2,C. McCollum makes 2-pt shot from 16 ft
1:59.0,Turnover by B. Lopez (bad pass; steal by J. Nurkic),,105-104,,
1:56.0,,,105-104,,Shooting foul by L. Ball (drawn by D. Lillard)
1:56.0,,,105-105,1,D. Lillard makes free throw 1 of 2
1:56.0,,,105-106,1,D. Lillard makes free throw 2 of 2
1:43.0,K. Caldwell-Pope misses 3-pt shot from 24 ft,,105-106,,
1:41.0,,,105-106,,Defensive rebound by D. Lillard
1:28.0,,,105-106,,J. Nurkic misses 2-pt shot from 2 ft
1:24.0,Defensive rebound by B. Ingram,,105-106,,
1:08.0,K. Kuzma makes 2-pt shot from 2 ft,2,107-106,,
0:51.0,,,107-108,2,D. Lillard makes 2-pt shot at rim
0:34.0,K. Caldwell-Pope misses 2-pt shot from 11 ft,,107-108,,
0:31.0,,,107-108,,Defensive rebound by M. Harkless
0:18.0,Personal foul by B. Lopez (drawn by J. Nurkic),,107-108,,
0:18.0,,,107-109,1,J. Nurkic makes free throw 1 of 2
0:18.0,,,107-110,1,J. Nurkic makes free throw 2 of 2
0:18.0,LA Lakers full timeout,,107-110,,
0:16.0,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by L. Ball),3,110-110,,
0:15.0,,,110-110,,Portland full timeout
0:15.0,,,110-110,,E. Turner enters the game for N. Vonleh
0:15.0,J. Randle enters the game for B. Lopez,,110-110,,
0:01.0,,,110-113,3,D. Lillard makes 3-pt shot from 29 ft
0:00.0,LA Lakers full timeout,,110-113,,
0:00.0,B. Lopez enters the game for J. Randle,,110-113,,
0:00.0,K. Kuzma misses 3-pt shot from 27 ft,,110-113,,
0:00.0,Offensive rebound by Team,,110-113,,
