time,Sacramento,pts.away,score,pts.home,Phoenix
5:54.0,G. Temple makes 3-pt shot from 25 ft (assist by D. Fox),3,92-102,,
5:37.0,,,92-102,,D. Booker misses 3-pt shot from 23 ft
5:35.0,Defensive rebound by B. Bogdanovic,,92-102,,
5:22.0,S. Labissiere enters the game for K. Koufos,,92-102,,
5:18.0,W. Cauley-Stein makes 2-pt shot from 1 ft (assist by B. Bogdanovic),2,94-102,,
5:17.0,,,94-102,,Phoenix full timeout
5:17.0,,,94-102,,M. James enters the game for T. Ulis
5:17.0,,,94-102,,M. Chriss enters the game for D. Bender
5:00.0,,,94-102,,Turnover by M. Chriss (bad pass)
4:45.0,B. Bogdanovic misses 2-pt shot from 5 ft,,94-102,,
4:43.0,,,94-102,,Defensive rebound by T. Chandler
4:36.0,,,94-104,2,D. Booker makes 2-pt shot at rim (assist by M. James)
4:26.0,,,94-104,,Personal block foul by M. Chriss (drawn by S. Labissiere)
4:15.0,B. Bogdanovic misses 2-pt shot from 15 ft,,94-104,,
4:12.0,,,94-104,,Defensive rebound by T. Warren
4:02.0,,,94-104,,M. Chriss misses 3-pt shot from 22 ft
4:01.0,Defensive rebound by D. Fox,,94-104,,
4:01.0,,,94-104,,Personal foul by T. Warren (drawn by D. Fox)
4:01.0,D. Fox makes free throw 1 of 2,1,95-104,,
4:01.0,G. Hill enters the game for B. Bogdanovic,,95-104,,
4:01.0,D. Fox makes free throw 2 of 2,1,96-104,,
3:48.0,,,96-104,,T. Warren misses 2-pt shot from 16 ft
3:42.0,,,96-104,,Offensive rebound by M. Chriss
3:42.0,,,96-106,2,M. Chriss makes 2-pt shot at rim
3:29.0,S. Labissiere makes 2-pt shot from 21 ft (assist by W. Cauley-Stein),2,98-106,,
3:08.0,,,98-109,3,M. James makes 3-pt shot from 24 ft
2:43.0,G. Temple makes 3-pt shot from 26 ft,3,101-109,,
2:25.0,,,101-109,,Turnover by T. Warren (traveling)
2:10.0,W. Cauley-Stein makes 2-pt shot from 2 ft (assist by G. Hill),2,103-109,,
2:10.0,Shooting foul by T. Chandler (drawn by W. Cauley-Stein),,103-109,,
2:10.0,,,103-109,,J. Jackson enters the game for T. Warren
2:10.0,W. Cauley-Stein makes free throw 1 of 1,1,104-109,,
1:56.0,,,104-109,,Turnover by J. Jackson (bad pass)
1:44.0,G. Temple makes 3-pt shot from 26 ft (assist by G. Hill),3,107-109,,
1:29.0,,,107-112,3,D. Booker makes 3-pt shot from 25 ft
1:20.0,G. Temple makes 3-pt shot from 29 ft (assist by G. Hill),3,110-112,,
1:10.0,,,110-112,,D. Booker misses 3-pt shot from 25 ft
1:07.0,Defensive rebound by W. Cauley-Stein,,110-112,,
1:07.0,Sacramento full timeout,,110-112,,
0:58.0,D. Fox makes 2-pt shot from 7 ft,2,112-112,,
0:42.0,,,112-112,,Turnover by M. James (lost ball; steal by D. Fox)
0:38.0,D. Fox misses 2-pt shot at rim,,112-112,,
0:35.0,Offensive rebound by G. Temple,,112-112,,
0:34.0,Jump ball: J. Jackson vs. G. Temple (D. Booker gains possession),,,,Jump ball: J. Jackson vs. G. Temple (D. Booker gains possession)
0:34.0,Turnover by G. Temple (turnover; steal by J. Jackson),,112-112,,
0:14.0,,,112-114,2,M. James makes 2-pt shot from 4 ft
0:14.0,Sacramento full timeout,,112-114,,
0:10.0,,,112-114,,Shooting block foul by M. Chriss (drawn by G. Temple)
0:10.0,,,112-114,,A. Len enters the game for M. Chriss
0:10.0,G. Temple misses free throw 1 of 2,,112-114,,
0:10.0,Offensive rebound by Team,,112-114,,
0:10.0,G. Temple makes free throw 2 of 2,1,113-114,,
0:10.0,,,113-114,,Phoenix full timeout
0:10.0,,,113-114,,T. Daniels enters the game for T. Chandler
0:10.0,,,113-114,,T. Warren enters the game for A. Len
0:09.0,Personal take foul by G. Hill (drawn by D. Booker),,113-114,,
0:09.0,,,113-114,,T. Chandler enters the game for T. Daniels
0:09.0,,,113-115,1,D. Booker makes free throw 1 of 2
0:09.0,,,113-116,1,D. Booker makes free throw 2 of 2
0:05.0,,,113-116,,Personal take foul by T. Warren (drawn by G. Hill)
0:05.0,,,113-116,,A. Len enters the game for T. Warren
0:05.0,G. Hill makes free throw 1 of 2,1,114-116,,
0:05.0,G. Hill makes free throw 2 of 2,1,115-116,,
0:05.0,,,115-116,,Phoenix full timeout
0:05.0,,,115-116,,T. Warren enters the game for T. Chandler
0:05.0,,,115-116,,T. Daniels enters the game for A. Len
0:05.0,B. Bogdanovic enters the game for S. Labissiere,,115-116,,
0:04.0,Personal take foul by D. Fox (drawn by T. Daniels),,115-116,,
0:04.0,,,115-116,,T. Daniels misses free throw 1 of 2
0:04.0,,,115-116,,Offensive rebound by Team
0:04.0,,,115-117,1,T. Daniels makes free throw 2 of 2
0:01.0,G. Temple misses 3-pt shot from 25 ft,,115-117,,
0:01.0,Offensive rebound by Team,,115-117,,
