time,Milwaukee,pts.away,score,pts.home,Atlanta
3:43.0,,,109-92,1,M. Muscala makes free throw 2 of 2
3:27.0,Turnover by G. Antetokounmpo (bad pass),,109-92,,
3:27.0,,,109-92,,Atlanta full timeout
3:27.0,,,109-92,,M. Belinelli enters the game for I. Taylor
3:18.0,Personal block foul by K. Middleton (drawn by K. Bazemore),,109-92,,
3:18.0,,,109-93,1,K. Bazemore makes free throw 1 of 2
3:18.0,,,109-94,1,K. Bazemore makes free throw 2 of 2
3:16.0,,,109-94,,Personal take foul by M. Muscala (drawn by J. Henson)
3:16.0,J. Henson makes free throw 1 of 2,1,110-94,,
3:16.0,J. Henson misses free throw 2 of 2,,110-94,,
3:13.0,,,110-94,,Defensive rebound by M. Muscala
3:08.0,,,110-94,,Shooting foul by M. Brogdon (drawn by D. Schroder)
3:08.0,,,110-95,1,D. Schroder makes free throw 1 of 2
3:08.0,,,110-96,1,D. Schroder makes free throw 2 of 2
3:06.0,,,110-96,,Personal take foul by K. Bazemore (drawn by J. Henson)
3:06.0,J. Henson makes free throw 1 of 2,1,111-96,,
3:06.0,J. Henson misses free throw 2 of 2,,111-96,,
3:04.0,,,111-96,,Defensive rebound by K. Bazemore
2:57.0,,,111-96,,Turnover by K. Bazemore (bad pass)
2:49.0,Turnover by M. Brogdon (bad pass; steal by K. Bazemore),,111-96,,
2:43.0,,,111-98,2,K. Bazemore makes 2-pt shot from 3 ft
2:29.0,Turnover by J. Henson (lost ball; steal by D. Schroder),,111-98,,
2:25.0,,,111-98,,D. Schroder misses 2-pt shot from 21 ft
2:25.0,Defensive rebound by Team,,111-98,,
2:01.0,K. Middleton makes 2-pt shot from 19 ft (assist by M. Brogdon),2,113-98,,
1:52.0,,,113-101,3,M. Belinelli makes 3-pt shot from 25 ft (assist by D. Schroder)
1:41.0,M. Brogdon makes 2-pt shot from 1 ft (assist by J. Henson),2,115-101,,
1:30.0,,,115-103,2,D. Schroder makes 2-pt shot from 1 ft
1:15.0,T. Snell misses 3-pt shot from 25 ft,,115-103,,
1:12.0,,,115-103,,Defensive rebound by D. Schroder
1:04.0,,,115-103,,Turnover by M. Belinelli (bad pass; steal by M. Brogdon)
0:48.0,G. Antetokounmpo makes 2-pt shot from 2 ft (assist by K. Middleton),2,117-103,,
0:37.0,Personal foul by J. Henson (drawn by D. Schroder),,117-103,,
0:37.0,,,117-104,1,D. Schroder makes free throw 1 of 2
0:37.0,,,117-104,,L. Babbitt enters the game for T. Waller-Prince
0:37.0,,,117-104,,J. Collins enters the game for K. Bazemore
0:37.0,,,117-104,,I. Taylor enters the game for M. Muscala
0:37.0,,,117-104,,J. Magette enters the game for M. Belinelli
0:37.0,D. Wilson enters the game for K. Middleton,,117-104,,
0:37.0,S. Brown enters the game for G. Antetokounmpo,,117-104,,
0:37.0,,,117-104,,D. Schroder misses free throw 2 of 2
0:36.0,Defensive rebound by D. Wilson,,117-104,,
0:17.0,J. Henson misses 2-pt shot from 21 ft,,117-104,,
0:13.0,,,117-104,,Defensive rebound by J. Collins
0:01.0,,,117-104,,Shooting foul by J. Henson (drawn by J. Collins)
0:01.0,R. Vaughn enters the game for J. Henson,,117-104,,
0:01.0,,,117-105,1,J. Collins makes free throw 1 of 2
0:01.0,,,117-106,1,J. Collins makes free throw 2 of 2
