time,Toronto,pts.away,score,pts.home,Detroit
2:54.0,,,103-100,1,J. Ennis makes free throw 2 of 3
2:54.0,,,103-101,1,J. Ennis makes free throw 3 of 3
2:35.0,Shooting foul by B. Griffin (drawn by F. VanVleet),,103-101,,
2:35.0,F. VanVleet makes free throw 1 of 2,1,104-101,,
2:35.0,F. VanVleet makes free throw 2 of 2,1,105-101,,
2:15.0,,,105-101,,I. Smith misses 2-pt shot from 16 ft
2:09.0,Defensive rebound by P. Siakam,,105-101,,
1:52.0,J. Valanciunas misses 2-pt shot from 4 ft,,105-101,,
1:47.0,,,105-101,,Defensive rebound by J. Ennis
1:32.0,,,105-104,3,R. Bullock makes 3-pt shot from 26 ft (assist by B. Griffin)
1:19.0,D. DeRozan makes 2-pt shot from 17 ft,2,107-104,,
1:05.0,,,107-106,2,R. Bullock makes 2-pt shot from 10 ft (assist by B. Griffin)
1:05.0,Toronto full timeout,,107-106,,
0:55.0,Shooting foul by R. Bullock (drawn by D. DeRozan),,107-106,,
0:55.0,D. DeRozan makes free throw 1 of 2,1,108-106,,
0:55.0,D. DeRozan makes free throw 2 of 2,1,109-106,,
0:40.0,,,109-109,3,I. Smith makes 3-pt shot from 24 ft (assist by B. Griffin)
0:29.0,D. DeRozan misses 2-pt shot from 13 ft,,109-109,,
0:23.0,Offensive rebound by P. Siakam,,109-109,,
0:22.0,Toronto full timeout,,109-109,,
0:22.0,C. Miles enters the game for P. Siakam,,109-109,,
0:18.0,D. DeRozan makes 2-pt shot from 18 ft (assist by C. Miles),2,111-109,,
0:17.0,,,111-109,,Detroit full timeout
0:17.0,P. Siakam enters the game for C. Miles,,111-109,,
0:10.0,,,111-111,2,B. Griffin makes 2-pt shot from 7 ft
0:10.0,,,111-111,,Shooting foul by P. Siakam (drawn by B. Griffin)
0:10.0,C. Miles enters the game for P. Siakam,,111-111,,
0:10.0,,,111-111,,A. Tolliver enters the game for A. Drummond
0:10.0,,,111-112,1,B. Griffin makes free throw 1 of 1
0:04.0,D. DeRozan makes 2-pt shot from 1 ft,2,113-112,,
0:04.0,Shooting foul by A. Tolliver (drawn by D. DeRozan),,113-112,,
0:04.0,,,113-112,,A. Drummond enters the game for A. Tolliver
0:04.0,P. Siakam enters the game for C. Miles,,113-112,,
0:04.0,D. DeRozan makes free throw 1 of 1,1,114-112,,
0:04.0,,,114-112,,Detroit full timeout
0:00.0,,,114-114,2,B. Griffin makes 2-pt shot from 4 ft (assist by R. Bullock)
0:00.0,Turnover by D. DeRozan (bad pass),,114-114,,
0:00.0,,,114-114,,Turnover by B. Griffin (bad pass)
0:00.0,C. Miles enters the game for P. Siakam,,114-114,,
0:00.0,Turnover by C. Miles (bad pass),,114-114,,
0:00.0,P. Siakam enters the game for C. Miles,,114-114,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: A. Drummond vs. J. Valanciunas (F. VanVleet gains possession),,,,Jump ball: A. Drummond vs. J. Valanciunas (F. VanVleet gains possession)
4:36.0,D. DeRozan misses 2-pt shot from 10 ft,,114-114,,
4:34.0,Offensive rebound by J. Valanciunas,,114-114,,
4:12.0,F. VanVleet misses 2-pt shot from 14 ft,,114-114,,
4:08.0,,,114-114,,Defensive rebound by A. Drummond
3:49.0,,,114-114,,A. Drummond misses 2-pt shot from 2 ft
3:47.0,Defensive rebound by P. Siakam,,114-114,,
3:39.0,F. VanVleet misses 3-pt shot from 22 ft,,114-114,,
3:35.0,Offensive rebound by F. VanVleet,,114-114,,
3:22.0,Turnover by F. VanVleet (traveling),,114-114,,
3:06.0,,,114-114,,Offensive foul by A. Drummond (drawn by P. Siakam)
3:06.0,,,114-114,,Turnover by A. Drummond (offensive foul)
2:56.0,Turnover by J. Valanciunas (discontinued dribble),,114-114,,
2:36.0,,,114-114,,B. Griffin misses 2-pt shot from 4 ft (block by J. Valanciunas)
2:33.0,Defensive rebound by P. Siakam,,114-114,,
2:28.0,J. Valanciunas misses 2-pt shot from 7 ft (block by J. Ennis),,114-114,,
2:25.0,Jump ball: J. Ennis vs. J. Valanciunas (F. VanVleet gains possession),,,,Jump ball: J. Ennis vs. J. Valanciunas (F. VanVleet gains possession)
2:25.0,Defensive rebound by Team,,114-114,,
2:14.0,F. VanVleet misses 2-pt shot from 7 ft (block by B. Griffin),,114-114,,
2:13.0,Offensive rebound by Team,,114-114,,
2:13.0,Jump ball: R. Bullock vs.,,,,Jump ball: R. Bullock vs.
2:13.0,C. Miles enters the game for F. VanVleet,,114-114,,
2:01.0,P. Siakam makes 2-pt shot from 3 ft (assist by D. DeRozan),2,116-114,,
2:01.0,,,116-114,,Violation by A. Drummond (def goaltending)
1:51.0,,,116-116,2,I. Smith makes 2-pt shot from 17 ft
1:37.0,D. DeRozan makes 2-pt shot from 17 ft,2,118-116,,
1:37.0,Shooting foul by R. Bullock (drawn by D. DeRozan),,118-116,,
1:37.0,F. VanVleet enters the game for C. Miles,,118-116,,
1:37.0,D. DeRozan makes free throw 1 of 1,1,119-116,,
1:28.0,,,119-116,,Turnover by J. Ennis (bad pass; steal by J. Valanciunas)
1:21.0,F. VanVleet misses 2-pt shot from 5 ft,,119-116,,
1:18.0,,,119-116,,Defensive rebound by A. Drummond
1:13.0,,,119-116,,I. Smith misses 2-pt shot from 4 ft
1:10.0,Defensive rebound by J. Valanciunas,,119-116,,
0:51.0,,,119-116,,L. Kennard enters the game for J. Ennis
0:50.0,J. Valanciunas misses 3-pt shot from 26 ft,,119-116,,
0:49.0,Offensive rebound by Team,,119-116,,
0:49.0,Turnover by Team (shot clock),,119-116,,
0:37.0,,,119-119,3,B. Griffin makes 3-pt shot from 25 ft (assist by I. Smith)
0:36.0,Toronto full timeout,,119-119,,
0:36.0,C. Miles enters the game for P. Siakam,,119-119,,
0:29.0,D. DeRozan misses 2-pt shot from 12 ft,,119-119,,
0:24.0,,,119-119,,Defensive rebound by A. Drummond
0:09.0,,,119-119,,R. Bullock misses 3-pt shot from 26 ft
0:06.0,Defensive rebound by D. DeRozan,,119-119,,
0:01.0,F. VanVleet makes 2-pt shot from 20 ft (assist by D. DeRozan),2,121-119,,
0:01.0,,,121-119,,Detroit full timeout
0:01.0,P. Siakam enters the game for C. Miles,,121-119,,
0:00.0,,,121-119,,B. Griffin misses 3-pt shot from 25 ft
0:00.0,,,121-119,,Offensive rebound by Team
