time,New Orleans,pts.away,score,pts.home,Sacramento
6:04.0,Personal foul by D. Cunningham (drawn by B. Bogdanovic),,101-98,,
6:04.0,,,101-98,,G. Hill enters the game for S. Labissiere
5:45.0,,,101-98,,K. Koufos misses 2-pt shot from 2 ft
5:42.0,Defensive rebound by E. Moore,,101-98,,
5:37.0,J. Nelson misses 2-pt shot from 4 ft,,101-98,,
5:32.0,,,101-98,,Defensive rebound by K. Koufos
5:29.0,,,101-100,2,B. Bogdanovic makes 2-pt shot from 22 ft
5:08.0,Shooting foul by K. Koufos (drawn by D. Cousins),,101-100,,
5:08.0,D. Cousins misses free throw 1 of 2,,101-100,,
5:08.0,Offensive rebound by Team,,101-100,,
5:08.0,I. Clark enters the game for D. Cunningham,,101-100,,
5:08.0,D. Cousins makes free throw 2 of 2,1,102-100,,
4:49.0,,,102-100,,G. Temple misses 3-pt shot from 22 ft
4:46.0,Defensive rebound by D. Cousins,,102-100,,
4:26.0,J. Nelson misses 3-pt shot from 25 ft,,102-100,,
4:24.0,,,102-100,,Defensive rebound by D. Fox
4:22.0,Personal foul by J. Holiday (drawn by D. Fox),,102-100,,
4:22.0,,,102-101,1,D. Fox makes free throw 1 of 2
4:22.0,,,102-101,,W. Cauley-Stein enters the game for K. Koufos
4:22.0,,,102-102,1,D. Fox makes free throw 2 of 2
3:57.0,E. Moore makes 3-pt shot from 23 ft (assist by I. Clark),3,105-102,,
3:35.0,,,105-102,,G. Hill misses 2-pt shot from 12 ft
3:32.0,Defensive rebound by J. Holiday,,105-102,,
3:27.0,New Orleans full timeout,,105-102,,
3:27.0,,,105-102,,Z. Randolph enters the game for G. Temple
3:27.0,D. Cunningham enters the game for I. Clark,,105-102,,
3:17.0,Offensive charge foul by D. Cousins (drawn by W. Cauley-Stein),,105-102,,
3:17.0,Turnover by D. Cousins (offensive foul),,105-102,,
3:04.0,,,105-104,2,W. Cauley-Stein makes 2-pt shot from 17 ft (assist by G. Hill)
2:47.0,D. Cousins misses 2-pt shot from 3 ft,,105-104,,
2:45.0,,,105-104,,Defensive rebound by Z. Randolph
2:36.0,,,105-106,2,W. Cauley-Stein makes 2-pt shot from 2 ft (assist by D. Fox)
2:21.0,D. Cousins makes 3-pt shot from 24 ft (assist by J. Holiday),3,108-106,,
2:04.0,Violation by J. Holiday (kicked ball),,108-106,,
1:52.0,,,108-106,,D. Fox misses 2-pt shot from 8 ft
1:49.0,Defensive rebound by D. Cousins,,108-106,,
1:48.0,Shooting foul by B. Bogdanovic (drawn by J. Holiday),,108-106,,
1:48.0,J. Holiday makes free throw 1 of 2,1,109-106,,
1:48.0,J. Holiday makes free throw 2 of 2,1,110-106,,
1:30.0,,,110-106,,D. Fox misses 2-pt shot from 19 ft
1:27.0,Defensive rebound by J. Nelson,,110-106,,
1:15.0,D. Cousins makes 2-pt shot at rim (assist by J. Nelson),2,112-106,,
1:15.0,,,112-106,,Sacramento full timeout
0:53.0,,,112-106,,B. Bogdanovic misses 2-pt shot from 20 ft
0:50.0,Defensive rebound by D. Cousins,,112-106,,
0:38.0,D. Cousins misses 2-pt shot from 2 ft,,112-106,,
0:33.0,Offensive rebound by D. Cousins,,112-106,,
0:33.0,D. Cousins makes 2-pt shot at rim,2,114-106,,
0:20.0,,,114-106,,W. Cauley-Stein misses 2-pt shot from 8 ft
0:17.0,Defensive rebound by D. Cousins,,114-106,,
