time,Chicago,pts.away,score,pts.home,Charlotte
3:10.0,B. Portis makes 2-pt shot at rim,2,97-111,,
3:10.0,Shooting foul by M. Williams (drawn by B. Portis),,97-111,,
3:10.0,B. Portis misses free throw 1 of 1,,97-111,,
3:07.0,,,97-111,,Defensive rebound by M. Williams
2:51.0,,,97-111,,N. Batum misses 3-pt shot from 25 ft
2:47.0,Defensive rebound by B. Portis,,97-111,,
2:32.0,Turnover by K. Dunn (bad pass),,97-111,,
2:32.0,,,97-111,,Charlotte full timeout
2:32.0,D. Valentine enters the game for Z. LaVine,,97-111,,
2:19.0,,,97-114,3,K. Walker makes 3-pt shot from 25 ft (assist by N. Batum)
1:56.0,K. Dunn misses 3-pt shot from 23 ft,,97-114,,
1:53.0,,,97-114,,Defensive rebound by N. Batum
1:39.0,,,97-114,,Offensive foul by D. Howard (drawn by B. Portis)
1:39.0,,,97-114,,Turnover by D. Howard (offensive foul)
1:39.0,C. Payne enters the game for L. Markkanen,,97-114,,
1:39.0,C. Felicio enters the game for K. Dunn,,97-114,,
1:28.0,D. Valentine makes 2-pt shot from 16 ft (assist by C. Payne),2,99-114,,
1:28.0,,,99-114,,Charlotte full timeout
1:28.0,,,99-114,,D. Bacon enters the game for M. Williams
1:28.0,,,99-114,,M. Monk enters the game for N. Batum
1:28.0,,,99-114,,W. Hernangomez enters the game for D. Howard
1:28.0,,,99-114,,F. Kaminsky enters the game for K. Walker
1:28.0,N. Vonleh enters the game for B. Portis,,99-114,,
1:21.0,,,99-114,,M. Monk misses 3-pt shot from 25 ft
1:18.0,Defensive rebound by D. Valentine,,99-114,,
0:59.0,Turnover by C. Payne (bad pass; steal by T. Graham),,99-114,,
0:55.0,,,99-114,,Shooting foul by D. Valentine (drawn by T. Graham)
0:55.0,,,99-114,,T. Graham misses free throw 1 of 2
0:55.0,,,99-114,,Offensive rebound by Team
0:55.0,,,99-115,1,T. Graham makes free throw 2 of 2
0:42.0,C. Payne makes 2-pt shot from 1 ft,2,101-115,,
0:27.0,,,101-118,3,T. Graham makes 3-pt shot from 25 ft (assist by D. Bacon)
0:19.0,C. Payne makes 2-pt shot from 16 ft,2,103-118,,
