time,Charlotte,pts.away,score,pts.home,Philadelphia
5:32.0,,,92-91,,B. Simmons misses 2-pt shot from 2 ft
5:32.0,,,92-91,,Offensive rebound by Team
5:32.0,Personal foul by M. Williams (drawn by E. Ilyasova),,92-91,,
5:32.0,,,92-92,1,E. Ilyasova makes free throw 1 of 2
5:32.0,,,92-93,1,E. Ilyasova makes free throw 2 of 2
5:32.0,N. Batum enters the game for J. Lamb,,92-93,,
5:22.0,M. Williams misses 3-pt shot from 25 ft,,92-93,,
5:19.0,,,92-93,,Defensive rebound by B. Simmons
5:10.0,,,92-93,,J. Embiid misses 2-pt shot from 5 ft
5:09.0,Defensive rebound by D. Howard,,92-93,,
4:59.0,K. Walker misses free throw 1 of 3,,92-93,,
4:59.0,Offensive rebound by Team,,92-93,,
4:59.0,K. Walker makes free throw 2 of 3,1,93-93,,
4:59.0,Shooting foul by R. Covington (drawn by K. Walker),,93-93,,
4:59.0,K. Walker makes free throw 3 of 3,1,94-93,,
4:45.0,,,94-93,,J. Redick misses 3-pt shot from 25 ft
4:42.0,Defensive rebound by D. Howard,,94-93,,
4:34.0,M. Williams misses 2-pt shot from 7 ft,,94-93,,
4:33.0,,,94-93,,Defensive rebound by J. Embiid
4:24.0,,,94-93,,Shooting foul by M. Williams (drawn by R. Covington)
4:24.0,,,94-94,1,R. Covington makes free throw 1 of 2
4:24.0,,,94-95,1,R. Covington makes free throw 2 of 2
4:01.0,N. Batum misses 3-pt shot from 27 ft,,94-95,,
3:53.0,,,94-95,,Defensive rebound by E. Ilyasova
3:40.0,,,94-97,2,J. Redick makes 2-pt shot from 3 ft (assist by J. Embiid)
3:25.0,D. Howard makes 2-pt shot from 2 ft,2,96-97,,
3:06.0,,,96-99,2,B. Simmons makes 2-pt shot from 1 ft
2:51.0,D. Howard misses 2-pt shot from 3 ft,,96-99,,
2:48.0,,,96-99,,Defensive rebound by E. Ilyasova
2:37.0,,,96-101,2,E. Ilyasova makes 2-pt shot from 1 ft (assist by J. Embiid)
2:16.0,K. Walker makes 3-pt shot from 26 ft,3,99-101,,
2:00.0,,,99-101,,Turnover by J. Embiid (bad pass; steal by M. Kidd-Gilchrist)
1:51.0,K. Walker misses 2-pt shot from 17 ft,,99-101,,
1:46.0,,,99-101,,Defensive rebound by R. Covington
1:34.0,,,99-103,2,J. Redick makes 2-pt shot from 4 ft (assist by B. Simmons)
1:24.0,Offensive foul by M. Kidd-Gilchrist (drawn by E. Ilyasova),,99-103,,
1:24.0,Turnover by M. Kidd-Gilchrist (offensive foul),,99-103,,
1:12.0,,,99-103,,Shooting foul by M. Kidd-Gilchrist (drawn by B. Simmons)
1:12.0,Technical foul by M. Kidd-Gilchrist,,99-103,,
1:12.0,,,99-104,1,J. Redick makes technical free throw
1:12.0,,,99-104,,B. Simmons misses free throw 1 of 2
1:12.0,,,99-104,,Offensive rebound by Team
1:12.0,,,99-105,1,B. Simmons makes free throw 2 of 2
1:05.0,M. Williams misses 2-pt shot from 8 ft,,99-105,,
1:00.0,,,99-105,,Defensive rebound by B. Simmons
0:43.0,,,99-105,,J. Embiid misses 2-pt shot from 15 ft
0:35.0,Defensive rebound by N. Batum,,99-105,,
0:29.0,K. Walker misses 3-pt shot from 23 ft,,99-105,,
0:23.0,,,99-105,,Defensive rebound by R. Covington
0:23.0,Personal take foul by N. Batum (drawn by R. Covington),,99-105,,
0:23.0,,,99-106,1,R. Covington makes free throw 1 of 2
0:23.0,,,99-107,1,R. Covington makes free throw 2 of 2
0:23.0,Charlotte full timeout,,99-107,,
0:23.0,,,99-107,,T. McConnell enters the game for J. Embiid
0:23.0,F. Kaminsky enters the game for M. Williams,,99-107,,
0:23.0,J. Lamb enters the game for M. Kidd-Gilchrist,,99-107,,
0:18.0,K. Walker misses 3-pt shot from 27 ft,,99-107,,
0:12.0,,,99-107,,Defensive rebound by T. McConnell
0:12.0,Personal take foul by J. Lamb (drawn by J. Redick),,99-107,,
0:12.0,,,99-108,1,J. Redick makes technical free throw
0:12.0,,,99-109,1,J. Redick makes free throw 1 of 2
0:12.0,,,99-110,1,J. Redick makes free throw 2 of 2
