time,Boston,pts.away,score,pts.home,Brooklyn
4:21.0,A. Horford misses 2-pt shot from 7 ft,,95-88,,
4:18.0,,,95-88,,Defensive rebound by R. Hollis-Jefferson
4:04.0,,,95-91,3,A. Crabbe makes 3-pt shot from 24 ft (assist by S. Dinwiddie)
3:40.0,K. Irving makes 2-pt shot from 21 ft,2,97-91,,
3:21.0,,,97-91,,Shooting foul by J. Tatum (drawn by S. Dinwiddie)
3:21.0,,,97-91,,S. Dinwiddie misses free throw 1 of 2
3:21.0,,,97-91,,Offensive rebound by Team
3:21.0,J. Brown enters the game for S. Larkin,,97-91,,
3:21.0,,,97-92,1,S. Dinwiddie makes free throw 2 of 2
3:04.0,K. Irving makes 2-pt shot from 1 ft,2,99-92,,
2:55.0,,,99-92,,S. Dinwiddie misses 3-pt shot from 23 ft
2:50.0,Defensive rebound by A. Horford,,99-92,,
2:42.0,K. Irving misses 3-pt shot from 25 ft,,99-92,,
2:39.0,,,99-92,,Defensive rebound by D. Carroll
2:28.0,,,99-92,,Shooting foul by M. Smart (drawn by R. Hollis-Jefferson)
2:28.0,,,99-93,1,R. Hollis-Jefferson makes free throw 1 of 2
2:28.0,,,99-94,1,R. Hollis-Jefferson makes free throw 2 of 2
2:11.0,J. Tatum makes 2-pt shot from 1 ft,2,101-94,,
2:02.0,,,101-96,2,S. Dinwiddie makes 2-pt shot from 1 ft
1:48.0,Shooting foul by T. Booker (drawn by K. Irving),,101-96,,
1:48.0,K. Irving makes free throw 1 of 2,1,102-96,,
1:48.0,K. Irving misses free throw 2 of 2,,102-96,,
1:48.0,,,102-96,,Defensive rebound by Team
1:39.0,,,102-96,,S. Dinwiddie misses 3-pt shot from 24 ft
1:33.0,Defensive rebound by J. Tatum,,102-96,,
1:11.0,K. Irving misses 2-pt shot from 8 ft,,102-96,,
1:08.0,,,102-96,,Defensive rebound by R. Hollis-Jefferson
1:04.0,,,102-96,,R. Hollis-Jefferson misses 2-pt shot from 5 ft
1:00.0,,,102-96,,Offensive rebound by T. Booker
0:58.0,,,102-96,,Turnover by T. Booker (lost ball; steal by K. Irving)
0:55.0,J. Tatum makes 2-pt shot at rim (assist by J. Brown),2,104-96,,
0:55.0,,,104-96,,Brooklyn full timeout
0:55.0,,,104-96,,Q. Acy enters the game for T. Booker
0:51.0,,,104-96,,Q. Acy misses 3-pt shot from 25 ft
0:45.0,Defensive rebound by A. Horford,,104-96,,
0:37.0,,,104-96,,Personal foul by S. Dinwiddie (drawn by K. Irving)
0:37.0,K. Irving makes free throw 1 of 2,1,105-96,,
0:37.0,S. Ojeleye enters the game for A. Horford,,105-96,,
0:37.0,K. Irving makes free throw 2 of 2,1,106-96,,
0:37.0,,,106-96,,Brooklyn full timeout
0:37.0,T. Rozier enters the game for K. Irving,,106-96,,
0:33.0,,,106-99,3,S. Dinwiddie makes 3-pt shot from 30 ft (assist by Q. Acy)
0:30.0,,,106-99,,Personal take foul by R. Hollis-Jefferson (drawn by M. Smart)
0:30.0,M. Smart makes free throw 1 of 2,1,107-99,,
0:30.0,,,107-99,,J. Harris enters the game for R. Hollis-Jefferson
0:30.0,M. Smart makes free throw 2 of 2,1,108-99,,
0:21.0,,,108-99,,Turnover by S. Dinwiddie (bad pass; steal by J. Brown)
0:19.0,Turnover by J. Brown (out of bounds lost ball),,108-99,,
0:11.0,,,108-99,,Q. Acy misses 3-pt shot from 24 ft (block by J. Tatum)
0:08.0,Defensive rebound by J. Tatum,,108-99,,
0:07.0,,,108-99,,Personal foul by Q. Acy (drawn by J. Tatum)
0:07.0,J. Tatum misses free throw 1 of 2,,108-99,,
0:07.0,Offensive rebound by Team,,108-99,,
0:07.0,J. Tatum makes free throw 2 of 2,1,109-99,,
0:02.0,,,109-102,3,J. Harris makes 3-pt shot from 22 ft (assist by S. Dinwiddie)
