time,Sacramento,pts.away,score,pts.home,LA Clippers
3:36.0,Defensive rebound by G. Papagiannis,,90-112,,
3:24.0,G. Papagiannis makes 2-pt shot from 19 ft (assist by F. Mason),2,92-112,,
3:05.0,,,92-114,2,M. Harrell makes 2-pt shot from 1 ft (assist by J. Evans)
2:45.0,J. Jackson makes 3-pt shot from 25 ft (assist by M. Richardson),3,95-114,,
2:30.0,,,95-114,,J. Evans misses 2-pt shot from 1 ft
2:29.0,,,95-114,,Offensive rebound by W. Reed
2:28.0,,,95-116,2,W. Reed makes 2-pt shot at rim
2:13.0,M. Richardson misses 2-pt shot from 1 ft (block by W. Reed),,95-116,,
2:13.0,Offensive rebound by G. Papagiannis,,95-116,,
2:13.0,Sacramento full timeout,,95-116,,
2:01.0,G. Papagiannis misses 2-pt shot from 21 ft,,95-116,,
1:59.0,,,95-116,,Defensive rebound by J. Evans
1:50.0,,,95-118,2,W. Reed makes 2-pt shot from 1 ft (assist by S. Thornwell)
1:33.0,F. Mason misses 2-pt shot from 3 ft,,95-118,,
1:30.0,,,95-118,,Defensive rebound by M. Harrell
1:30.0,,,95-120,2,S. Thornwell makes 2-pt shot at rim (assist by C. Williams)
1:08.0,G. Papagiannis misses 2-pt shot from 4 ft,,95-120,,
1:05.0,,,95-120,,Defensive rebound by M. Harrell
1:02.0,,,95-120,,Turnover by M. Harrell (bad pass; steal by G. Papagiannis)
0:47.0,K. Koufos misses 2-pt shot from 11 ft,,95-120,,
0:43.0,,,95-120,,Defensive rebound by S. Thornwell
0:33.0,,,95-122,2,J. Evans makes 2-pt shot from 1 ft
0:11.0,G. Papagiannis misses 2-pt shot from 4 ft,,95-122,,
0:09.0,,,95-122,,Defensive rebound by M. Harrell
