time,San Antonio,pts.away,score,pts.home,Portland
2:28.0,,,105-105,2,J. Nurkic makes 2-pt shot from 1 ft (assist by S. Napier)
2:28.0,,,105-105,,Shooting foul by L. Aldridge (drawn by J. Nurkic)
2:28.0,,,105-105,,J. Nurkic misses free throw 1 of 1
2:24.0,Defensive rebound by L. Aldridge,,105-105,,
2:13.0,M. Ginobili makes 3-pt shot from 25 ft (assist by P. Mills),3,108-105,,
2:02.0,,,108-105,,C. McCollum misses 2-pt shot from 2 ft
2:02.0,Defensive rebound by Team,,108-105,,
1:47.0,M. Ginobili misses 3-pt shot from 25 ft,,108-105,,
1:44.0,,,108-105,,Defensive rebound by M. Harkless
1:41.0,,,108-107,2,S. Napier makes 2-pt shot at rim
1:27.0,,,108-107,,Personal foul by J. Nurkic (drawn by L. Aldridge)
1:27.0,L. Aldridge misses free throw 1 of 2,,108-107,,
1:27.0,Offensive rebound by Team,,108-107,,
1:27.0,L. Aldridge misses free throw 2 of 2,,108-107,,
1:24.0,,,108-107,,Defensive rebound by J. Nurkic
1:11.0,,,108-109,2,C. McCollum makes 2-pt shot from 1 ft
1:00.0,P. Mills misses 3-pt shot from 25 ft,,108-109,,
0:55.0,Offensive rebound by L. Aldridge,,108-109,,
0:52.0,M. Ginobili misses 3-pt shot from 22 ft,,108-109,,
0:52.0,,,108-109,,Defensive rebound by M. Harkless
0:35.0,,,108-109,,C. McCollum misses 2-pt shot from 21 ft
0:31.0,Defensive rebound by L. Aldridge,,108-109,,
0:13.0,,,108-109,,Personal foul by A. Aminu (drawn by K. Anderson)
0:13.0,K. Anderson makes free throw 1 of 2,1,109-109,,
0:13.0,K. Anderson makes free throw 2 of 2,1,110-109,,
0:13.0,,,110-109,,Portland full timeout
0:13.0,D. Murray enters the game for D. Bertans,,110-109,,
0:05.0,,,110-111,2,C. McCollum makes 2-pt shot from 5 ft
0:05.0,San Antonio full timeout,,110-111,,
0:05.0,B. Forbes enters the game for D. Murray,,110-111,,
0:05.0,San Antonio full timeout,,110-111,,
0:05.0,D. Bertans enters the game for B. Forbes,,110-111,,
0:02.0,L. Aldridge misses 2-pt shot from 18 ft,,110-111,,
0:02.0,Offensive rebound by Team,,110-111,,
