time,Charlotte,pts.away,score,pts.home,Brooklyn
10:32.0,,,78-89,,Defensive rebound by J. Allen
10:15.0,,,78-89,,D. Carroll misses 3-pt shot from 23 ft
10:14.0,Defensive rebound by D. Bacon,,78-89,,
10:03.0,D. Bacon misses 2-pt shot from 20 ft,,78-89,,
10:01.0,,,78-89,,Defensive rebound by J. Harris
9:54.0,,,78-89,,D. Carroll misses 2-pt shot from 6 ft
9:50.0,Defensive rebound by M. Monk,,78-89,,
9:42.0,F. Kaminsky makes 2-pt shot from 2 ft (assist by K. Walker),2,80-89,,
9:42.0,Shooting foul by D. Carroll (drawn by F. Kaminsky),,80-89,,
9:42.0,,,80-89,,Q. Acy enters the game for J. Allen
9:42.0,F. Kaminsky makes free throw 1 of 1,1,81-89,,
9:25.0,,,81-89,,J. Harris misses 3-pt shot from 22 ft
9:22.0,Defensive rebound by F. Kaminsky,,81-89,,
9:16.0,W. Hernangomez makes 2-pt shot from 2 ft (assist by K. Walker),2,83-89,,
9:16.0,,,83-89,,Brooklyn full timeout
9:16.0,,,83-89,,A. Crabbe enters the game for S. Dinwiddie
9:16.0,,,83-89,,R. Hollis-Jefferson enters the game for D. Carroll
9:04.0,,,83-92,3,C. LeVert makes 3-pt shot from 25 ft
8:48.0,Shooting foul by J. Harris (drawn by W. Hernangomez),,83-92,,
8:48.0,W. Hernangomez misses free throw 1 of 2,,83-92,,
8:48.0,Offensive rebound by Team,,83-92,,
8:48.0,W. Hernangomez makes free throw 2 of 2,1,84-92,,
8:32.0,,,84-92,,Turnover by R. Hollis-Jefferson (bad pass)
8:21.0,K. Walker misses 3-pt shot from 25 ft,,84-92,,
8:18.0,,,84-92,,Defensive rebound by Q. Acy
8:09.0,,,84-92,,Q. Acy misses 3-pt shot from 25 ft
8:06.0,Defensive rebound by W. Hernangomez,,84-92,,
7:56.0,F. Kaminsky makes 2-pt shot from 6 ft (assist by M. Monk),2,86-92,,
7:43.0,,,86-92,,Shooting foul by W. Hernangomez (drawn by J. Harris)
7:43.0,,,86-93,1,J. Harris makes free throw 1 of 2
7:43.0,,,86-93,,D. Russell enters the game for Q. Acy
7:43.0,,,86-93,,J. Allen enters the game for C. LeVert
7:43.0,,,86-94,1,J. Harris makes free throw 2 of 2
7:28.0,Shooting foul by A. Crabbe (drawn by W. Hernangomez),,86-94,,
7:28.0,W. Hernangomez makes free throw 1 of 2,1,87-94,,
7:28.0,W. Hernangomez makes free throw 2 of 2,1,88-94,,
7:07.0,,,88-96,2,R. Hollis-Jefferson makes 2-pt shot from 2 ft
6:50.0,M. Monk misses 2-pt shot from 8 ft,,88-96,,
6:48.0,,,88-96,,Defensive rebound by R. Hollis-Jefferson
6:43.0,,,88-96,,Turnover by A. Crabbe (bad pass; steal by K. Walker)
6:38.0,K. Walker misses 2-pt shot from 2 ft (block by J. Harris),,88-96,,
6:36.0,Offensive rebound by Team,,88-96,,
6:32.0,M. Monk misses 3-pt shot from 24 ft,,88-96,,
6:29.0,,,88-96,,Defensive rebound by J. Harris
6:12.0,,,88-96,,J. Harris misses 3-pt shot from 24 ft
6:07.0,Defensive rebound by D. Bacon,,88-96,,
6:00.0,Turnover by D. Bacon (bad pass; steal by R. Hollis-Jefferson),,88-96,,
5:55.0,,,88-98,2,J. Harris makes 2-pt shot from 2 ft (assist by R. Hollis-Jefferson)
5:55.0,Charlotte full timeout,,88-98,,
5:55.0,D. Howard enters the game for W. Hernangomez,,88-98,,
5:39.0,K. Walker misses 2-pt shot from 6 ft,,88-98,,
5:38.0,Offensive rebound by D. Howard,,88-98,,
5:38.0,Shooting foul by R. Hollis-Jefferson (drawn by D. Howard),,88-98,,
5:38.0,D. Howard misses free throw 1 of 2,,88-98,,
5:38.0,Offensive rebound by Team,,88-98,,
5:38.0,J. Lamb enters the game for M. Monk,,88-98,,
5:38.0,D. Howard makes free throw 2 of 2,1,89-98,,
5:22.0,,,89-98,,J. Allen misses 3-pt shot from 22 ft
5:19.0,,,89-98,,Offensive rebound by R. Hollis-Jefferson
5:17.0,,,89-100,2,A. Crabbe makes 2-pt shot from 15 ft (assist by R. Hollis-Jefferson)
4:55.0,D. Howard makes 2-pt shot from 4 ft (assist by K. Walker),2,91-100,,
4:39.0,,,91-100,,J. Harris misses 2-pt shot from 2 ft
4:38.0,Defensive rebound by D. Howard,,91-100,,
4:31.0,Shooting foul by J. Allen (drawn by K. Walker),,91-100,,
4:31.0,,,91-100,,Brooklyn full timeout
4:31.0,,,91-100,,C. LeVert enters the game for J. Harris
4:31.0,,,91-100,,Q. Acy enters the game for J. Allen
4:31.0,K. Walker makes free throw 1 of 2,1,92-100,,
4:31.0,K. Walker makes free throw 2 of 2,1,93-100,,
4:17.0,,,93-100,,D. Russell misses 2-pt shot from 13 ft
4:13.0,,,93-100,,Offensive rebound by C. LeVert
4:11.0,,,93-103,3,A. Crabbe makes 3-pt shot from 26 ft (assist by C. LeVert)
3:53.0,K. Walker makes 3-pt shot from 25 ft (assist by F. Kaminsky),3,96-103,,
3:34.0,,,96-103,,R. Hollis-Jefferson misses 2-pt shot from 2 ft
3:33.0,Defensive rebound by D. Howard,,96-103,,
3:33.0,,,96-103,,Personal foul by R. Hollis-Jefferson (drawn by D. Howard)
3:33.0,,,96-103,,D. Carroll enters the game for R. Hollis-Jefferson
3:33.0,D. Howard makes free throw 1 of 2,1,97-103,,
3:33.0,D. Howard makes free throw 2 of 2,1,98-103,,
3:24.0,Personal foul by D. Bacon (drawn by D. Russell),,98-103,,
3:13.0,,,98-103,,Turnover by C. LeVert (traveling)
3:03.0,K. Walker makes 2-pt shot from 16 ft,2,100-103,,
2:40.0,,,100-103,,C. LeVert misses 2-pt shot from 17 ft
2:38.0,Defensive rebound by K. Walker,,100-103,,
2:26.0,D. Howard makes 2-pt shot from 3 ft,2,102-103,,
2:14.0,,,102-103,,Shooting foul by J. Lamb (drawn by D. Russell)
2:14.0,,,102-104,1,D. Russell makes free throw 1 of 3
2:14.0,,,102-105,1,D. Russell makes free throw 2 of 3
2:14.0,,,102-105,,J. Allen enters the game for Q. Acy
2:14.0,,,102-105,,D. Russell misses free throw 3 of 3
2:12.0,Defensive rebound by D. Howard,,102-105,,
1:56.0,Shooting foul by J. Allen (drawn by D. Howard),,102-105,,
1:56.0,,,102-105,,Q. Acy enters the game for J. Allen
1:56.0,D. Howard misses free throw 1 of 2,,102-105,,
1:56.0,Offensive rebound by Team,,102-105,,
1:56.0,D. Howard misses free throw 2 of 2,,102-105,,
1:54.0,,,102-105,,Defensive rebound by C. LeVert
1:41.0,,,102-105,,D. Russell misses 2-pt shot from 19 ft
1:39.0,Defensive rebound by D. Howard,,102-105,,
1:22.0,K. Walker misses 2-pt shot from 23 ft,,102-105,,
1:19.0,,,102-105,,Defensive rebound by A. Crabbe
0:59.0,,,102-105,,D. Carroll misses 3-pt shot from 23 ft
0:57.0,Defensive rebound by J. Lamb,,102-105,,
0:48.0,J. Lamb makes 2-pt shot from 3 ft,2,104-105,,
0:24.0,,,104-105,,C. LeVert misses 2-pt shot from 6 ft
0:23.0,Defensive rebound by D. Howard,,104-105,,
0:23.0,Charlotte full timeout,,104-105,,
0:23.0,,,104-105,,S. Dinwiddie enters the game for D. Russell
0:18.0,K. Walker makes 2-pt shot from 6 ft,2,106-105,,
0:18.0,Shooting foul by A. Crabbe (drawn by K. Walker),,106-105,,
0:18.0,M. Williams enters the game for J. Lamb,,106-105,,
0:18.0,M. Kidd-Gilchrist enters the game for F. Kaminsky,,106-105,,
0:18.0,K. Walker makes free throw 1 of 1,1,107-105,,
0:18.0,,,107-105,,Brooklyn full timeout
0:18.0,,,107-105,,D. Russell enters the game for S. Dinwiddie
0:11.0,,,107-105,,C. LeVert misses 2-pt shot from 2 ft
0:11.0,Defensive rebound by D. Howard,,107-105,,
0:11.0,,,107-105,,Personal foul by C. LeVert (drawn by D. Howard)
0:11.0,D. Howard makes free throw 1 of 2,1,108-105,,
0:11.0,D. Howard makes free throw 2 of 2,1,109-105,,
0:11.0,,,109-105,,Brooklyn full timeout
0:11.0,,,109-105,,Offensive foul by Q. Acy (drawn by K. Walker)
0:11.0,,,109-105,,Turnover by Q. Acy (offensive foul)
0:11.0,,,109-105,,S. Dinwiddie enters the game for D. Russell
0:11.0,F. Kaminsky enters the game for M. Williams,,109-105,,
0:11.0,J. Lamb enters the game for M. Kidd-Gilchrist,,109-105,,
0:08.0,,,109-105,,Personal take foul by C. LeVert (drawn by F. Kaminsky)
0:08.0,F. Kaminsky makes free throw 1 of 2,1,110-105,,
0:08.0,,,110-105,,D. Russell enters the game for S. Dinwiddie
0:08.0,M. Kidd-Gilchrist enters the game for J. Lamb,,110-105,,
0:08.0,F. Kaminsky makes free throw 2 of 2,1,111-105,,
0:03.0,,,111-105,,D. Carroll misses 2-pt shot from 2 ft
0:01.0,Defensive rebound by D. Howard,,111-105,,
