time,Oklahoma City,pts.away,score,pts.home,San Antonio
1:41.0,,,97-100,,Defensive rebound by L. Aldridge
1:29.0,,,97-100,,D. Green misses 3-pt shot from 24 ft
1:26.0,Defensive rebound by R. Westbrook,,97-100,,
1:22.0,R. Westbrook misses 2-pt shot from 1 ft,,97-100,,
1:21.0,,,97-100,,Defensive rebound by Team
1:06.0,Personal foul by S. Adams (drawn by K. Anderson),,97-100,,
1:06.0,,,97-100,,K. Anderson misses free throw 1 of 2
1:06.0,,,97-100,,Offensive rebound by Team
1:06.0,,,97-100,,K. Anderson misses free throw 2 of 2
1:05.0,Defensive rebound by Team,,97-100,,
0:49.0,Turnover by P. George (bad pass; steal by D. Green),,97-100,,
0:47.0,,,97-100,,Turnover by M. Ginobili (lost ball; steal by P. George)
0:47.0,,,97-100,,Personal foul by M. Ginobili (drawn by P. George)
0:47.0,P. George makes free throw 1 of 2,1,98-100,,
0:47.0,P. George misses free throw 2 of 2,,98-100,,
0:47.0,Offensive rebound by P. George,,98-100,,
0:45.0,Shooting foul by L. Aldridge (drawn by P. George),,98-100,,
0:45.0,P. George misses free throw 1 of 2,,98-100,,
0:45.0,Offensive rebound by Team,,98-100,,
0:45.0,,,98-100,,P. Gasol enters the game for K. Anderson
0:45.0,P. George makes free throw 2 of 2,1,99-100,,
0:26.0,,,99-100,,D. Green misses 3-pt shot from 25 ft
0:24.0,,,99-100,,Offensive rebound by L. Aldridge
0:24.0,,,99-102,2,L. Aldridge makes 2-pt shot at rim
0:24.0,Oklahoma City full timeout,,99-102,,
0:24.0,A. Abrines enters the game for A. Roberson,,99-102,,
0:16.0,A. Abrines misses 3-pt shot from 22 ft,,99-102,,
0:13.0,Offensive rebound by R. Westbrook,,99-102,,
0:12.0,P. George misses 3-pt shot from 28 ft,,99-102,,
0:12.0,Offensive rebound by R. Westbrook,,99-102,,
0:05.0,C. Anthony makes 2-pt shot from 22 ft,2,101-102,,
0:02.0,Personal foul by R. Westbrook (drawn by P. Gasol),,101-102,,
0:02.0,,,101-103,1,P. Gasol makes free throw 1 of 2
0:02.0,,,101-104,1,P. Gasol makes free throw 2 of 2
0:02.0,Oklahoma City full timeout,,101-104,,
0:02.0,,,101-104,,K. Anderson enters the game for P. Gasol
0:00.0,R. Westbrook misses 2-pt shot from 23 ft,,101-104,,
0:00.0,Offensive rebound by Team,,101-104,,
