time,Minnesota,pts.away,score,pts.home,San Antonio
1:30.0,,,101-114,,B. Forbes enters the game for P. Mills
1:30.0,,,101-114,,P. Gasol enters the game for T. Parker
1:30.0,,,101-114,,D. Murray enters the game for D. Green
1:30.0,,,101-114,,B. Paul enters the game for R. Gay
1:30.0,,,101-115,1,L. Aldridge makes free throw 2 of 2
1:13.0,D. Rose misses 2-pt shot from 3 ft,,101-115,,
1:11.0,,,101-115,,Defensive rebound by L. Aldridge
0:56.0,,,101-115,,P. Gasol misses 3-pt shot from 24 ft
0:55.0,,,101-115,,Offensive rebound by B. Paul
0:55.0,,,101-115,,B. Paul misses 2-pt shot from 1 ft
0:55.0,Defensive rebound by N. Bjelica,,101-115,,
0:52.0,Turnover by N. Bjelica (step out of bounds),,101-115,,
0:52.0,,,101-115,,D. Bertans enters the game for L. Aldridge
0:52.0,,,101-115,,J. Lauvergne enters the game for P. Gasol
0:52.0,M. Georges-Hunt enters the game for N. Bjelica,,101-115,,
0:52.0,C. Aldrich enters the game for T. Gibson,,101-115,,
0:37.0,,,101-117,2,J. Lauvergne makes 2-pt shot from 8 ft (assist by D. Bertans)
0:33.0,Turnover by G. Dieng (bad pass; steal by D. Murray),,101-117,,
0:15.0,,,101-117,,D. Bertans misses 3-pt shot from 26 ft
0:12.0,Defensive rebound by M. Georges-Hunt,,101-117,,
