time,San Antonio,pts.away,score,pts.home,LA Clippers
7:35.0,,,87-86,3,A. Rivers makes 3-pt shot from 25 ft (assist by B. Marjanovic)
7:34.0,San Antonio full timeout,,87-86,,
7:34.0,D. Green enters the game for D. Murray,,87-86,,
7:21.0,L. Aldridge makes 2-pt shot from 20 ft (assist by P. Mills),2,89-86,,
7:06.0,,,89-88,2,L. Williams makes 2-pt shot from 2 ft
6:59.0,Shooting foul by A. Rivers (drawn by M. Ginobili),,89-88,,
6:59.0,M. Ginobili makes free throw 1 of 2,1,90-88,,
6:59.0,M. Ginobili makes free throw 2 of 2,1,91-88,,
6:41.0,,,91-90,2,L. Williams makes 2-pt shot from 2 ft (assist by M. Harrell)
6:41.0,,,91-90,,Shooting foul by K. Anderson (drawn by L. Williams)
6:41.0,,,91-91,1,L. Williams makes free throw 1 of 1
6:29.0,Shooting foul by M. Harrell (drawn by L. Aldridge),,91-91,,
6:29.0,L. Aldridge makes free throw 1 of 2,1,92-91,,
6:29.0,L. Aldridge makes free throw 2 of 2,1,93-91,,
6:11.0,,,93-91,,M. Harrell misses 2-pt shot from 8 ft
6:09.0,Defensive rebound by L. Aldridge,,93-91,,
5:58.0,P. Mills makes 3-pt shot from 26 ft,3,96-91,,
5:58.0,,,96-91,,LA Clippers full timeout
5:58.0,,,96-91,,T. Harris enters the game for T. Wallace
5:58.0,,,96-91,,D. Jordan enters the game for B. Marjanovic
5:37.0,,,96-91,,M. Harrell misses 2-pt shot from 7 ft (block by K. Anderson)
5:35.0,,,96-91,,Offensive rebound by D. Jordan
5:35.0,Personal foul by L. Aldridge (drawn by D. Jordan),,96-91,,
5:35.0,,,96-92,1,D. Jordan makes free throw 1 of 2
5:35.0,,,96-92,,D. Jordan misses free throw 2 of 2
5:32.0,Defensive rebound by D. Green,,96-92,,
5:19.0,Turnover by M. Ginobili (bad pass),,96-92,,
5:05.0,,,96-92,,L. Williams misses 2-pt shot from 2 ft (block by D. Green)
5:02.0,Defensive rebound by D. Green,,96-92,,
4:55.0,L. Aldridge makes 2-pt shot from 2 ft (assist by K. Anderson),2,98-92,,
4:55.0,Shooting foul by M. Harrell (drawn by L. Aldridge),,98-92,,
4:55.0,L. Aldridge makes free throw 1 of 1,1,99-92,,
4:40.0,,,99-92,,A. Rivers misses 2-pt shot from 7 ft
4:37.0,Defensive rebound by K. Anderson,,99-92,,
4:26.0,P. Mills misses 3-pt shot from 26 ft,,99-92,,
4:23.0,,,99-92,,Defensive rebound by T. Harris
4:08.0,,,99-94,2,T. Harris makes 2-pt shot from 1 ft
3:49.0,Shooting foul by D. Jordan (drawn by L. Aldridge),,99-94,,
3:49.0,L. Aldridge makes free throw 1 of 2,1,100-94,,
3:49.0,L. Aldridge makes free throw 2 of 2,1,101-94,,
3:49.0,,,101-94,,LA Clippers full timeout
3:34.0,,,101-96,2,L. Williams makes 2-pt shot from 3 ft (assist by D. Jordan)
3:12.0,D. Green misses 3-pt shot from 24 ft,,101-96,,
3:09.0,Offensive rebound by L. Aldridge,,101-96,,
3:02.0,,,101-96,,Personal foul by A. Rivers (drawn by P. Mills)
3:02.0,P. Mills makes free throw 1 of 2,1,102-96,,
3:02.0,P. Mills makes free throw 2 of 2,1,103-96,,
2:45.0,,,103-98,2,L. Williams makes 2-pt shot from 3 ft (assist by D. Jordan)
2:25.0,Turnover by K. Anderson (bad pass; steal by L. Williams),,103-98,,
2:22.0,,,103-100,2,T. Harris makes 2-pt shot from 2 ft
2:22.0,Shooting block foul by M. Ginobili (drawn by T. Harris),,103-100,,
2:22.0,,,103-101,1,T. Harris makes free throw 1 of 1
2:07.0,D. Green misses 3-pt shot from 25 ft,,103-101,,
2:05.0,,,103-101,,Defensive rebound by M. Harrell
1:58.0,,,103-103,2,L. Williams makes 2-pt shot from 14 ft
1:40.0,L. Aldridge makes 2-pt shot from 20 ft (assist by D. Green),2,105-103,,
1:24.0,,,105-103,,A. Rivers misses 2-pt shot from 2 ft
1:24.0,,,105-103,,Offensive rebound by M. Harrell
1:24.0,Personal foul by M. Ginobili (drawn by M. Harrell),,105-103,,
1:24.0,,,105-104,1,M. Harrell makes free throw 1 of 2
1:24.0,,,105-104,,S. Thornwell enters the game for L. Williams
1:24.0,,,105-104,,M. Harrell misses free throw 2 of 2
1:21.0,Defensive rebound by L. Aldridge,,105-104,,
1:03.0,Turnover by D. Green (lost ball; steal by S. Thornwell),,105-104,,
0:55.0,,,105-104,,LA Clippers full timeout
0:55.0,,,105-104,,L. Williams enters the game for S. Thornwell
0:50.0,,,105-106,2,L. Williams makes 2-pt shot from 18 ft
0:37.0,P. Mills makes 3-pt shot from 28 ft,3,108-106,,
0:37.0,,,108-106,,LA Clippers full timeout
0:29.0,,,108-109,3,A. Rivers makes 3-pt shot from 26 ft (assist by L. Williams)
0:09.0,P. Mills misses 2-pt shot from 16 ft,,108-109,,
0:06.0,,,108-109,,Defensive rebound by Team
0:06.0,,,108-109,,T. Wallace enters the game for D. Jordan
0:04.0,Personal take foul by P. Mills (drawn by L. Williams),,108-109,,
0:04.0,,,108-110,1,L. Williams makes free throw 1 of 2
0:04.0,,,108-111,1,L. Williams makes free throw 2 of 2
0:04.0,San Antonio full timeout,,108-111,,
0:04.0,,,108-111,,S. Thornwell enters the game for L. Williams
0:03.0,,,108-111,,Personal take foul by A. Rivers (drawn by P. Mills)
0:03.0,P. Mills makes free throw 1 of 2,1,109-111,,
0:03.0,,,109-111,,L. Williams enters the game for S. Thornwell
0:03.0,P. Mills makes free throw 2 of 2,1,110-111,,
0:02.0,Personal foul by D. Green (drawn by T. Harris),,110-111,,
0:02.0,,,110-112,1,T. Harris makes free throw 1 of 2
0:02.0,,,110-112,,S. Thornwell enters the game for L. Williams
0:02.0,,,110-113,1,T. Harris makes free throw 2 of 2
0:02.0,San Antonio full timeout,,110-113,,
0:02.0,Turnover by M. Ginobili (step out of bounds),,110-113,,
0:02.0,,,110-113,,L. Williams enters the game for S. Thornwell
0:00.0,,,110-113,,Turnover by T. Wallace (bad pass; steal by P. Mills)
