time,Philadelphia,pts.away,score,pts.home,Toronto
7:54.0,Offensive rebound by Team,,70-88,,
7:54.0,,,70-88,,D. DeRozan enters the game for N. Powell
7:54.0,B. Simmons misses free throw 2 of 2,,70-88,,
7:52.0,,,70-88,,Defensive rebound by S. Ibaka
7:33.0,,,70-88,,Turnover by S. Ibaka (out of bounds lost ball)
7:24.0,B. Simmons misses 2-pt shot from 12 ft,,70-88,,
7:23.0,Offensive rebound by Team,,70-88,,
7:23.0,Turnover by B. Simmons (traveling),,70-88,,
7:09.0,,,70-88,,Turnover by J. Valanciunas (bad pass; steal by R. Covington)
7:02.0,D. Saric makes 3-pt shot from 26 ft (assist by B. Simmons),3,73-88,,
6:39.0,,,73-90,2,D. DeRozan makes 2-pt shot from 19 ft
6:37.0,Philadelphia full timeout,,73-90,,
6:15.0,A. Johnson misses 2-pt shot from 1 ft (block by S. Ibaka),,73-90,,
6:08.0,Offensive rebound by A. Johnson,,73-90,,
6:08.0,A. Johnson makes 2-pt shot at rim,2,75-90,,
5:49.0,,,75-90,,D. Wright misses 2-pt shot from 4 ft
5:46.0,Defensive rebound by A. Johnson,,75-90,,
5:40.0,D. Saric makes 3-pt shot from 26 ft (assist by B. Simmons),3,78-90,,
5:17.0,,,78-90,,D. Wright misses 2-pt shot from 3 ft
5:15.0,Defensive rebound by D. Saric,,78-90,,
5:10.0,J. Bayless misses 3-pt shot from 23 ft,,78-90,,
5:08.0,,,78-90,,Defensive rebound by S. Ibaka
4:59.0,,,78-90,,Shooting foul by A. Johnson (drawn by J. Valanciunas)
4:59.0,,,78-91,1,J. Valanciunas makes free throw 1 of 2
4:59.0,,,78-92,1,J. Valanciunas makes free throw 2 of 2
4:36.0,D. Saric misses 3-pt shot from 26 ft (block by D. Wright),,78-92,,
4:32.0,,,78-92,,Defensive rebound by K. Lowry
4:31.0,,,78-94,2,D. Wright makes 2-pt shot from 1 ft (assist by K. Lowry)
4:31.0,Philadelphia full timeout,,78-94,,
4:18.0,J. Bayless misses 2-pt shot from 2 ft,,78-94,,
4:15.0,Offensive rebound by D. Saric,,78-94,,
4:15.0,D. Saric misses 2-pt shot at rim,,78-94,,
4:14.0,,,78-94,,Defensive rebound by J. Valanciunas
4:03.0,,,78-94,,K. Lowry misses 3-pt shot from 25 ft
3:59.0,Defensive rebound by J. Bayless,,78-94,,
3:48.0,Turnover by R. Covington (bad pass; steal by K. Lowry),,78-94,,
3:41.0,Personal foul by J. Bayless (drawn by K. Lowry),,78-94,,
3:41.0,J. McAdoo enters the game for J. Bayless,,78-94,,
3:41.0,J. Pullen enters the game for A. Johnson,,78-94,,
3:41.0,T. Luwawu-Cabarrot enters the game for D. Saric,,78-94,,
3:41.0,T. McConnell enters the game for B. Simmons,,78-94,,
3:41.0,R. Holmes enters the game for R. Covington,,78-94,,
3:34.0,,,78-94,,Turnover by K. Lowry (bad pass; steal by T. McConnell)
3:31.0,T. Luwawu-Cabarrot makes 2-pt shot at rim,2,80-94,,
3:17.0,,,80-96,2,S. Ibaka makes 2-pt shot from 1 ft
3:03.0,T. Luwawu-Cabarrot misses 2-pt shot from 2 ft,,80-96,,
3:02.0,,,80-96,,Defensive rebound by K. Lowry
2:47.0,,,80-96,,D. DeRozan misses 2-pt shot from 14 ft
2:46.0,,,80-96,,Offensive rebound by Team
2:46.0,,,80-96,,F. VanVleet enters the game for K. Lowry
2:46.0,,,80-96,,M. Miller enters the game for D. DeRozan
2:46.0,,,80-96,,N. Powell enters the game for D. Wright
2:44.0,,,80-96,,S. Ibaka misses 2-pt shot from 17 ft
2:40.0,Defensive rebound by R. Holmes,,80-96,,
2:31.0,R. Holmes misses 2-pt shot from 11 ft,,80-96,,
2:29.0,,,80-96,,Defensive rebound by F. VanVleet
2:22.0,,,80-96,,Turnover by S. Ibaka (out of bounds lost ball)
2:21.0,,,80-96,,J. Poeltl enters the game for S. Ibaka
2:21.0,,,80-96,,P. Siakam enters the game for J. Valanciunas
2:11.0,J. Pullen makes 2-pt shot from 12 ft (assist by R. Holmes),2,82-96,,
1:58.0,,,82-96,,F. VanVleet misses 3-pt shot from 25 ft
1:56.0,Defensive rebound by R. Holmes,,82-96,,
1:49.0,T. McConnell makes 2-pt shot from 1 ft,2,84-96,,
1:35.0,,,84-98,2,P. Siakam makes 2-pt shot from 3 ft
1:26.0,Turnover by R. Holmes (lost ball; steal by P. Siakam),,84-98,,
1:23.0,,,84-100,2,N. Powell makes 2-pt shot from 1 ft (assist by P. Siakam)
1:08.0,T. McConnell makes 2-pt shot from 10 ft,2,86-100,,
0:56.0,,,86-100,,P. Siakam misses 2-pt shot from 5 ft
0:54.0,,,86-100,,Offensive rebound by J. Poeltl
0:52.0,,,86-100,,P. Siakam misses 2-pt shot from 2 ft (block by J. McAdoo)
0:52.0,,,86-100,,Offensive rebound by P. Siakam
0:51.0,,,86-102,2,P. Siakam makes 2-pt shot from 2 ft
0:40.0,Turnover by J. Pullen (bad pass; steal by P. Siakam),,86-102,,
0:34.0,,,86-102,,N. Powell misses 3-pt shot from 23 ft
0:31.0,Defensive rebound by R. Holmes,,86-102,,
0:19.0,J. McAdoo misses 3-pt shot from 25 ft,,86-102,,
0:19.0,,,86-102,,Defensive rebound by N. Powell
