time,Washington,pts.away,score,pts.home,Philadelphia
1:05.0,K. Oubre makes free throw 1 of 2,1,100-114,,
1:05.0,C. McCullough enters the game for O. Porter,,100-114,,
1:05.0,T. Frazier enters the game for B. Beal,,100-114,,
1:05.0,K. Oubre makes free throw 2 of 2,1,101-114,,
0:43.0,,,101-114,,J. Redick misses 3-pt shot from 26 ft
0:38.0,Defensive rebound by C. McCullough,,101-114,,
0:36.0,,,101-114,,Personal foul by B. Simmons (drawn by C. McCullough)
0:36.0,C. McCullough misses free throw 1 of 2,,101-114,,
0:36.0,Offensive rebound by Team,,101-114,,
0:36.0,C. McCullough makes free throw 2 of 2,1,102-114,,
0:36.0,,,102-114,,T. McConnell enters the game for J. Embiid
0:16.0,,,102-114,,Shooting foul by M. Scott (drawn by B. Simmons)
0:16.0,,,102-114,,B. Simmons misses free throw 1 of 2
0:16.0,,,102-114,,Offensive rebound by Team
0:16.0,,,102-114,,J. Anderson enters the game for J. Redick
0:16.0,,,102-115,1,B. Simmons makes free throw 2 of 2
0:08.0,Turnover by C. McCullough (lost ball; steal by B. Simmons),,102-115,,
