time,Golden State,pts.away,score,pts.home,Oklahoma City
6:10.0,D. Jones enters the game for J. Bell,,94-91,,
6:10.0,K. Durant enters the game for K. Thompson,,94-91,,
5:56.0,Offensive foul by K. Durant (drawn by J. Grant),,94-91,,
5:56.0,Turnover by K. Durant (offensive foul),,94-91,,
5:44.0,,,94-91,,C. Brewer misses 2-pt shot from 17 ft
5:40.0,Defensive rebound by D. West,,94-91,,
5:31.0,N. Young misses 3-pt shot from 23 ft,,94-91,,
5:27.0,,,94-91,,Defensive rebound by C. Brewer
5:17.0,,,94-93,2,R. Westbrook makes 2-pt shot from 18 ft
4:58.0,K. Durant makes 3-pt shot from 25 ft,3,97-93,,
4:49.0,,,97-93,,Turnover by R. Westbrook (lost ball; steal by D. West)
4:44.0,D. Jones makes 2-pt shot at rim (assist by K. Durant),2,99-93,,
4:28.0,,,99-93,,P. George misses 3-pt shot from 25 ft
4:26.0,Defensive rebound by N. Young,,99-93,,
4:12.0,,,99-93,,Personal foul by C. Anthony (drawn by D. West)
4:12.0,,,99-93,,S. Adams enters the game for J. Grant
4:12.0,D. Green enters the game for D. West,,99-93,,
4:03.0,Turnover by K. Durant (bad pass; steal by C. Brewer),,99-93,,
3:56.0,,,99-93,,Shooting foul by D. Jones (drawn by R. Westbrook)
3:56.0,,,99-93,,R. Westbrook misses free throw 1 of 2
3:56.0,,,99-93,,Offensive rebound by Team
3:56.0,K. Thompson enters the game for N. Young,,99-93,,
3:56.0,,,99-94,1,R. Westbrook makes free throw 2 of 2
3:38.0,K. Durant misses 2-pt shot from 15 ft,,99-94,,
3:36.0,,,99-94,,Defensive rebound by S. Adams
3:30.0,,,99-94,,C. Anthony misses 3-pt shot from 25 ft
3:28.0,,,99-94,,Offensive rebound by C. Brewer
3:16.0,,,99-97,3,P. George makes 3-pt shot from 23 ft (assist by R. Westbrook)
2:55.0,Q. Cook makes 2-pt shot from 5 ft,2,101-97,,
2:40.0,,,101-97,,Turnover by P. George (bad pass; steal by K. Thompson)
2:37.0,Shooting foul by S. Adams (drawn by K. Durant),,101-97,,
2:37.0,Golden State full timeout,,101-97,,
2:37.0,K. Durant makes free throw 1 of 2,1,102-97,,
2:37.0,K. Durant makes free throw 2 of 2,1,103-97,,
2:27.0,,,103-97,,Shooting foul by K. Durant (drawn by P. George)
2:27.0,,,103-98,1,P. George makes free throw 1 of 2
2:27.0,,,103-99,1,P. George makes free throw 2 of 2
2:04.0,D. Jones makes 2-pt shot at rim (assist by K. Thompson),2,105-99,,
1:48.0,,,105-99,,R. Westbrook misses 3-pt shot from 26 ft
1:44.0,Defensive rebound by K. Thompson,,105-99,,
1:36.0,K. Durant misses 2-pt shot from 17 ft,,105-99,,
1:33.0,,,105-99,,Defensive rebound by R. Westbrook
1:25.0,,,105-99,,C. Anthony misses 3-pt shot from 24 ft
1:22.0,,,105-99,,Offensive rebound by S. Adams
1:19.0,,,105-99,,C. Brewer misses 2-pt shot from 1 ft
1:17.0,,,105-99,,Offensive rebound by R. Westbrook
1:17.0,,,105-101,2,R. Westbrook makes 2-pt shot at rim
1:05.0,D. Jones makes 2-pt shot at rim (assist by D. Green),2,107-101,,
1:05.0,,,107-101,,Oklahoma City full timeout
0:58.0,,,107-101,,Shooting foul by D. Jones (drawn by P. George)
0:58.0,,,107-102,1,P. George makes free throw 1 of 2
0:58.0,,,107-103,1,P. George makes free throw 2 of 2
0:41.0,K. Durant misses 2-pt shot from 19 ft,,107-103,,
0:41.0,Offensive rebound by Q. Cook,,107-103,,
0:32.0,Golden State full timeout,,107-103,,
0:32.0,N. Young enters the game for D. Jones,,107-103,,
0:23.0,Turnover by K. Durant (bad pass; steal by R. Westbrook),,107-103,,
0:20.0,,,107-105,2,C. Brewer makes 2-pt shot at rim (assist by R. Westbrook)
0:18.0,,,107-105,,Personal foul by R. Westbrook (drawn by Q. Cook)
0:18.0,Q. Cook makes free throw 1 of 2,1,108-105,,
0:18.0,Q. Cook makes free throw 2 of 2,1,109-105,,
0:18.0,,,109-105,,Oklahoma City full timeout
0:18.0,,,109-105,,A. Abrines enters the game for C. Brewer
0:18.0,J. Bell enters the game for N. Young,,109-105,,
0:13.0,,,109-107,2,R. Westbrook makes 2-pt shot from 2 ft
0:10.0,,,109-107,,Personal take foul by R. Westbrook (drawn by D. Green)
0:10.0,D. Green makes free throw 1 of 2,1,110-107,,
0:10.0,D. Green makes free throw 2 of 2,1,111-107,,
0:06.0,,,111-107,,C. Anthony misses 3-pt shot from 26 ft
0:02.0,,,111-107,,Offensive rebound by S. Adams
0:01.0,,,111-107,,P. George misses 3-pt shot from 23 ft
0:01.0,Defensive rebound by J. Bell,,111-107,,
