time,Cleveland,pts.away,score,pts.home,Toronto
3:16.0,T. Thompson makes free throw 2 of 2,1,101-102,,
3:12.0,,,101-102,,Toronto full timeout
3:12.0,Cleveland full timeout,,101-102,,
3:07.0,,,101-102,,J. Valanciunas misses 2-pt shot from 1 ft
3:05.0,Defensive rebound by K. Love,,101-102,,
2:51.0,L. James misses 3-pt shot from 27 ft,,101-102,,
2:48.0,,,101-102,,Defensive rebound by D. DeRozan
2:27.0,,,101-102,,Toronto full timeout
2:27.0,,,101-102,,Turnover by Team (turnover)
2:09.0,L. James misses 2-pt shot from 9 ft,,101-102,,
2:05.0,Offensive rebound by T. Thompson,,101-102,,
2:05.0,T. Thompson misses 2-pt shot at rim,,101-102,,
2:05.0,Offensive rebound by T. Thompson,,101-102,,
2:03.0,K. Korver misses 3-pt shot from 23 ft,,101-102,,
2:01.0,,,101-102,,Defensive rebound by J. Valanciunas
1:52.0,Personal foul by T. Thompson (drawn by K. Lowry),,101-102,,
1:42.0,,,101-102,,Shooting foul by L. James (drawn by S. Ibaka)
1:42.0,,,101-103,1,S. Ibaka makes free throw 1 of 3
1:42.0,,,101-104,1,S. Ibaka makes free throw 2 of 3
1:42.0,G. Hill enters the game for T. Thompson,,101-104,,
1:42.0,,,101-105,1,S. Ibaka makes free throw 3 of 3
1:32.0,L. James makes 2-pt shot at rim,2,103-105,,
1:16.0,,,103-105,,S. Ibaka misses 3-pt shot from 22 ft
1:11.0,Defensive rebound by K. Love,,103-105,,
1:11.0,Offensive charge foul by K. Love (drawn by D. DeRozan),,103-105,,
1:11.0,Turnover by K. Love (offensive foul),,103-105,,
1:11.0,T. Thompson enters the game for G. Hill,,103-105,,
0:47.0,,,103-105,,K. Lowry misses 2-pt shot from 17 ft
0:45.0,Defensive rebound by K. Love,,103-105,,
0:30.0,L. James makes 2-pt shot from 11 ft,2,105-105,,
0:18.0,,,105-105,,Toronto full timeout
0:18.0,,,105-105,,F. VanVleet enters the game for O. Anunoby
0:18.0,,,105-105,,C. Miles enters the game for S. Ibaka
0:18.0,G. Hill enters the game for K. Love,,105-105,,
0:18.0,J. Green enters the game for K. Korver,,105-105,,
0:07.0,,,105-105,,F. VanVleet misses 3-pt shot from 26 ft
0:04.0,,,105-105,,Offensive rebound by D. DeRozan
0:02.0,,,105-105,,D. DeRozan misses 2-pt shot from 1 ft
0:01.0,,,105-105,,Offensive rebound by C. Miles
0:00.0,,,105-105,,C. Miles misses 2-pt shot at rim
0:00.0,,,105-105,,Offensive rebound by C. Miles
0:00.0,,,105-105,,C. Miles misses 2-pt shot at rim
0:00.0,,,105-105,,Offensive rebound by J. Valanciunas
0:00.0,,,105-105,,J. Valanciunas misses 2-pt shot from 2 ft
0:00.0,Defensive rebound by L. James,,105-105,,
0:00.0,Cleveland full timeout,,105-105,,
0:00.0,,,105-105,,P. Siakam enters the game for F. VanVleet
0:00.0,,,105-105,,O. Anunoby enters the game for C. Miles
0:00.0,K. Korver enters the game for T. Thompson,,105-105,,
0:00.0,K. Love enters the game for G. Hill,,105-105,,
0:00.0,L. James misses 2-pt shot from 20 ft,,105-105,,
0:00.0,Offensive rebound by Team,,105-105,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:42.0,,,105-105,,Turnover by K. Lowry (bad pass; steal by J. Smith)
4:23.0,K. Korver makes 3-pt shot from 26 ft (assist by L. James),3,108-105,,
4:05.0,,,108-107,2,D. DeRozan makes 2-pt shot from 21 ft
3:41.0,L. James misses 2-pt shot from 6 ft,,108-107,,
3:37.0,,,108-107,,Defensive rebound by D. DeRozan
3:17.0,,,108-107,,D. DeRozan misses 3-pt shot from 25 ft
3:15.0,Defensive rebound by L. James,,108-107,,
3:02.0,J. Smith makes 3-pt shot from 23 ft (assist by L. James),3,111-107,,
2:47.0,Personal foul by K. Korver (drawn by O. Anunoby),,111-107,,
2:47.0,Cleveland full timeout,,111-107,,
2:43.0,,,111-107,,K. Lowry misses 3-pt shot from 28 ft
2:41.0,Defensive rebound by K. Love,,111-107,,
2:21.0,L. James misses 2-pt shot from 12 ft,,111-107,,
2:17.0,Offensive rebound by T. Thompson,,111-107,,
2:17.0,T. Thompson makes 2-pt shot from 2 ft,2,113-107,,
2:03.0,,,113-109,2,D. DeRozan makes 2-pt shot from 3 ft
1:39.0,K. Korver misses 3-pt shot from 27 ft (block by D. DeRozan),,113-109,,
1:39.0,Offensive rebound by Team,,113-109,,
1:39.0,,,113-109,,C. Miles enters the game for S. Ibaka
1:36.0,K. Love misses 2-pt shot from 14 ft,,113-109,,
1:32.0,Offensive rebound by T. Thompson,,113-109,,
1:32.0,T. Thompson misses 2-pt shot at rim,,113-109,,
1:31.0,,,113-109,,Defensive rebound by J. Valanciunas
1:26.0,,,113-109,,D. DeRozan misses 2-pt shot from 9 ft
1:22.0,Defensive rebound by K. Love,,113-109,,
1:04.0,L. James misses 2-pt shot from 8 ft,,113-109,,
1:01.0,,,113-109,,Defensive rebound by D. DeRozan
0:57.0,,,113-111,2,K. Lowry makes 2-pt shot at rim (assist by D. DeRozan)
0:57.0,,,113-111,,Shooting foul by K. Love (drawn by K. Lowry)
0:57.0,,,113-111,,S. Ibaka enters the game for C. Miles
0:57.0,G. Hill enters the game for T. Thompson,,113-111,,
0:57.0,,,113-112,1,K. Lowry makes free throw 1 of 1
0:42.0,K. Korver misses 3-pt shot from 25 ft,,113-112,,
0:40.0,Offensive rebound by Team,,113-112,,
0:40.0,,,113-112,,P. Siakam enters the game for J. Valanciunas
0:16.0,L. James misses 3-pt shot from 26 ft,,113-112,,
0:16.0,Offensive rebound by Team,,113-112,,
0:16.0,Turnover by Team (shot clock),,113-112,,
0:16.0,,,113-112,,Toronto full timeout
0:16.0,,,113-112,,J. Valanciunas enters the game for O. Anunoby
0:16.0,,,113-112,,F. VanVleet enters the game for S. Ibaka
0:16.0,,,113-112,,C. Miles enters the game for P. Siakam
0:16.0,J. Green enters the game for K. Love,,113-112,,
0:16.0,T. Thompson enters the game for K. Korver,,113-112,,
0:03.0,,,113-112,,F. VanVleet misses 3-pt shot from 26 ft
0:03.0,Defensive rebound by T. Thompson,,113-112,,
0:00.0,,,113-112,,Personal foul by D. DeRozan (drawn by T. Thompson)
0:00.0,Cleveland full timeout,,113-112,,
0:00.0,K. Love enters the game for T. Thompson,,113-112,,
