time,Golden State,pts.away,score,pts.home,San Antonio
2:58.0,A. Iguodala makes free throw 2 of 2,1,90-96,,
2:47.0,Personal foul by N. Young (drawn by M. Ginobili),,90-96,,
2:35.0,,,90-96,,M. Ginobili misses 2-pt shot from 20 ft
2:32.0,Defensive rebound by D. Green,,90-96,,
2:11.0,D. Green misses 3-pt shot from 23 ft,,90-96,,
2:10.0,Offensive rebound by Team,,90-96,,
2:10.0,Turnover by Team (shot clock),,90-96,,
1:52.0,,,90-98,2,L. Aldridge makes 2-pt shot from 11 ft
1:44.0,N. Young misses 3-pt shot from 22 ft,,90-98,,
1:39.0,,,90-98,,Defensive rebound by R. Gay
1:19.0,,,90-100,2,M. Ginobili makes 2-pt shot from 7 ft
1:19.0,Golden State full timeout,,90-100,,
1:13.0,K. Thompson misses 2-pt shot from 10 ft,,90-100,,
1:07.0,,,90-100,,Defensive rebound by L. Aldridge
0:52.0,,,90-100,,L. Aldridge misses 2-pt shot from 12 ft
0:50.0,Defensive rebound by K. Durant,,90-100,,
0:47.0,K. Durant misses 3-pt shot from 27 ft,,90-100,,
0:43.0,,,90-100,,Defensive rebound by L. Aldridge
0:27.0,,,90-103,3,M. Ginobili makes 3-pt shot from 23 ft (assist by P. Mills)
0:14.0,D. Green misses 2-pt shot from 7 ft,,90-103,,
0:12.0,,,90-103,,Defensive rebound by D. Murray
