time,Golden State,pts.away,score,pts.home,Minnesota
3:54.0,Shooting foul by J. Teague (drawn by K. Durant),,94-99,,
3:54.0,K. Durant makes free throw 1 of 2,1,95-99,,
3:54.0,K. Durant makes free throw 2 of 2,1,96-99,,
3:38.0,,,96-101,2,K. Towns makes 2-pt shot at rim (assist by J. Teague)
3:26.0,D. Green makes 2-pt shot from 1 ft (assist by K. Durant),2,98-101,,
3:08.0,,,98-101,,K. Towns misses 2-pt shot at rim
3:07.0,,,98-101,,Offensive rebound by T. Gibson
3:03.0,,,98-101,,A. Wiggins misses 3-pt shot from 23 ft
2:59.0,,,98-101,,Offensive rebound by T. Gibson
2:46.0,,,98-101,,Shooting foul by K. Durant (drawn by A. Wiggins)
2:46.0,,,98-101,,A. Wiggins misses free throw 1 of 2
2:46.0,,,98-101,,Offensive rebound by Team
2:46.0,,,98-102,1,A. Wiggins makes free throw 2 of 2
2:40.0,,,98-102,,Shooting block foul by K. Towns (drawn by K. Durant)
2:40.0,K. Durant makes free throw 1 of 2,1,99-102,,
2:40.0,K. Durant makes free throw 2 of 2,1,100-102,,
2:18.0,,,100-104,2,K. Towns makes 2-pt shot from 9 ft (assist by J. Teague)
2:08.0,K. Durant makes 3-pt shot from 24 ft,3,103-104,,
1:42.0,,,103-104,,Turnover by N. Bjelica (lost ball; steal by D. Green)
1:37.0,K. Thompson misses 3-pt shot from 22 ft,,103-104,,
1:34.0,,,103-104,,Defensive rebound by N. Bjelica
1:20.0,Personal foul by Q. Cook (drawn by N. Bjelica),,103-104,,
1:20.0,,,103-104,,Minnesota full timeout
1:08.0,,,103-106,2,K. Towns makes 2-pt shot from 12 ft
0:59.0,K. Durant misses 3-pt shot from 25 ft,,103-106,,
0:57.0,,,103-106,,Defensive rebound by T. Gibson
0:39.0,,,103-106,,K. Towns misses 2-pt shot from 6 ft
0:37.0,,,103-106,,Offensive rebound by K. Towns
0:37.0,,,103-108,2,K. Towns makes 2-pt shot at rim
0:32.0,Q. Cook misses 2-pt shot from 1 ft (block by N. Bjelica),,103-108,,
0:29.0,,,103-108,,Defensive rebound by J. Teague
0:29.0,Personal take foul by Q. Cook (drawn by J. Teague),,103-108,,
0:29.0,,,103-109,1,J. Teague makes free throw 1 of 2
0:29.0,,,103-109,,J. Teague misses free throw 2 of 2
0:26.0,Defensive rebound by K. Durant,,103-109,,
0:19.0,K. Durant misses 2-pt shot from 2 ft,,103-109,,
0:17.0,,,103-109,,Defensive rebound by N. Bjelica
