time,Detroit,pts.away,score,pts.home,Boston
0:28.0,A. Drummond makes free throw 1 of 2,1,115-108,,
0:28.0,A. Drummond makes free throw 2 of 2,1,116-108,,
0:28.0,,,116-108,,Boston full timeout
0:27.0,,,116-108,,K. Irving misses 3-pt shot from 25 ft
0:22.0,Defensive rebound by A. Drummond,,116-108,,
0:21.0,,,116-108,,Personal take foul by J. Tatum (drawn by R. Jackson)
0:21.0,R. Jackson makes free throw 1 of 2,1,117-108,,
0:21.0,R. Jackson makes free throw 2 of 2,1,118-108,,
0:18.0,,,118-108,,M. Smart misses 3-pt shot from 31 ft
0:13.0,Defensive rebound by S. Johnson,,118-108,,
