time,San Antonio,pts.away,score,pts.home,Houston
4:09.0,,,94-114,,J. Harden misses 3-pt shot from 29 ft
4:06.0,Defensive rebound by J. Lauvergne,,94-114,,
4:01.0,B. Forbes misses 3-pt shot from 24 ft,,94-114,,
3:58.0,,,94-114,,Defensive rebound by C. Paul
3:49.0,,,94-114,,C. Paul misses 2-pt shot from 10 ft
3:45.0,Defensive rebound by B. Forbes,,94-114,,
3:41.0,B. Forbes makes 2-pt shot from 1 ft,2,96-114,,
3:33.0,,,96-116,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
3:27.0,,,96-116,,Personal foul by C. Paul (drawn by D. Murray)
3:27.0,,,96-116,,E. Gordon enters the game for C. Paul
3:27.0,,,96-116,,Z. Qi enters the game for J. Harden
3:27.0,,,96-116,,T. Black enters the game for C. Capela
3:27.0,,,96-116,,B. Brown enters the game for R. Anderson
3:19.0,J. Lauvergne makes 2-pt shot at rim (assist by D. Murray),2,98-116,,
3:06.0,,,98-116,,Shooting foul by B. Paul (drawn by Z. Qi)
3:06.0,,,98-117,1,Z. Qi makes free throw 1 of 2
3:06.0,,,98-118,1,Z. Qi makes free throw 2 of 2
2:52.0,D. Murray makes 2-pt shot from 9 ft,2,100-118,,
2:52.0,Shooting foul by B. Brown (drawn by D. Murray),,100-118,,
2:52.0,D. Murray makes free throw 1 of 1,1,101-118,,
2:42.0,,,101-118,,B. Brown misses 3-pt shot from 28 ft
2:39.0,Defensive rebound by J. Lauvergne,,101-118,,
2:26.0,D. Bertans makes 2-pt shot from 1 ft (assist by D. Murray),2,103-118,,
2:13.0,,,103-121,3,B. Brown makes 3-pt shot from 26 ft
2:01.0,J. Lauvergne makes 2-pt shot from 18 ft (assist by D. Murray),2,105-121,,
1:50.0,,,105-121,,E. Gordon misses 3-pt shot from 23 ft
1:47.0,Defensive rebound by B. Paul,,105-121,,
1:42.0,Turnover by B. Paul (bad pass; steal by T. Black),,105-121,,
1:34.0,,,105-124,3,B. Brown makes 3-pt shot from 25 ft
1:17.0,D. Murray misses 3-pt shot from 25 ft,,105-124,,
1:13.0,,,105-124,,Defensive rebound by E. Gordon
1:01.0,,,105-124,,B. Brown misses 3-pt shot from 28 ft
0:58.0,Defensive rebound by Team,,105-124,,
0:50.0,J. Lauvergne makes 2-pt shot from 1 ft (assist by B. Forbes),2,107-124,,
0:30.0,,,107-124,,Z. Qi misses 3-pt shot from 27 ft
0:27.0,Defensive rebound by Team,,107-124,,
0:22.0,D. Murray makes 2-pt shot from 2 ft,2,109-124,,
0:22.0,Shooting foul by T. Black (drawn by D. Murray),,109-124,,
0:22.0,D. Murray misses free throw 1 of 1,,109-124,,
0:20.0,,,109-124,,Defensive rebound by T. Black
