time,Phoenix,pts.away,score,pts.home,Utah
9:21.0,,,72-87,,Defensive rebound by R. O'Neale
9:02.0,,,72-90,3,J. Crowder makes 3-pt shot from 24 ft (assist by D. Mitchell)
8:45.0,Turnover by T. Warren (lost ball; steal by J. Crowder),,72-90,,
8:45.0,Personal foul by J. Jackson (drawn by D. Mitchell),,72-90,,
8:27.0,,,72-92,2,R. Gobert makes 2-pt shot from 1 ft (assist by D. Mitchell)
8:26.0,Phoenix full timeout,,72-92,,
8:26.0,A. Len enters the game for D. Bender,,72-92,,
8:20.0,,,72-92,,Personal foul by R. Rubio (drawn by A. Len)
8:16.0,Turnover by J. Jackson (traveling),,72-92,,
7:58.0,,,72-94,2,D. Mitchell makes 2-pt shot from 19 ft
7:47.0,T. Ulis misses 2-pt shot from 4 ft,,72-94,,
7:44.0,Offensive rebound by A. Len,,72-94,,
7:44.0,A. Len misses 2-pt shot from 2 ft,,72-94,,
7:44.0,,,72-94,,Defensive rebound by R. O'Neale
7:40.0,,,72-94,,R. O'Neale misses 2-pt shot from 2 ft
7:39.0,,,72-94,,Offensive rebound by R. O'Neale
7:37.0,,,72-96,2,D. Mitchell makes 2-pt shot from 2 ft (assist by R. O'Neale)
7:26.0,T. Warren makes 2-pt shot from 17 ft,2,74-96,,
7:01.0,,,74-98,2,D. Mitchell makes 2-pt shot from 2 ft (assist by R. Rubio)
6:51.0,T. Ulis makes 3-pt shot from 22 ft (assist by T. Daniels),3,77-98,,
6:29.0,,,77-98,,D. Mitchell misses 3-pt shot from 28 ft
6:27.0,Defensive rebound by A. Len,,77-98,,
6:19.0,T. Ulis makes 2-pt shot from 16 ft,2,79-98,,
6:17.0,,,79-98,,Utah full timeout
6:17.0,D. Booker enters the game for T. Daniels,,79-98,,
6:17.0,,,79-98,,J. Ingles enters the game for J. Crowder
5:59.0,,,79-98,,R. Rubio misses 2-pt shot from 15 ft
5:56.0,,,79-98,,Offensive rebound by R. Gobert
5:56.0,,,79-100,2,R. Gobert makes 2-pt shot from 2 ft
5:39.0,T. Warren makes 2-pt shot from 7 ft (assist by T. Ulis),2,81-100,,
5:22.0,,,81-103,3,J. Ingles makes 3-pt shot from 26 ft (assist by R. Rubio)
5:08.0,T. Ulis misses 2-pt shot from 12 ft,,81-103,,
5:05.0,,,81-103,,Defensive rebound by R. Rubio
5:02.0,,,81-103,,J. Ingles misses 3-pt shot from 24 ft
4:58.0,Defensive rebound by A. Len,,81-103,,
4:51.0,Turnover by A. Len (lost ball; steal by R. Rubio),,81-103,,
4:43.0,,,81-103,,R. O'Neale misses 2-pt shot from 1 ft
4:41.0,Defensive rebound by A. Len,,81-103,,
4:30.0,D. Booker misses 3-pt shot from 30 ft,,81-103,,
4:29.0,,,81-103,,Defensive rebound by Team
4:29.0,,,81-103,,E. Udoh enters the game for R. Gobert
4:29.0,D. Bender enters the game for A. Len,,81-103,,
4:12.0,,,81-103,,R. Rubio misses 2-pt shot from 21 ft
4:09.0,Defensive rebound by D. Bender,,81-103,,
4:03.0,Turnover by J. Jackson (bad pass; steal by R. Rubio),,81-103,,
3:57.0,,,81-103,,D. Mitchell misses 2-pt shot from 2 ft
3:54.0,Defensive rebound by T. Ulis,,81-103,,
3:52.0,T. Warren misses 2-pt shot from 3 ft,,81-103,,
3:51.0,Offensive rebound by J. Jackson,,81-103,,
3:50.0,J. Jackson misses 2-pt shot from 1 ft,,81-103,,
3:50.0,,,81-103,,Defensive rebound by D. Mitchell
3:47.0,,,81-103,,Shooting foul by D. Bender (drawn by R. O'Neale)
3:47.0,,,81-104,1,R. O'Neale makes free throw 1 of 2
3:47.0,,,81-104,,D. Exum enters the game for J. Ingles
3:47.0,,,81-104,,A. Burks enters the game for R. Rubio
3:47.0,,,81-104,,J. Jerebko enters the game for D. Mitchell
3:47.0,D. Reed enters the game for D. Booker,,81-104,,
3:47.0,S. Harrison enters the game for T. Warren,,81-104,,
3:47.0,A. Peters enters the game for J. Jackson,,81-104,,
3:47.0,,,81-105,1,R. O'Neale makes free throw 2 of 2
3:39.0,D. Bender makes 2-pt shot from 8 ft,2,83-105,,
3:19.0,,,83-108,3,R. O'Neale makes 3-pt shot from 23 ft (assist by A. Burks)
3:00.0,T. Ulis misses 2-pt shot from 18 ft,,83-108,,
2:58.0,,,83-108,,Defensive rebound by J. Jerebko
2:46.0,,,83-108,,Shooting foul by T. Ulis (drawn by J. Jerebko)
2:46.0,,,83-109,1,J. Jerebko makes free throw 1 of 2
2:46.0,,,83-109,,G. Niang enters the game for R. O'Neale
2:46.0,,,83-109,,J. Jerebko misses free throw 2 of 2
2:43.0,Defensive rebound by D. Bender,,83-109,,
2:34.0,S. Harrison makes 2-pt shot from 1 ft (assist by T. Ulis),2,85-109,,
2:20.0,,,85-111,2,D. Exum makes 2-pt shot from 5 ft
2:13.0,A. Peters misses 3-pt shot from 23 ft,,85-111,,
2:11.0,,,85-111,,Defensive rebound by J. Jerebko
2:04.0,,,85-113,2,D. Exum makes 2-pt shot from 2 ft
1:54.0,A. Peters misses 2-pt shot from 15 ft,,85-113,,
1:52.0,,,85-113,,Defensive rebound by J. Jerebko
1:39.0,,,85-113,,J. Jerebko misses 3-pt shot from 27 ft
1:35.0,Defensive rebound by D. Reed,,85-113,,
1:24.0,S. Harrison misses 2-pt shot from 3 ft (block by E. Udoh),,85-113,,
1:24.0,Offensive rebound by Team,,85-113,,
1:16.0,D. Bender misses 3-pt shot from 23 ft,,85-113,,
1:14.0,,,85-113,,Defensive rebound by D. Exum
1:06.0,,,85-116,3,J. Jerebko makes 3-pt shot from 25 ft (assist by D. Exum)
0:55.0,T. Ulis makes 3-pt shot from 24 ft,3,88-116,,
0:44.0,,,88-116,,D. Exum misses 2-pt shot from 4 ft
0:41.0,Defensive rebound by D. Bender,,88-116,,
0:34.0,T. Ulis misses 2-pt shot from 13 ft,,88-116,,
0:32.0,,,88-116,,Defensive rebound by D. Exum
0:21.0,,,88-116,,G. Niang misses 2-pt shot from 1 ft
0:19.0,Defensive rebound by D. Reed,,88-116,,
0:12.0,D. Reed misses 2-pt shot from 9 ft,,88-116,,
0:10.0,,,88-116,,Defensive rebound by J. Jerebko
