time,San Antonio,pts.away,score,pts.home,Houston
3:36.0,,,88-104,,Personal foul by T. Black (drawn by D. White)
3:31.0,Shooting foul by T. Black (drawn by B. Forbes),,88-104,,
3:31.0,B. Forbes makes free throw 1 of 2,1,89-104,,
3:31.0,B. Forbes makes free throw 2 of 2,1,90-104,,
3:19.0,,,90-104,,Turnover by G. Green (bad pass)
3:11.0,D. White misses 3-pt shot from 25 ft,,90-104,,
3:08.0,,,90-104,,Defensive rebound by J. Johnson
2:54.0,,,90-104,,J. Johnson misses 2-pt shot from 7 ft
2:51.0,Defensive rebound by R. Gay,,90-104,,
2:45.0,Turnover by R. Gay (bad pass; steal by G. Green),,90-104,,
2:40.0,,,90-104,,T. Ariza misses 3-pt shot from 23 ft
2:37.0,Defensive rebound by D. White,,90-104,,
2:25.0,R. Gay makes 2-pt shot from 1 ft (assist by B. Forbes),2,92-104,,
2:04.0,,,92-107,3,G. Green makes 3-pt shot from 23 ft (assist by T. Ariza)
1:50.0,,,92-107,,Personal foul by J. Johnson (drawn by B. Paul)
1:50.0,,,92-107,,Houston full timeout
1:50.0,B. Paul makes free throw 1 of 2,1,93-107,,
1:50.0,B. Paul misses free throw 2 of 2,,93-107,,
1:50.0,,,93-107,,Defensive rebound by T. Black
1:28.0,,,93-107,,G. Green misses 3-pt shot from 24 ft
1:25.0,,,93-107,,Offensive rebound by T. Black
1:20.0,,,93-109,2,G. Green makes 2-pt shot from 2 ft (assist by J. Johnson)
1:04.0,R. Gay misses 2-pt shot from 1 ft,,93-109,,
1:02.0,,,93-109,,Defensive rebound by G. Green
0:43.0,,,93-109,,G. Green misses 2-pt shot from 15 ft
0:41.0,Defensive rebound by B. Forbes,,93-109,,
0:33.0,Turnover by R. Gay (bad pass),,93-109,,
0:13.0,,,93-109,,Turnover by J. Johnson (lost ball; steal by M. Costello)
0:07.0,B. Forbes misses 3-pt shot from 25 ft,,93-109,,
0:04.0,,,93-109,,Defensive rebound by T. Ariza
