time,Utah,pts.away,score,pts.home,Minnesota
0:53.0,,,96-95,,Defensive rebound by K. Towns
0:34.0,,,96-95,,J. Teague misses 2-pt shot at rim (block by R. Gobert)
0:33.0,Defensive rebound by R. Gobert,,96-95,,
0:32.0,Turnover by R. Gobert (lost ball; steal by J. Butler),,96-95,,
0:30.0,,,96-95,,J. Butler misses 2-pt shot from 1 ft (block by R. Gobert)
0:29.0,,,96-95,,Offensive rebound by Team
0:29.0,,,96-95,,Minnesota full timeout
0:28.0,,,96-98,3,J. Crawford makes 3-pt shot from 23 ft (assist by J. Teague)
0:27.0,Utah full timeout,,96-98,,
0:27.0,,,96-98,,T. Gibson enters the game for J. Crawford
0:05.0,R. Gobert misses 2-pt shot at rim,,96-98,,
0:05.0,Offensive rebound by R. Rubio,,96-98,,
0:05.0,D. Favors misses 2-pt shot from 14 ft,,96-98,,
0:05.0,Offensive rebound by R. Gobert,,96-98,,
0:05.0,R. Gobert misses 2-pt shot at rim,,96-98,,
0:05.0,,,96-98,,Defensive rebound by J. Butler
0:05.0,Personal foul by R. Rubio (drawn by J. Butler),,96-98,,
0:05.0,,,96-99,1,J. Butler makes free throw 1 of 2
0:05.0,,,96-100,1,J. Butler makes free throw 2 of 2
0:05.0,Utah full timeout,,96-100,,
0:05.0,,,96-100,,J. Crawford enters the game for T. Gibson
0:05.0,J. Johnson enters the game for D. Favors,,96-100,,
0:05.0,,,96-100,,Personal foul by A. Wiggins (drawn by J. Ingles)
0:05.0,R. Rubio makes free throw 1 of 1,1,97-100,,
0:00.0,,,97-100,,T. Gibson enters the game for J. Crawford
0:00.0,J. Johnson misses 3-pt shot from 22 ft,,97-100,,
0:00.0,Offensive rebound by Team,,97-100,,
