time,Utah,pts.away,score,pts.home,Oklahoma City
2:42.0,Turnover by R. O'Neale (bad pass; steal by T. Ferguson),,72-103,,
2:29.0,,,72-103,,T. Ferguson misses 2-pt shot from 19 ft
2:23.0,Defensive rebound by T. Bradley,,72-103,,
2:13.0,R. O'Neale makes 3-pt shot from 25 ft,3,75-103,,
1:46.0,,,75-105,2,D. Johnson makes 2-pt shot from 10 ft
1:39.0,A. Burks misses 2-pt shot from 2 ft,,75-105,,
1:38.0,,,75-105,,Defensive rebound by N. Collison
1:21.0,,,75-107,2,T. Ferguson makes 2-pt shot at rim (assist by D. Johnson)
1:04.0,,,75-107,,Violation by T. Ferguson (kicked ball)
0:53.0,N. Wolters makes 2-pt shot from 9 ft,2,77-107,,
0:39.0,,,77-107,,Turnover by T. Ferguson (out of bounds lost ball)
0:26.0,Shooting foul by T. Ferguson (drawn by R. O'Neale),,77-107,,
0:26.0,R. O'Neale makes free throw 1 of 2,1,78-107,,
0:26.0,R. O'Neale makes free throw 2 of 2,1,79-107,,
0:02.0,,,79-107,,Turnover by Team (shot clock)
