time,Toronto,pts.away,score,pts.home,Miami
3:38.0,,,95-96,3,W. Ellington makes 3-pt shot from 24 ft (assist by K. Olynyk)
3:28.0,Toronto full timeout,,95-96,,
3:28.0,,,95-96,,J. Richardson enters the game for T. Johnson
3:28.0,P. Siakam enters the game for S. Ibaka,,95-96,,
3:22.0,D. DeRozan misses 2-pt shot from 1 ft,,95-96,,
3:19.0,,,95-96,,Defensive rebound by J. Winslow
3:14.0,,,95-99,3,W. Ellington makes 3-pt shot from 25 ft (assist by J. Winslow)
2:52.0,D. DeRozan makes 2-pt shot from 15 ft,2,97-99,,
2:34.0,,,97-99,,Turnover by K. Olynyk (lost ball; steal by P. Siakam)
2:24.0,K. Lowry makes 2-pt shot from 17 ft,2,99-99,,
2:00.0,,,99-102,3,W. Ellington makes 3-pt shot from 25 ft (assist by B. Adebayo)
1:51.0,K. Lowry makes 3-pt shot from 24 ft,3,102-102,,
1:40.0,,,102-102,,J. Winslow misses 2-pt shot from 6 ft
1:35.0,Defensive rebound by P. Siakam,,102-102,,
1:32.0,Toronto full timeout,,102-102,,
1:32.0,C. Miles enters the game for F. VanVleet,,102-102,,
1:26.0,Shooting foul by J. Winslow (drawn by D. DeRozan),,102-102,,
1:26.0,D. DeRozan misses free throw 1 of 2,,102-102,,
1:26.0,Offensive rebound by Team,,102-102,,
1:26.0,D. DeRozan makes free throw 2 of 2,1,103-102,,
1:14.0,,,103-102,,J. Winslow misses 2-pt shot from 5 ft
1:11.0,Defensive rebound by J. Poeltl,,103-102,,
1:04.0,D. DeRozan misses 2-pt shot from 19 ft,,103-102,,
1:00.0,,,103-102,,Defensive rebound by B. Adebayo
0:53.0,,,103-102,,K. Olynyk misses 2-pt shot from 7 ft
0:52.0,Defensive rebound by Team,,103-102,,
0:52.0,,,103-102,,J. Johnson enters the game for K. Olynyk
0:52.0,D. Wright enters the game for P. Siakam,,103-102,,
0:29.0,K. Lowry misses 2-pt shot from 10 ft,,103-102,,
0:27.0,,,103-102,,Defensive rebound by B. Adebayo
0:18.0,,,103-105,3,W. Ellington makes 3-pt shot from 23 ft (assist by J. Johnson)
0:08.0,D. Wright misses 3-pt shot from 24 ft,,103-105,,
0:08.0,Offensive rebound by J. Poeltl,,103-105,,
0:08.0,J. Poeltl makes 2-pt shot at rim,2,105-105,,
0:08.0,,,105-105,,Miami full timeout
0:08.0,,,105-105,,T. Johnson enters the game for B. Adebayo
0:08.0,,,105-105,,K. Olynyk enters the game for J. Winslow
0:08.0,P. Siakam enters the game for C. Miles,,105-105,,
0:01.0,,,105-105,,J. Johnson misses 2-pt shot from 7 ft
0:01.0,Defensive rebound by D. DeRozan,,105-105,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: B. Adebayo vs. J. Poeltl (K. Lowry gains possession),,,,Jump ball: B. Adebayo vs. J. Poeltl (K. Lowry gains possession)
4:38.0,D. Wright misses 2-pt shot from 1 ft,,105-105,,
4:36.0,,,105-105,,Defensive rebound by W. Ellington
4:19.0,,,105-107,2,B. Adebayo makes 2-pt shot from 3 ft (assist by J. Winslow)
4:19.0,,,105-107,,Shooting foul by D. DeRozan (drawn by B. Adebayo)
4:19.0,,,105-108,1,B. Adebayo makes free throw 1 of 1
4:08.0,Turnover by K. Lowry (bad pass; steal by J. Richardson),,105-108,,
4:04.0,,,105-110,2,J. Richardson makes 2-pt shot from 1 ft
3:52.0,J. Poeltl makes 2-pt shot from 1 ft (assist by K. Lowry),2,107-110,,
3:52.0,Shooting foul by B. Adebayo (drawn by J. Poeltl),,107-110,,
3:52.0,J. Poeltl misses free throw 1 of 1,,107-110,,
3:52.0,,,107-110,,Defensive rebound by J. Winslow
3:33.0,,,107-110,,K. Olynyk misses 2-pt shot from 7 ft
3:30.0,Defensive rebound by J. Poeltl,,107-110,,
3:20.0,,,107-110,,Personal foul by J. Winslow (drawn by P. Siakam)
3:15.0,D. DeRozan makes 2-pt shot from 9 ft,2,109-110,,
2:53.0,,,109-110,,Shooting foul by K. Lowry (drawn by J. Winslow)
2:53.0,,,109-110,,J. Winslow misses free throw 1 of 2
2:53.0,,,109-110,,Offensive rebound by Team
2:53.0,,,109-111,1,J. Winslow makes free throw 2 of 2
2:37.0,K. Lowry misses 3-pt shot from 25 ft,,109-111,,
2:33.0,,,109-111,,Defensive rebound by K. Olynyk
2:21.0,,,109-113,2,J. Winslow makes 2-pt shot from 6 ft (assist by J. Richardson)
2:07.0,D. DeRozan misses 2-pt shot from 16 ft,,109-113,,
2:06.0,,,109-113,,Defensive rebound by J. Winslow
1:53.0,,,109-115,2,W. Ellington makes 2-pt shot from 1 ft
1:53.0,Toronto full timeout,,109-115,,
1:53.0,C. Miles enters the game for P. Siakam,,109-115,,
1:53.0,,,109-115,,J. Johnson enters the game for K. Olynyk
1:48.0,K. Lowry misses 2-pt shot from 1 ft,,109-115,,
1:43.0,Offensive rebound by J. Poeltl,,109-115,,
1:43.0,J. Poeltl misses 2-pt shot at rim,,109-115,,
1:42.0,,,109-115,,Defensive rebound by J. Winslow
1:24.0,Personal foul by D. Wright (drawn by B. Adebayo),,109-115,,
1:10.0,,,109-115,,Turnover by J. Winslow (out of bounds lost ball)
0:58.0,C. Miles misses 3-pt shot from 23 ft,,109-115,,
0:55.0,,,109-115,,Defensive rebound by J. Johnson
0:40.0,Shooting block foul by C. Miles (drawn by J. Winslow),,109-115,,
0:40.0,,,109-115,,J. Winslow misses free throw 1 of 2
0:40.0,,,109-115,,Offensive rebound by Team
0:40.0,,,109-115,,J. Winslow misses free throw 2 of 2
0:38.0,Defensive rebound by D. Wright,,109-115,,
0:28.0,D. DeRozan misses 3-pt shot from 23 ft,,109-115,,
0:25.0,Offensive rebound by D. DeRozan,,109-115,,
0:22.0,K. Lowry misses 3-pt shot from 25 ft,,109-115,,
0:22.0,,,109-115,,Defensive rebound by J. Johnson
0:22.0,Personal take foul by D. Wright (drawn by J. Johnson),,109-115,,
0:22.0,,,109-116,1,J. Johnson makes free throw 1 of 2
0:22.0,,,109-116,,J. Johnson misses free throw 2 of 2
0:21.0,Defensive rebound by K. Lowry,,109-116,,
0:21.0,Toronto full timeout,,109-116,,
0:09.0,D. Wright misses 3-pt shot from 24 ft,,109-116,,
0:07.0,,,109-116,,Defensive rebound by J. Winslow
