time,New York,pts.away,score,pts.home,Indiana
6:31.0,,,96-110,,Turnover by L. Stephenson (bad pass; steal by D. Dotson)
6:28.0,Turnover by T. Hardaway (bad pass),,96-110,,
6:12.0,,,96-110,,D. Sabonis misses 2-pt shot from 7 ft
6:08.0,,,96-110,,Offensive rebound by T. Young
6:08.0,,,96-110,,T. Young misses 2-pt shot at rim
6:07.0,,,96-110,,Offensive rebound by T. Young
6:07.0,,,96-110,,T. Young misses 2-pt shot at rim
6:06.0,,,96-110,,Offensive rebound by D. Sabonis
5:59.0,,,96-110,,V. Oladipo misses 3-pt shot from 27 ft
5:57.0,,,96-110,,Offensive rebound by C. Joseph
5:52.0,,,96-110,,Turnover by L. Stephenson (bad pass; steal by T. Hardaway)
5:48.0,T. Hardaway makes 2-pt shot at rim,2,98-110,,
5:34.0,,,98-112,2,V. Oladipo makes 2-pt shot at rim
5:34.0,,,98-112,,Shooting foul by E. Kanter (drawn by V. Oladipo)
5:34.0,,,98-112,,M. Turner enters the game for L. Stephenson
5:34.0,,,98-112,,B. Bogdanovic enters the game for D. Sabonis
5:34.0,E. Mudiay enters the game for D. Dotson,,98-112,,
5:34.0,,,98-113,1,V. Oladipo makes free throw 1 of 1
5:21.0,T. Hardaway makes 3-pt shot from 28 ft (assist by E. Mudiay),3,101-113,,
5:02.0,,,101-113,,B. Bogdanovic misses 3-pt shot from 23 ft
4:59.0,,,101-113,,Offensive rebound by B. Bogdanovic
4:51.0,,,101-113,,V. Oladipo misses 2-pt shot from 7 ft
4:48.0,Defensive rebound by M. Beasley,,101-113,,
4:44.0,Turnover by E. Mudiay (bad pass),,101-113,,
4:25.0,,,101-113,,Turnover by T. Young (bad pass)
4:13.0,E. Mudiay misses 2-pt shot at rim (block by M. Turner),,101-113,,
4:09.0,,,101-113,,Defensive rebound by B. Bogdanovic
4:06.0,,,101-113,,V. Oladipo misses 3-pt shot from 24 ft
4:02.0,,,101-113,,Offensive rebound by T. Young
4:00.0,,,101-113,,V. Oladipo misses 3-pt shot from 26 ft
3:56.0,Defensive rebound by F. Ntilikina,,101-113,,
3:39.0,M. Beasley makes 2-pt shot from 1 ft,2,103-113,,
3:39.0,,,103-113,,Indiana full timeout
3:25.0,,,103-115,2,M. Turner makes 2-pt shot from 18 ft (assist by T. Young)
3:09.0,E. Mudiay misses 2-pt shot from 8 ft,,103-115,,
3:07.0,,,103-115,,Defensive rebound by M. Turner
2:49.0,,,103-115,,M. Turner misses 3-pt shot from 26 ft
2:46.0,Defensive rebound by E. Mudiay,,103-115,,
2:41.0,T. Hardaway makes 2-pt shot from 14 ft (assist by E. Mudiay),2,105-115,,
2:19.0,,,105-117,2,V. Oladipo makes 2-pt shot from 5 ft
2:06.0,T. Hardaway misses 3-pt shot from 29 ft,,105-117,,
2:04.0,,,105-117,,Defensive rebound by C. Joseph
1:49.0,,,105-117,,C. Joseph misses 2-pt shot from 1 ft
1:46.0,Defensive rebound by F. Ntilikina,,105-117,,
1:42.0,Shooting foul by C. Joseph (drawn by E. Mudiay),,105-117,,
1:42.0,E. Mudiay makes free throw 1 of 3,1,106-117,,
1:42.0,E. Mudiay makes free throw 2 of 3,1,107-117,,
1:42.0,K. O'Quinn enters the game for E. Kanter,,107-117,,
1:42.0,E. Mudiay makes free throw 3 of 3,1,108-117,,
1:28.0,,,108-117,,B. Bogdanovic misses 2-pt shot from 16 ft
1:25.0,Defensive rebound by K. O'Quinn,,108-117,,
1:10.0,F. Ntilikina makes 3-pt shot from 27 ft (assist by M. Beasley),3,111-117,,
0:51.0,,,111-120,3,V. Oladipo makes 3-pt shot from 27 ft
0:50.0,New York full timeout,,111-120,,
0:44.0,E. Mudiay makes 2-pt shot at rim (assist by K. O'Quinn),2,113-120,,
0:36.0,Violation by E. Mudiay (kicked ball),,113-120,,
0:33.0,Personal take foul by K. O'Quinn (drawn by M. Turner),,113-120,,
0:33.0,,,113-120,,Indiana full timeout
0:33.0,,,113-120,,J. Young enters the game for T. Young
0:33.0,D. Dotson enters the game for K. O'Quinn,,113-120,,
0:31.0,Personal take foul by E. Mudiay (drawn by V. Oladipo),,113-120,,
0:31.0,,,113-120,,V. Oladipo misses free throw 1 of 2
0:31.0,,,113-120,,Offensive rebound by Team
0:31.0,,,113-120,,T. Young enters the game for J. Young
0:31.0,K. O'Quinn enters the game for D. Dotson,,113-120,,
0:31.0,,,113-121,1,V. Oladipo makes free throw 2 of 2
0:31.0,New York full timeout,,113-121,,
0:31.0,D. Dotson enters the game for K. O'Quinn,,113-121,,
0:25.0,E. Mudiay misses 3-pt shot from 26 ft,,113-121,,
0:22.0,,,113-121,,Defensive rebound by T. Young
