time,Miami,pts.away,score,pts.home,Philadelphia
3:47.0,B. Adebayo makes 2-pt shot from 1 ft,2,84-95,,
3:28.0,,,84-95,,Turnover by J. Embiid (bad pass; steal by W. Ellington)
3:25.0,W. Ellington makes 2-pt shot from 1 ft,2,86-95,,
3:25.0,,,86-95,,Philadelphia full timeout
3:08.0,Personal foul by T. Johnson (drawn by R. Covington),,86-95,,
3:00.0,,,86-97,2,J. Redick makes 2-pt shot from 12 ft
2:42.0,K. Olynyk makes 2-pt shot from 1 ft (assist by B. Adebayo),2,88-97,,
2:28.0,,,88-97,,Offensive foul by D. Saric (drawn by K. Olynyk)
2:28.0,,,88-97,,Turnover by D. Saric (offensive foul)
2:13.0,T. Johnson makes 3-pt shot from 24 ft (assist by B. Adebayo),3,91-97,,
1:59.0,,,91-97,,J. Redick misses 2-pt shot from 20 ft
1:58.0,Defensive rebound by Team,,91-97,,
1:58.0,,,91-97,,Loose ball foul by J. Embiid (drawn by K. Olynyk)
1:58.0,K. Olynyk makes free throw 1 of 2,1,92-97,,
1:58.0,K. Olynyk misses free throw 2 of 2,,92-97,,
1:56.0,,,92-97,,Defensive rebound by J. Embiid
1:41.0,,,92-99,2,B. Simmons makes 2-pt shot from 2 ft (assist by J. Embiid)
1:16.0,Turnover by Team (shot clock),,92-99,,
0:58.0,,,92-101,2,J. Embiid makes 2-pt shot from 15 ft
0:57.0,Miami full timeout,,92-101,,
0:48.0,K. Olynyk misses 3-pt shot from 25 ft,,92-101,,
0:43.0,Offensive rebound by B. Adebayo,,92-101,,
0:43.0,,,92-101,,Personal foul by R. Covington (drawn by B. Adebayo)
0:43.0,B. Adebayo makes free throw 1 of 2,1,93-101,,
0:43.0,B. Adebayo makes free throw 2 of 2,1,94-101,,
0:43.0,,,94-101,,Philadelphia full timeout
0:43.0,J. Richardson enters the game for K. Olynyk,,94-101,,
0:39.0,Personal foul by J. Winslow (drawn by R. Covington),,94-101,,
0:32.0,,,94-101,,Offensive foul by J. Embiid (drawn by B. Adebayo)
0:32.0,,,94-101,,Turnover by J. Embiid (offensive foul)
0:32.0,K. Olynyk enters the game for B. Adebayo,,94-101,,
0:32.0,,,94-101,,T. McConnell enters the game for D. Saric
0:32.0,,,94-101,,J. Anderson enters the game for J. Embiid
0:24.0,W. Ellington makes 3-pt shot from 26 ft (assist by T. Johnson),3,97-101,,
0:23.0,,,97-101,,Turnover by R. Covington (out of bounds lost ball)
0:23.0,Miami full timeout,,97-101,,
0:21.0,Turnover by J. Winslow (bad pass; steal by B. Simmons),,97-101,,
0:14.0,Personal foul by K. Olynyk (drawn by J. Anderson),,97-101,,
0:14.0,,,97-101,,J. Anderson misses free throw 1 of 2
0:14.0,,,97-101,,Offensive rebound by Team
0:14.0,,,97-101,,J. Anderson misses free throw 2 of 2
0:12.0,Defensive rebound by J. Winslow,,97-101,,
0:08.0,K. Olynyk misses 3-pt shot from 25 ft,,97-101,,
0:05.0,,,97-101,,Defensive rebound by T. McConnell
0:03.0,,,97-103,2,J. Anderson makes 2-pt shot from 1 ft (assist by T. McConnell)
0:01.0,T. Johnson misses 3-pt shot from 28 ft,,97-103,,
0:01.0,Offensive rebound by Team,,97-103,,
