time,Oklahoma City,pts.away,score,pts.home,Portland
3:19.0,Defensive rebound by R. Westbrook,,84-87,,
3:08.0,R. Westbrook misses 3-pt shot from 25 ft,,84-87,,
3:04.0,,,84-87,,Defensive rebound by D. Lillard
2:57.0,,,84-89,2,D. Lillard makes 2-pt shot from 1 ft
2:57.0,,,84-89,,Shooting foul by S. Adams (drawn by D. Lillard)
2:57.0,,,84-90,1,D. Lillard makes free throw 1 of 1
2:51.0,,,84-90,,Personal foul by M. Harkless (drawn by P. George)
2:51.0,P. George makes free throw 1 of 2,1,85-90,,
2:51.0,P. George makes free throw 2 of 2,1,86-90,,
2:33.0,,,86-90,,J. Nurkic misses 2-pt shot from 1 ft
2:32.0,,,86-90,,Offensive rebound by M. Harkless
2:09.0,,,86-90,,C. McCollum misses 3-pt shot from 24 ft
2:07.0,Defensive rebound by P. George,,86-90,,
1:57.0,R. Westbrook makes 2-pt shot from 16 ft,2,88-90,,
1:42.0,,,88-93,3,C. McCollum makes 3-pt shot from 23 ft (assist by J. Nurkic)
1:22.0,P. George makes 3-pt shot from 24 ft (assist by R. Westbrook),3,91-93,,
1:03.0,,,91-96,3,C. McCollum makes 3-pt shot from 24 ft (assist by D. Lillard)
0:51.0,R. Westbrook makes 3-pt shot from 24 ft,3,94-96,,
0:29.0,,,94-98,2,D. Lillard makes 2-pt shot from 1 ft
0:29.0,Oklahoma City full timeout,,94-98,,
0:20.0,Shooting foul by E. Turner (drawn by R. Westbrook),,94-98,,
0:20.0,R. Westbrook misses free throw 1 of 3,,94-98,,
0:20.0,Offensive rebound by Team,,94-98,,
0:20.0,R. Westbrook misses free throw 2 of 3,,94-98,,
0:20.0,Offensive rebound by Team,,94-98,,
0:20.0,A. Roberson enters the game for S. Adams,,94-98,,
0:20.0,R. Westbrook misses free throw 3 of 3,,94-98,,
0:20.0,,,94-98,,Defensive rebound by Team
0:20.0,,,94-98,,Portland full timeout
0:20.0,,,94-98,,P. Connaughton enters the game for M. Harkless
0:19.0,Personal take foul by R. Felton (drawn by D. Lillard),,94-98,,
0:19.0,,,94-99,1,D. Lillard makes free throw 1 of 2
0:19.0,,,94-99,,M. Harkless enters the game for J. Nurkic
0:19.0,,,94-100,1,D. Lillard makes free throw 2 of 2
0:19.0,Oklahoma City full timeout,,94-100,,
0:19.0,A. Abrines enters the game for A. Roberson,,94-100,,
0:16.0,P. George makes 3-pt shot from 24 ft (assist by R. Westbrook),3,97-100,,
0:15.0,A. Roberson enters the game for A. Abrines,,97-100,,
0:11.0,Personal take foul by A. Roberson (drawn by E. Turner),,97-100,,
0:11.0,,,97-100,,E. Turner misses free throw 1 of 2
0:11.0,,,97-100,,Offensive rebound by Team
0:11.0,A. Abrines enters the game for A. Roberson,,97-100,,
0:11.0,,,97-101,1,E. Turner makes free throw 2 of 2
0:06.0,R. Westbrook makes 2-pt shot at rim,2,99-101,,
0:05.0,Personal take foul by R. Westbrook (drawn by D. Lillard),,99-101,,
0:05.0,,,99-102,1,D. Lillard makes free throw 1 of 2
0:05.0,,,99-103,1,D. Lillard makes free throw 2 of 2
0:01.0,R. Westbrook misses 3-pt shot from 40 ft,,99-103,,
0:01.0,,,99-103,,Defensive rebound by P. Connaughton
