time,Sacramento,pts.away,score,pts.home,Oklahoma City
6:17.0,B. Hield misses 3-pt shot from 24 ft,,72-86,,
6:15.0,,,72-86,,Defensive rebound by Team
6:15.0,Loose ball foul by J. Jackson (drawn by A. Abrines),,72-86,,
6:15.0,,,72-87,1,A. Abrines makes free throw 1 of 2
6:15.0,,,72-87,,C. Anthony enters the game for J. Grant
6:15.0,,,72-88,1,A. Abrines makes free throw 2 of 2
5:58.0,B. Hield makes 2-pt shot at rim,2,74-88,,
5:32.0,,,74-88,,R. Westbrook misses 2-pt shot from 16 ft
5:30.0,Defensive rebound by B. Hield,,74-88,,
5:21.0,B. Hield misses 3-pt shot from 24 ft,,74-88,,
5:19.0,,,74-88,,Defensive rebound by R. Westbrook
5:13.0,,,74-88,,C. Anthony misses 3-pt shot from 25 ft
5:10.0,Defensive rebound by B. Bogdanovic,,74-88,,
5:06.0,Offensive foul by W. Cauley-Stein (drawn by P. George),,74-88,,
5:06.0,Turnover by W. Cauley-Stein (offensive foul),,74-88,,
5:06.0,,,74-88,,S. Adams enters the game for A. Abrines
5:06.0,,,74-88,,J. Huestis enters the game for P. Patterson
5:06.0,,,74-88,,Oklahoma City full timeout
4:42.0,,,74-88,,Turnover by Team (shot clock)
4:38.0,,,74-88,,Personal foul by P. George (drawn by B. Bogdanovic)
4:23.0,W. Cauley-Stein misses 2-pt shot from 7 ft (block by C. Anthony),,74-88,,
4:21.0,,,74-88,,Defensive rebound by J. Huestis
4:15.0,,,74-90,2,P. George makes 2-pt shot at rim (assist by R. Westbrook)
3:55.0,B. Bogdanovic makes 3-pt shot from 21 ft (assist by B. Hield),3,77-90,,
3:41.0,,,77-90,,Shooting foul by B. Bogdanovic (drawn by P. George)
3:41.0,,,77-91,1,P. George makes free throw 1 of 2
3:41.0,,,77-91,,P. George misses free throw 2 of 2
3:41.0,,,77-91,,Turnover by C. Anthony (turnover)
3:31.0,W. Cauley-Stein misses 2-pt shot from 1 ft (block by C. Anthony),,77-91,,
3:31.0,Offensive rebound by Team,,77-91,,
3:22.0,B. Bogdanovic misses 2-pt shot from 8 ft,,77-91,,
3:14.0,,,77-91,,Defensive rebound by J. Huestis
3:07.0,,,77-91,,Turnover by R. Westbrook (bad pass; steal by J. Jackson)
3:04.0,B. Hield makes 2-pt shot at rim (assist by J. Jackson),2,79-91,,
3:04.0,Shooting foul by C. Anthony (drawn by B. Hield),,79-91,,
3:04.0,B. Hield makes free throw 1 of 1,1,80-91,,
2:51.0,,,80-91,,Turnover by R. Westbrook (traveling)
2:51.0,,,80-91,,Technical foul by R. Westbrook
2:51.0,B. Hield makes technical free throw,1,81-91,,
2:51.0,,,81-91,,Technical foul by R. Westbrook
2:51.0,B. Hield makes technical free throw,1,82-91,,
2:51.0,B. Hield makes technical free throw,1,83-91,,
2:51.0,,,83-91,,R. Felton enters the game for R. Westbrook
2:42.0,Turnover by B. Bogdanovic (lost ball; steal by P. George),,83-91,,
2:37.0,,,83-91,,P. George misses 2-pt shot from 20 ft
2:35.0,Defensive rebound by Team,,83-91,,
2:35.0,,,83-91,,Loose ball foul by S. Adams (drawn by W. Cauley-Stein)
2:35.0,W. Cauley-Stein misses free throw 1 of 2,,83-91,,
2:35.0,Offensive rebound by Team,,83-91,,
2:35.0,W. Cauley-Stein makes free throw 2 of 2,1,84-91,,
2:20.0,,,84-91,,Turnover by P. George (lost ball; steal by B. Bogdanovic)
2:10.0,B. Hield misses 2-pt shot from 2 ft (block by P. George),,84-91,,
2:07.0,,,84-91,,Defensive rebound by C. Anthony
1:46.0,,,84-91,,C. Anthony misses 2-pt shot from 6 ft
1:43.0,,,84-91,,Offensive rebound by S. Adams
1:43.0,,,84-91,,S. Adams misses 2-pt shot at rim
1:41.0,,,84-91,,Offensive rebound by S. Adams
1:41.0,,,84-91,,S. Adams misses 2-pt shot at rim
1:39.0,,,84-91,,Offensive rebound by P. George
1:25.0,,,84-91,,R. Felton misses 2-pt shot from 17 ft
1:25.0,Defensive rebound by B. Hield,,84-91,,
1:17.0,D. Fox misses 2-pt shot from 3 ft,,84-91,,
1:07.0,,,84-91,,Defensive rebound by J. Huestis
1:07.0,,,84-91,,Oklahoma City full timeout
1:07.0,K. Koufos enters the game for W. Cauley-Stein,,84-91,,
1:01.0,,,84-93,2,P. George makes 2-pt shot from 11 ft (assist by R. Felton)
1:01.0,Sacramento full timeout,,84-93,,
1:01.0,W. Cauley-Stein enters the game for K. Koufos,,84-93,,
0:53.0,W. Cauley-Stein misses 3-pt shot from 21 ft,,84-93,,
0:50.0,,,84-93,,Defensive rebound by J. Huestis
0:32.0,Personal foul by W. Cauley-Stein (drawn by P. George),,84-93,,
0:32.0,,,84-93,,P. George misses free throw 1 of 2
0:32.0,,,84-93,,Offensive rebound by Team
0:32.0,,,84-94,1,P. George makes free throw 2 of 2
0:26.0,Shooting foul by R. Felton (drawn by D. Fox),,84-94,,
0:26.0,D. Fox makes free throw 1 of 2,1,85-94,,
0:26.0,D. Fox makes free throw 2 of 2,1,86-94,,
0:25.0,Personal take foul by B. Hield (drawn by S. Adams),,86-94,,
0:25.0,,,86-95,1,S. Adams makes free throw 1 of 2
0:25.0,K. Koufos enters the game for J. Jackson,,86-95,,
0:25.0,,,86-95,,S. Adams misses free throw 2 of 2
0:25.0,Defensive rebound by K. Koufos,,86-95,,
0:25.0,Sacramento full timeout,,86-95,,
0:25.0,J. Jackson enters the game for K. Koufos,,86-95,,
0:22.0,B. Bogdanovic makes 2-pt shot at rim,2,88-95,,
