time,Atlanta,pts.away,score,pts.home,Boston
0:41.0,Defensive rebound by T. Waller-Prince,,108-106,,
0:25.0,I. Taylor makes 2-pt shot at rim,2,110-106,,
0:25.0,,,110-106,,Boston full timeout
0:19.0,,,110-106,,J. Gibson misses 3-pt shot from 25 ft
0:16.0,Defensive rebound by T. Waller-Prince,,110-106,,
0:13.0,Turnover by T. Dorsey (lost ball; steal by S. Larkin),,110-106,,
0:09.0,,,110-106,,S. Larkin misses 2-pt shot from 2 ft
0:09.0,Defensive rebound by T. Dorsey,,110-106,,
0:09.0,,,110-106,,Personal take foul by J. Bird (drawn by T. Dorsey)
0:09.0,Atlanta full timeout,,110-106,,
0:09.0,,,110-106,,K. Allen enters the game for G. Monroe
0:09.0,,,110-106,,A. Nader enters the game for J. Gibson
0:09.0,M. Muscala enters the game for T. Dorsey,,110-106,,
0:08.0,,,110-106,,Personal take foul by J. Bird (drawn by J. Collins)
0:08.0,J. Collins makes free throw 1 of 2,1,111-106,,
0:08.0,D. Bembry enters the game for D. Dedmon,,111-106,,
0:08.0,J. Collins makes free throw 2 of 2,1,112-106,,
0:08.0,,,112-106,,Boston full timeout
0:08.0,,,112-106,,G. Monroe enters the game for J. Bird
0:08.0,,,112-106,,J. Gibson enters the game for K. Allen
0:08.0,D. Dedmon enters the game for I. Taylor,,112-106,,
0:04.0,,,112-106,,S. Larkin misses 3-pt shot from 26 ft
0:02.0,Defensive rebound by D. Bembry,,112-106,,
