time,Utah,pts.away,score,pts.home,San Antonio
3:21.0,Defensive rebound by D. Favors,,97-100,,
3:12.0,J. Ingles makes 3-pt shot from 26 ft (assist by D. Favors),3,100-100,,
2:50.0,,,100-100,,D. Green misses 2-pt shot from 14 ft
2:46.0,Defensive rebound by R. Rubio,,100-100,,
2:36.0,D. Mitchell misses 3-pt shot from 26 ft,,100-100,,
2:33.0,,,100-100,,Defensive rebound by D. Green
2:22.0,,,100-100,,Shooting foul by R. Gobert (drawn by L. Aldridge)
2:22.0,,,100-101,1,L. Aldridge makes free throw 1 of 2
2:22.0,,,100-101,,M. Ginobili enters the game for D. Murray
2:22.0,,,100-102,1,L. Aldridge makes free throw 2 of 2
2:12.0,Shooting foul by L. Aldridge (drawn by D. Mitchell),,100-102,,
2:12.0,D. Mitchell misses free throw 1 of 2,,100-102,,
2:12.0,Offensive rebound by Team,,100-102,,
2:12.0,D. Mitchell makes free throw 2 of 2,1,101-102,,
1:59.0,,,101-104,2,M. Ginobili makes 2-pt shot from 8 ft
1:47.0,D. Mitchell makes 3-pt shot from 24 ft,3,104-104,,
1:26.0,,,104-106,2,L. Aldridge makes 2-pt shot from 16 ft (assist by R. Gay)
1:14.0,D. Mitchell makes 2-pt shot from 2 ft,2,106-106,,
0:55.0,,,106-108,2,L. Aldridge makes 2-pt shot from 13 ft
0:38.0,Turnover by D. Mitchell (bad pass),,106-108,,
0:38.0,J. Crowder enters the game for D. Favors,,106-108,,
0:17.0,,,106-110,2,M. Ginobili makes 2-pt shot from 1 ft
0:17.0,Utah full timeout,,106-110,,
0:17.0,,,106-110,,K. Anderson enters the game for R. Gay
0:16.0,D. Mitchell makes 3-pt shot from 26 ft (assist by R. Rubio),3,109-110,,
0:14.0,,,109-110,,San Antonio full timeout
0:14.0,R. O'Neale enters the game for R. Gobert,,109-110,,
0:13.0,Personal foul by J. Ingles (drawn by M. Ginobili),,109-110,,
0:13.0,,,109-111,1,M. Ginobili makes free throw 1 of 2
0:13.0,R. Gobert enters the game for R. Rubio,,109-111,,
0:13.0,D. Favors enters the game for R. O'Neale,,109-111,,
0:13.0,,,109-112,1,M. Ginobili makes free throw 2 of 2
0:13.0,Utah full timeout,,109-112,,
0:13.0,R. Rubio enters the game for D. Favors,,109-112,,
0:10.0,R. Gobert makes 2-pt shot from 3 ft (assist by D. Mitchell),2,111-112,,
0:10.0,Personal foul by R. Rubio (drawn by P. Mills),,111-112,,
0:10.0,,,111-113,1,P. Mills makes free throw 1 of 2
0:10.0,,,111-114,1,P. Mills makes free throw 2 of 2
0:03.0,D. Mitchell makes 3-pt shot from 26 ft,3,114-114,,
0:03.0,,,114-114,,San Antonio full timeout
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:48.0,,,114-114,,M. Ginobili misses 3-pt shot from 24 ft
4:48.0,Defensive rebound by R. Rubio,,114-114,,
4:24.0,J. Ingles misses 3-pt shot from 24 ft,,114-114,,
4:21.0,,,114-114,,Defensive rebound by D. Green
4:07.0,,,114-114,,L. Aldridge misses 2-pt shot from 10 ft
4:05.0,Defensive rebound by J. Ingles,,114-114,,
4:01.0,,,114-114,,Personal foul by D. Green (drawn by J. Ingles)
4:01.0,,,114-114,,D. Murray enters the game for M. Ginobili
4:01.0,,,114-114,,B. Forbes enters the game for D. Green
3:47.0,D. Mitchell misses 2-pt shot from 2 ft,,114-114,,
3:45.0,,,114-114,,Defensive rebound by R. Gay
3:30.0,,,114-114,,P. Mills misses 3-pt shot from 24 ft
3:25.0,Defensive rebound by D. Mitchell,,114-114,,
3:15.0,R. Gobert makes 2-pt shot from 1 ft (assist by R. Rubio),2,116-114,,
3:15.0,Shooting foul by P. Mills (drawn by R. Gobert),,116-114,,
3:15.0,R. Gobert makes free throw 1 of 1,1,117-114,,
3:02.0,Personal foul by J. Crowder (drawn by R. Gay),,117-114,,
2:49.0,,,117-114,,Turnover by D. Murray (lost ball; steal by R. Gobert)
2:46.0,Turnover by D. Mitchell (bad pass),,117-114,,
2:34.0,,,117-116,2,P. Mills makes 2-pt shot from 20 ft
2:18.0,D. Mitchell makes 2-pt shot from 19 ft,2,119-116,,
1:54.0,,,119-118,2,P. Mills makes 2-pt shot from 20 ft
1:38.0,D. Mitchell misses 2-pt shot from 5 ft (block by L. Aldridge),,119-118,,
1:33.0,,,119-118,,Defensive rebound by L. Aldridge
1:24.0,,,119-118,,L. Aldridge misses 2-pt shot from 10 ft
1:18.0,,,119-118,,Offensive rebound by R. Gay
1:18.0,,,119-120,2,R. Gay makes 2-pt shot from 1 ft
0:59.0,D. Mitchell misses 3-pt shot from 28 ft,,119-120,,
0:56.0,,,119-120,,Defensive rebound by L. Aldridge
0:36.0,,,119-120,,R. Gay misses 2-pt shot from 8 ft
0:34.0,,,119-120,,Offensive rebound by L. Aldridge
0:34.0,,,119-122,2,L. Aldridge makes 2-pt shot at rim
0:34.0,Utah full timeout,,119-122,,
0:34.0,,,119-122,,M. Ginobili enters the game for B. Forbes
0:31.0,D. Mitchell misses 3-pt shot from 23 ft,,119-122,,
0:26.0,,,119-122,,Defensive rebound by R. Gay
0:09.0,,,119-122,,M. Ginobili misses 2-pt shot from 6 ft
0:06.0,Defensive rebound by D. Mitchell,,119-122,,
0:05.0,,,119-122,,Personal foul by P. Mills (drawn by D. Mitchell)
0:05.0,Utah full timeout,,119-122,,
0:05.0,,,119-122,,K. Anderson enters the game for R. Gay
0:03.0,Shooting foul by D. Murray (drawn by J. Ingles),,119-122,,
0:03.0,J. Ingles makes free throw 1 of 2,1,120-122,,
0:03.0,J. Ingles misses free throw 2 of 2,,120-122,,
0:03.0,,,120-122,,P. Gasol enters the game for P. Mills
0:03.0,D. Favors enters the game for R. Rubio,,120-122,,
0:03.0,,,120-122,,Defensive rebound by P. Gasol
0:02.0,Personal foul by D. Favors (drawn by P. Gasol),,119-122,,
0:02.0,,,119-122,,San Antonio full timeout
0:02.0,,,119-122,,P. Mills enters the game for D. Murray
0:02.0,,,119-122,,R. Gay enters the game for P. Gasol
0:02.0,R. Rubio enters the game for D. Favors,,119-122,,
0:02.0,Personal foul by R. Rubio (drawn by P. Mills),,119-122,,
0:02.0,,,120-123,1,P. Mills makes free throw 1 of 2
0:02.0,,,120-123,,B. Forbes enters the game for R. Gay
0:02.0,,,120-124,1,P. Mills makes free throw 2 of 2
0:00.0,D. Mitchell misses 3-pt shot from 50 ft,,120-124,,
0:00.0,Offensive rebound by Team,,120-124,,
