time,New York,pts.away,score,pts.home,Charlotte
3:11.0,M. Beasley enters the game for E. Kanter,,110-111,,
3:11.0,T. Hardaway enters the game for T. Williams,,110-111,,
2:57.0,L. Kornet misses 3-pt shot from 23 ft,,110-111,,
2:53.0,,,110-111,,Defensive rebound by J. Lamb
2:41.0,,,110-114,3,J. Lamb makes 3-pt shot from 25 ft (assist by M. Williams)
2:18.0,T. Burke makes 2-pt shot from 6 ft,2,112-114,,
1:58.0,,,112-114,,Turnover by K. Walker (bad pass; steal by T. Hardaway)
1:56.0,T. Hardaway makes 2-pt shot from 1 ft,2,114-114,,
1:40.0,,,114-114,,K. Walker misses 3-pt shot from 25 ft
1:36.0,Defensive rebound by L. Kornet,,114-114,,
1:22.0,T. Burke misses 3-pt shot from 25 ft,,114-114,,
1:20.0,,,114-114,,Defensive rebound by J. Lamb
0:59.0,,,114-114,,K. Walker misses 3-pt shot from 25 ft
0:59.0,,,114-114,,Offensive rebound by Team
0:59.0,,,114-114,,Turnover by Team (shot clock)
0:40.0,T. Hardaway makes 3-pt shot from 26 ft (assist by T. Burke),3,117-114,,
0:21.0,,,117-117,3,K. Walker makes 3-pt shot from 25 ft (assist by J. Lamb)
0:00.0,T. Burke misses 3-pt shot from 28 ft,,117-117,,
0:00.0,Offensive rebound by Team,,117-117,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: D. Howard vs. L. Kornet (M. Williams gains possession),,,,Jump ball: D. Howard vs. L. Kornet (M. Williams gains possession)
4:50.0,,,117-120,3,K. Walker makes 3-pt shot from 24 ft
4:26.0,L. Kornet misses 2-pt shot from 9 ft,,117-120,,
4:23.0,,,117-120,,Defensive rebound by D. Howard
4:18.0,Personal foul by M. Beasley (drawn by K. Walker),,117-120,,
4:18.0,L. Thomas enters the game for L. Kornet,,117-120,,
4:11.0,,,117-122,2,K. Walker makes 2-pt shot from 16 ft
3:52.0,M. Beasley makes 2-pt shot from 7 ft,2,119-122,,
3:35.0,,,119-124,2,M. Williams makes 2-pt shot from 2 ft (assist by K. Walker)
3:14.0,L. Thomas makes 3-pt shot from 24 ft (assist by T. Burke),3,122-124,,
2:54.0,,,122-126,2,M. Williams makes 2-pt shot from 2 ft (assist by K. Walker)
2:33.0,T. Burke makes 2-pt shot from 20 ft,2,124-126,,
2:14.0,,,124-128,2,D. Howard makes 2-pt shot from 1 ft (assist by K. Walker)
2:14.0,,,124-128,,Shooting foul by L. Thomas (drawn by D. Howard)
2:14.0,,,124-129,1,D. Howard makes free throw 1 of 1
1:52.0,T. Burke makes 2-pt shot from 16 ft,2,126-129,,
1:33.0,,,126-132,3,K. Walker makes 3-pt shot from 25 ft
1:21.0,M. Beasley misses 2-pt shot from 15 ft,,126-132,,
1:19.0,,,126-132,,Defensive rebound by D. Howard
1:08.0,,,126-135,3,K. Walker makes 3-pt shot from 25 ft
1:07.0,New York full timeout,,126-135,,
0:59.0,L. Thomas misses 3-pt shot from 25 ft,,126-135,,
0:55.0,Offensive rebound by T. Hardaway,,126-135,,
0:55.0,T. Hardaway misses 3-pt shot from 25 ft,,126-135,,
0:53.0,,,126-135,,Defensive rebound by J. Lamb
0:53.0,Personal foul by M. Beasley (drawn by J. Lamb),,126-135,,
0:32.0,,,126-135,,D. Howard misses 3-pt shot from 26 ft
0:29.0,Defensive rebound by T. Hardaway,,126-135,,
0:24.0,T. Burke makes 2-pt shot from 1 ft,2,128-135,,
0:22.0,Personal take foul by T. Burke (drawn by D. Howard),,128-135,,
0:22.0,,,128-136,1,D. Howard makes free throw 1 of 2
0:22.0,,,128-137,1,D. Howard makes free throw 2 of 2
0:15.0,T. Burke misses 3-pt shot from 25 ft,,128-137,,
0:12.0,,,128-137,,Defensive rebound by M. Williams
