time,New York,pts.away,score,pts.home,Cleveland
3:17.0,,,100-86,2,K. Perkins makes 2-pt shot from 7 ft
3:02.0,F. Ntilikina misses 2-pt shot from 1 ft,,100-86,,
2:59.0,Offensive rebound by F. Ntilikina,,100-86,,
2:58.0,F. Ntilikina makes 2-pt shot from 2 ft,2,102-86,,
2:39.0,,,102-88,2,A. Zizic makes 2-pt shot from 7 ft
2:21.0,T. Burke makes 3-pt shot from 26 ft (assist by I. Hicks),3,105-88,,
2:06.0,,,105-88,,Shooting foul by I. Hicks (drawn by K. Perkins)
2:06.0,,,105-89,1,K. Perkins makes free throw 1 of 2
2:06.0,,,105-89,,K. Perkins misses free throw 2 of 2
2:05.0,,,105-89,,Offensive rebound by Team
2:03.0,,,105-89,,Shooting foul by T. Burke (drawn by J. Holland)
2:03.0,,,105-90,1,J. Holland makes free throw 1 of 2
2:03.0,,,105-91,1,J. Holland makes free throw 2 of 2
1:45.0,Turnover by L. Kornet (bad pass; steal by K. Perkins),,105-91,,
1:38.0,,,105-91,,Turnover by K. Perkins (bad pass; steal by F. Ntilikina)
1:37.0,,,105-91,,Personal foul by K. Perkins (drawn by I. Hicks)
1:26.0,Turnover by T. Burke (lost ball; steal by A. Zizic),,105-91,,
1:26.0,Personal foul by T. Burke (drawn by A. Zizic),,105-91,,
1:26.0,,,105-92,1,A. Zizic makes free throw 1 of 2
1:26.0,,,105-93,1,A. Zizic makes free throw 2 of 2
1:19.0,D. Dotson makes 3-pt shot from 26 ft (assist by L. Kornet),3,108-93,,
1:09.0,,,108-95,2,A. Zizic makes 2-pt shot from 1 ft (assist by K. Perkins)
0:50.0,I. Hicks makes 2-pt shot at rim (assist by D. Dotson),2,110-95,,
0:37.0,,,110-98,3,J. Holland makes 3-pt shot from 26 ft (assist by C. Osman)
0:17.0,L. Kornet misses 3-pt shot from 26 ft,,110-98,,
0:13.0,,,110-98,,Defensive rebound by K. Perkins
0:04.0,,,110-98,,C. Osman misses 3-pt shot from 28 ft
0:04.0,Defensive rebound by D. Dotson,,110-98,,
