time,Houston,pts.away,score,pts.home,Oklahoma City
2:57.0,,,103-106,,Defensive rebound by S. Adams
2:43.0,,,103-108,2,P. George makes 2-pt shot from 16 ft (assist by R. Westbrook)
2:19.0,E. Gordon makes 2-pt shot from 20 ft (assist by J. Harden),2,105-108,,
1:58.0,,,105-110,2,R. Westbrook makes 2-pt shot from 21 ft
1:47.0,J. Harden makes 2-pt shot at rim,2,107-110,,
1:31.0,,,107-110,,Turnover by R. Westbrook (bad pass; steal by C. Capela)
1:31.0,,,107-110,,Loose ball foul by R. Westbrook (drawn by C. Capela)
1:31.0,C. Capela misses free throw 1 of 2,,107-110,,
1:31.0,Offensive rebound by Team,,107-110,,
1:31.0,,,107-110,,A. Roberson enters the game for J. Grant
1:31.0,C. Capela misses free throw 2 of 2,,107-110,,
1:29.0,,,107-110,,Defensive rebound by P. George
1:09.0,,,107-110,,P. George misses 2-pt shot from 12 ft
1:05.0,Defensive rebound by E. Gordon,,107-110,,
1:01.0,T. Ariza misses 3-pt shot from 24 ft,,107-110,,
0:57.0,,,107-110,,Defensive rebound by A. Roberson
0:41.0,,,107-110,,R. Westbrook misses 2-pt shot from 20 ft
0:36.0,Defensive rebound by C. Capela,,107-110,,
0:27.0,J. Harden misses 3-pt shot from 24 ft (block by A. Roberson),,107-110,,
0:23.0,,,107-110,,Defensive rebound by R. Westbrook
0:21.0,,,107-112,2,A. Roberson makes 2-pt shot from 1 ft (assist by R. Westbrook)
0:21.0,Houston full timeout,,107-112,,
0:21.0,,,107-112,,J. Grant enters the game for C. Anthony
0:21.0,R. Anderson enters the game for C. Capela,,107-112,,
0:15.0,Turnover by E. Gordon (lost ball; steal by A. Roberson),,107-112,,
