time,Indiana,pts.away,score,pts.home,Chicago
1:51.0,,,101-115,3,J. Grant makes 3-pt shot from 27 ft
1:42.0,D. Sabonis makes 2-pt shot from 1 ft (assist by D. Collison),2,103-115,,
1:20.0,,,103-117,2,J. Grant makes 2-pt shot from 12 ft
1:11.0,L. Stephenson makes 2-pt shot at rim,2,105-117,,
0:47.0,,,105-117,,N. Mirotic misses 3-pt shot from 26 ft
0:44.0,Defensive rebound by D. Sabonis,,105-117,,
0:37.0,D. Sabonis makes 2-pt shot at rim (assist by L. Stephenson),2,107-117,,
0:30.0,Personal foul by D. Sabonis (drawn by L. Markkanen),,107-117,,
0:30.0,,,107-118,1,L. Markkanen makes free throw 1 of 2
0:30.0,,,107-118,,P. Zipser enters the game for N. Mirotic
0:30.0,,,107-119,1,L. Markkanen makes free throw 2 of 2
0:26.0,Shooting foul by L. Markkanen (drawn by C. Joseph),,107-119,,
0:26.0,C. Joseph misses free throw 1 of 2,,107-119,,
0:26.0,Offensive rebound by Team,,107-119,,
0:26.0,,,107-119,,B. Portis enters the game for L. Markkanen
0:26.0,C. Joseph misses free throw 2 of 2,,107-119,,
0:25.0,Offensive rebound by Team,,107-119,,
0:21.0,L. Stephenson misses 3-pt shot from 23 ft,,107-119,,
0:19.0,,,107-119,,Defensive rebound by Team
