time,Detroit,pts.away,score,pts.home,New York
2:13.0,Defensive rebound by A. Bradley,,102-101,,
2:06.0,R. Jackson misses 2-pt shot at rim,,102-101,,
2:06.0,,,102-101,,Defensive rebound by Team
2:06.0,Loose ball foul by A. Drummond (drawn by K. O'Quinn),,102-101,,
1:51.0,Personal foul by A. Tolliver (drawn by K. Porzingis),,102-101,,
1:51.0,,,102-101,,K. Porzingis misses free throw 1 of 2
1:51.0,,,102-101,,Offensive rebound by Team
1:51.0,,,102-102,1,K. Porzingis makes free throw 2 of 2
1:41.0,R. Jackson makes 2-pt shot from 9 ft,2,104-102,,
1:41.0,Shooting foul by R. Sessions (drawn by R. Jackson),,104-102,,
1:41.0,R. Jackson makes free throw 1 of 1,1,105-102,,
1:26.0,,,105-102,,Turnover by K. O'Quinn (lost ball; steal by A. Bradley)
1:07.0,T. Harris misses 3-pt shot from 23 ft,,105-102,,
1:04.0,,,105-102,,Defensive rebound by R. Sessions
0:59.0,,,105-104,2,K. O'Quinn makes 2-pt shot from 1 ft (assist by R. Sessions)
0:45.0,T. Harris makes 2-pt shot from 10 ft,2,107-104,,
0:45.0,,,107-104,,New York full timeout
0:37.0,,,107-104,,K. Porzingis misses 2-pt shot from 1 ft (block by A. Drummond)
0:34.0,Defensive rebound by A. Drummond,,107-104,,
0:16.0,A. Drummond misses 2-pt shot from 1 ft,,107-104,,
0:16.0,A. Bradley misses 2-pt shot at rim,,107-104,,
0:16.0,Offensive rebound by R. Jackson,,107-104,,
0:08.0,Offensive rebound by A. Bradley,,107-104,,
0:08.0,,,107-104,,Personal foul by R. Sessions (drawn by R. Jackson)
0:08.0,R. Jackson makes free throw 1 of 2,1,108-104,,
0:08.0,,,108-104,,E. Kanter enters the game for R. Sessions
0:08.0,R. Jackson makes free throw 2 of 2,1,109-104,,
0:08.0,,,109-104,,New York full timeout
0:08.0,,,109-104,,R. Sessions enters the game for E. Kanter
0:04.0,,,109-107,3,T. Hardaway makes 3-pt shot from 25 ft (assist by D. McDermott)
0:03.0,,,109-107,,Personal take foul by T. Hardaway (drawn by R. Jackson)
0:03.0,R. Jackson makes free throw 1 of 2,1,110-107,,
0:03.0,S. Johnson enters the game for T. Harris,,110-107,,
0:03.0,R. Jackson makes free throw 2 of 2,1,111-107,,
0:00.0,,,111-107,,T. Hardaway misses 3-pt shot from 42 ft
0:00.0,,,111-107,,Offensive rebound by Team
