time,Toronto,pts.away,score,pts.home,Chicago
2:51.0,D. Wright misses 2-pt shot from 2 ft (block by D. Nwaba),,115-91,,
2:51.0,,,115-91,,Defensive rebound by Team
2:38.0,,,115-93,2,D. Valentine makes 2-pt shot from 6 ft
2:27.0,A. McKinnie makes 3-pt shot from 22 ft (assist by D. Wright),3,118-93,,
2:18.0,,,118-93,,Shooting foul by P. Siakam (drawn by C. Felicio)
2:18.0,,,118-94,1,C. Felicio makes free throw 1 of 2
2:18.0,,,118-95,1,C. Felicio makes free throw 2 of 2
2:05.0,N. Powell makes 2-pt shot from 2 ft (assist by L. Nogueira),2,120-95,,
1:57.0,,,120-95,,D. Valentine misses 3-pt shot from 22 ft
1:57.0,Defensive rebound by P. Siakam,,120-95,,
1:48.0,N. Powell misses 3-pt shot from 25 ft,,120-95,,
1:48.0,,,120-95,,Defensive rebound by D. Valentine
1:38.0,,,120-97,2,N. Vonleh makes 2-pt shot from 2 ft
1:38.0,,,120-97,,Shooting foul by A. McKinnie (drawn by N. Vonleh)
1:38.0,,,120-98,1,N. Vonleh makes free throw 1 of 1
1:24.0,L. Nogueira makes 2-pt shot at rim (assist by P. Siakam),2,122-98,,
1:14.0,,,122-98,,Turnover by C. Felicio (lost ball; steal by L. Nogueira)
1:14.0,,,122-98,,Personal foul by D. Nwaba (drawn by D. Wright)
1:08.0,L. Nogueira misses 3-pt shot from 24 ft,,122-98,,
1:05.0,,,122-98,,Defensive rebound by N. Vonleh
0:52.0,,,122-98,,D. Nwaba misses 3-pt shot from 22 ft
0:52.0,Defensive rebound by L. Nogueira,,122-98,,
0:36.0,N. Powell misses 3-pt shot from 24 ft,,122-98,,
0:32.0,,,122-98,,Defensive rebound by N. Vonleh
0:24.0,,,122-98,,C. Felicio misses 2-pt shot from 16 ft
0:20.0,Defensive rebound by L. Nogueira,,122-98,,
