time,Denver,pts.away,score,pts.home,Dallas
3:06.0,,,103-115,,Loose ball foul by H. Barnes (drawn by K. Faried)
3:00.0,J. Murray misses 3-pt shot from 27 ft,,103-115,,
2:59.0,,,103-115,,Defensive rebound by Team
2:37.0,,,103-117,2,H. Barnes makes 2-pt shot from 13 ft
2:20.0,W. Barton misses 2-pt shot from 9 ft,,103-117,,
2:19.0,,,103-117,,Defensive rebound by D. Smith
2:05.0,,,103-117,,Turnover by D. Smith (traveling)
2:05.0,M. Beasley enters the game for W. Barton,,103-117,,
1:52.0,Turnover by W. Chandler (lost ball; steal by Y. Ferrell),,103-117,,
1:33.0,,,103-117,,H. Barnes misses 2-pt shot from 5 ft (block by J. Murray)
1:31.0,,,103-117,,Offensive rebound by D. Powell
1:31.0,,,103-120,3,Y. Ferrell makes 3-pt shot from 23 ft (assist by D. Powell)
1:23.0,Shooting foul by D. Powell (drawn by J. Murray),,103-120,,
1:23.0,J. Murray makes free throw 1 of 2,1,104-120,,
1:23.0,E. Mudiay enters the game for G. Harris,,104-120,,
1:23.0,J. Hernangomez enters the game for W. Chandler,,104-120,,
1:23.0,J. Murray makes free throw 2 of 2,1,105-120,,
1:08.0,,,105-120,,H. Barnes misses 2-pt shot from 13 ft
1:05.0,Defensive rebound by M. Beasley,,105-120,,
0:58.0,J. Hernangomez misses 3-pt shot from 25 ft,,105-120,,
0:56.0,,,105-120,,Defensive rebound by Y. Ferrell
0:38.0,,,105-122,2,Y. Ferrell makes 2-pt shot from 17 ft
0:20.0,K. Faried misses 2-pt shot from 10 ft,,105-122,,
0:17.0,,,105-122,,Defensive rebound by D. Powell
