time,Miami,pts.away,score,pts.home,Philadelphia
9:14.0,D. Wade misses 2-pt shot from 14 ft,,69-87,,
9:10.0,,,69-87,,Defensive rebound by J. Embiid
8:52.0,,,69-87,,E. Ilyasova misses 3-pt shot from 27 ft
8:50.0,Defensive rebound by Team,,69-87,,
8:50.0,T. Johnson enters the game for J. Winslow,,69-87,,
8:35.0,T. Johnson makes 3-pt shot from 25 ft (assist by G. Dragic),3,72-87,,
8:34.0,,,72-87,,Philadelphia full timeout
8:34.0,,,72-87,,B. Simmons enters the game for T. McConnell
8:22.0,,,72-87,,Turnover by J. Redick (out of bounds lost ball)
8:14.0,,,72-87,,Personal foul by J. Redick (drawn by T. Johnson)
8:00.0,T. Johnson makes 3-pt shot from 24 ft (assist by K. Olynyk),3,75-87,,
7:40.0,,,75-87,,R. Covington misses 2-pt shot from 1 ft
7:40.0,,,75-87,,Offensive rebound by Team
7:40.0,Loose ball foul by K. Olynyk (drawn by J. Embiid),,75-87,,
7:40.0,,,75-87,,D. Saric enters the game for J. Redick
7:40.0,,,75-87,,M. Belinelli enters the game for J. Embiid
7:32.0,,,75-87,,Turnover by R. Covington (lost ball; steal by J. Johnson)
7:28.0,G. Dragic makes 2-pt shot from 1 ft (assist by J. Johnson),2,77-87,,
7:08.0,,,77-87,,Turnover by B. Simmons (bad pass)
6:56.0,T. Johnson misses 3-pt shot from 26 ft,,77-87,,
6:52.0,,,77-87,,Defensive rebound by E. Ilyasova
6:31.0,,,77-87,,M. Belinelli misses 2-pt shot from 21 ft
6:28.0,Defensive rebound by J. Johnson,,77-87,,
6:24.0,G. Dragic misses 3-pt shot from 27 ft,,77-87,,
6:22.0,,,77-87,,Defensive rebound by Team
6:22.0,Loose ball foul by J. Johnson (drawn by B. Simmons),,77-87,,
6:13.0,,,77-87,,M. Belinelli misses 2-pt shot from 21 ft
6:09.0,Defensive rebound by K. Olynyk,,77-87,,
5:58.0,D. Wade makes 2-pt shot from 1 ft (assist by T. Johnson),2,79-87,,
5:51.0,,,79-87,,E. Ilyasova misses 2-pt shot from 1 ft
5:46.0,Defensive rebound by J. Johnson,,79-87,,
5:41.0,D. Wade misses 3-pt shot from 27 ft,,79-87,,
5:39.0,,,79-87,,Defensive rebound by Team
5:39.0,Loose ball foul by G. Dragic (drawn by D. Saric),,79-87,,
5:39.0,,,79-87,,J. Redick enters the game for R. Covington
5:34.0,Personal foul by T. Johnson (drawn by B. Simmons),,79-87,,
5:34.0,,,79-87,,J. Embiid enters the game for D. Saric
5:24.0,Personal foul by J. Johnson,,79-87,,
5:24.0,Technical foul by J. Johnson,,79-87,,
5:24.0,,,79-88,1,J. Redick makes technical free throw
5:24.0,,,79-89,1,M. Belinelli makes free throw 1 of 2
5:24.0,,,79-90,1,M. Belinelli makes free throw 2 of 2
5:16.0,J. Johnson makes 2-pt shot from 15 ft (assist by G. Dragic),2,81-90,,
4:53.0,,,81-90,,Shooting foul by T. Johnson (drawn by M. Belinelli)
4:53.0,W. Ellington enters the game for T. Johnson,,81-90,,
4:53.0,,,81-91,1,M. Belinelli makes free throw 1 of 2
4:53.0,,,81-91,,M. Belinelli misses free throw 2 of 2
4:53.0,,,81-91,,Offensive rebound by Team
4:45.0,,,81-91,,B. Simmons misses 2-pt shot from 11 ft
4:43.0,Defensive rebound by J. Johnson,,81-91,,
4:34.0,Shooting foul by J. Embiid (drawn by K. Olynyk),,81-91,,
4:34.0,K. Olynyk makes free throw 1 of 2,1,82-91,,
4:34.0,K. Olynyk misses free throw 2 of 2,,82-91,,
4:32.0,,,82-91,,Defensive rebound by B. Simmons
4:20.0,,,82-91,,Shooting foul by J. Johnson (drawn by B. Simmons)
4:20.0,,,82-92,1,B. Simmons makes free throw 1 of 2
4:20.0,,,82-92,,R. Covington enters the game for J. Embiid
4:20.0,,,82-93,1,B. Simmons makes free throw 2 of 2
4:07.0,G. Dragic misses 2-pt shot from 16 ft,,82-93,,
4:04.0,,,82-93,,Defensive rebound by M. Belinelli
3:48.0,Personal block foul by K. Olynyk (drawn by J. Redick),,82-93,,
3:48.0,,,82-94,1,J. Redick makes free throw 1 of 2
3:48.0,,,82-95,1,J. Redick makes free throw 2 of 2
3:48.0,Miami full timeout,,82-95,,
3:32.0,K. Olynyk makes 2-pt shot from 1 ft,2,84-95,,
3:15.0,,,84-95,,J. Redick misses 3-pt shot from 23 ft
3:11.0,Defensive rebound by G. Dragic,,84-95,,
3:06.0,D. Wade misses 3-pt shot from 24 ft,,84-95,,
3:05.0,Offensive rebound by Team,,84-95,,
3:05.0,,,84-95,,Loose ball foul by E. Ilyasova (drawn by K. Olynyk)
2:57.0,W. Ellington makes 3-pt shot from 27 ft (assist by G. Dragic),3,87-95,,
2:38.0,,,87-97,2,M. Belinelli makes 2-pt shot from 21 ft (assist by R. Covington)
2:28.0,K. Olynyk makes 2-pt shot from 19 ft (assist by G. Dragic),2,89-97,,
2:11.0,,,89-100,3,J. Redick makes 3-pt shot from 26 ft (assist by M. Belinelli)
1:57.0,K. Olynyk misses 3-pt shot from 25 ft,,89-100,,
1:54.0,,,89-100,,Defensive rebound by B. Simmons
1:36.0,,,89-102,2,M. Belinelli makes 2-pt shot from 2 ft (assist by E. Ilyasova)
1:36.0,Violation by K. Olynyk (def goaltending),,89-102,,
1:24.0,D. Wade misses 2-pt shot from 5 ft,,89-102,,
1:22.0,,,89-102,,Defensive rebound by M. Belinelli
1:03.0,,,89-102,,J. Redick misses 3-pt shot from 29 ft
0:57.0,,,89-102,,Offensive rebound by B. Simmons
0:35.0,,,89-102,,Turnover by E. Ilyasova (lost ball; steal by K. Olynyk)
0:32.0,K. Olynyk makes 2-pt shot from 1 ft,2,91-102,,
0:25.0,Personal foul by K. Olynyk (drawn by J. Redick),,91-102,,
0:25.0,,,91-103,1,J. Redick makes free throw 1 of 2
0:25.0,,,91-104,1,J. Redick makes free throw 2 of 2
0:01.0,Turnover by Team (shot clock),,91-104,,
