time,Houston,pts.away,score,pts.home,LA Clippers
2:32.0,,,103-85,,Personal foul by C. Williams (drawn by C. Paul)
2:32.0,Houston full timeout,,103-85,,
2:32.0,L. Mbah a Moute enters the game for T. Ariza,,103-85,,
2:32.0,P. Tucker enters the game for C. Paul,,103-85,,
2:32.0,T. Black enters the game for J. Harden,,103-85,,
2:32.0,G. Green enters the game for C. Capela,,103-85,,
2:25.0,E. Gordon makes 2-pt shot from 4 ft (assist by T. Black),2,105-85,,
2:03.0,,,105-85,,Shooting foul by E. Gordon (drawn by S. Thornwell)
2:03.0,,,105-85,,S. Thornwell misses free throw 1 of 2
2:03.0,,,105-85,,Offensive rebound by Team
2:03.0,,,105-86,1,S. Thornwell makes free throw 2 of 2
1:39.0,E. Gordon misses 2-pt shot from 11 ft,,105-86,,
1:36.0,,,105-86,,Defensive rebound by S. Dekker
1:25.0,,,105-86,,Shooting foul by G. Green (drawn by S. Thornwell)
1:25.0,,,105-87,1,S. Thornwell makes free throw 1 of 2
1:25.0,,,105-87,,S. Thornwell misses free throw 2 of 2
1:23.0,Defensive rebound by T. Black,,105-87,,
1:09.0,L. Mbah a Moute misses 3-pt shot from 23 ft,,105-87,,
1:06.0,,,105-87,,Defensive rebound by M. Harrell
0:59.0,,,105-87,,M. Harrell misses 2-pt shot from 1 ft (block by T. Black)
0:59.0,,,105-87,,Offensive rebound by Team
0:49.0,,,105-87,,C. Williams misses 3-pt shot from 22 ft
0:46.0,,,105-87,,Offensive rebound by M. Harrell
0:44.0,,,105-89,2,C. Williams makes 2-pt shot at rim (assist by M. Harrell)
0:33.0,G. Green misses 2-pt shot from 6 ft,,105-89,,
0:31.0,,,105-89,,Defensive rebound by M. Teodosic
0:23.0,,,105-91,2,M. Harrell makes 2-pt shot at rim
0:23.0,,,105-91,,Shooting foul by T. Black (drawn by M. Harrell)
0:23.0,,,105-92,1,M. Harrell makes free throw 1 of 1
