time,LA Lakers,pts.away,score,pts.home,Houston
6:26.0,J. Hart makes free throw 2 of 2,1,107-102,,
6:09.0,,,107-102,,T. Ariza misses 3-pt shot from 23 ft
6:06.0,Defensive rebound by C. Brewer,,107-102,,
5:50.0,C. Brewer makes 2-pt shot from 1 ft (assist by J. Randle),2,109-102,,
5:32.0,,,109-102,,C. Capela misses 2-pt shot from 1 ft
5:30.0,Defensive rebound by J. Randle,,109-102,,
5:17.0,Turnover by J. Randle (lost ball; steal by T. Ariza),,109-102,,
5:11.0,,,109-105,3,C. Paul makes 3-pt shot from 25 ft (assist by E. Gordon)
5:10.0,LA Lakers full timeout,,109-105,,
5:10.0,K. Kuzma enters the game for C. Brewer,,109-105,,
4:55.0,T. Ennis makes 2-pt shot from 3 ft (assist by J. Randle),2,111-105,,
4:40.0,,,111-108,3,T. Ariza makes 3-pt shot from 22 ft (assist by J. Harden)
4:20.0,T. Ennis misses 2-pt shot from 11 ft,,111-108,,
4:20.0,Offensive rebound by J. Randle,,111-108,,
4:20.0,Shooting foul by C. Capela (drawn by J. Randle),,111-108,,
4:20.0,J. Randle misses free throw 1 of 2,,111-108,,
4:20.0,Offensive rebound by Team,,111-108,,
4:20.0,,,111-108,,T. Black enters the game for C. Capela
4:20.0,J. Randle makes free throw 2 of 2,1,112-108,,
4:04.0,,,112-108,,E. Gordon misses 3-pt shot from 24 ft
3:59.0,Defensive rebound by J. Randle,,112-108,,
3:43.0,J. Randle makes 2-pt shot from 5 ft (assist by J. Hart),2,114-108,,
3:35.0,Violation by J. Hart (kicked ball),,114-108,,
3:19.0,,,114-110,2,J. Harden makes 2-pt shot from 5 ft
2:56.0,Turnover by T. Ennis (lost ball; steal by J. Harden),,114-110,,
2:52.0,Personal foul by J. Hart (drawn by J. Harden),,114-110,,
2:52.0,,,114-110,,J. Harden misses free throw 1 of 2
2:52.0,,,114-110,,Offensive rebound by Team
2:52.0,,,114-111,1,J. Harden makes free throw 2 of 2
2:45.0,K. Kuzma makes 3-pt shot from 25 ft (assist by T. Ennis),3,117-111,,
2:25.0,,,117-111,,T. Black misses 2-pt shot from 1 ft
2:25.0,,,117-111,,Offensive rebound by T. Ariza
2:25.0,Personal foul by J. Hart (drawn by T. Ariza),,117-111,,
2:25.0,,,117-112,1,T. Ariza makes free throw 1 of 2
2:25.0,,,117-112,,C. Capela enters the game for T. Black
2:25.0,,,117-113,1,T. Ariza makes free throw 2 of 2
2:13.0,J. Randle makes 2-pt shot from 5 ft (assist by T. Ennis),2,119-113,,
1:48.0,,,119-116,3,T. Ariza makes 3-pt shot from 23 ft (assist by J. Harden)
1:48.0,LA Lakers full timeout,,119-116,,
1:37.0,K. Kuzma misses 3-pt shot from 26 ft,,119-116,,
1:34.0,,,119-116,,Defensive rebound by C. Paul
1:16.0,,,119-118,2,J. Harden makes 2-pt shot at rim
1:16.0,,,119-118,,Shooting foul by J. Randle (drawn by J. Harden)
1:16.0,,,119-119,1,J. Harden makes free throw 1 of 1
1:05.0,K. Kuzma makes 3-pt shot from 22 ft (assist by J. Randle),3,122-119,,
0:54.0,,,122-119,,J. Harden misses 2-pt shot at rim
0:52.0,Defensive rebound by J. Hart,,122-119,,
0:44.0,,,122-119,,Personal foul by C. Paul (drawn by J. Randle)
0:44.0,,,122-119,,Houston full timeout
0:44.0,,,122-119,,G. Green enters the game for J. Harden
0:37.0,J. Randle misses 2-pt shot from 1 ft (block by E. Gordon),,122-119,,
0:34.0,Offensive rebound by T. Ennis,,122-119,,
0:32.0,T. Ennis misses 2-pt shot from 9 ft,,122-119,,
0:32.0,,,122-119,,Defensive rebound by Team
0:17.0,,,122-122,3,G. Green makes 3-pt shot from 23 ft (assist by C. Paul)
0:17.0,LA Lakers full timeout,,122-122,,
0:03.0,K. Kuzma misses 3-pt shot from 31 ft,,122-122,,
0:02.0,,,122-122,,Defensive rebound by T. Ariza
0:01.0,,,122-122,,Houston full timeout
0:00.0,,,122-122,,Turnover by E. Gordon (step out of bounds)
0:00.0,L. Nance enters the game for J. Randle,,122-122,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: C. Capela vs. J. Randle (T. Ariza gains possession),,,,Jump ball: C. Capela vs. J. Randle (T. Ariza gains possession)
4:39.0,,,122-122,,C. Paul misses 2-pt shot from 1 ft
4:37.0,Defensive rebound by T. Ennis,,122-122,,
4:22.0,J. Hart makes 3-pt shot from 25 ft (assist by T. Ennis),3,125-122,,
4:07.0,,,125-122,,E. Gordon misses 3-pt shot from 25 ft
4:04.0,Defensive rebound by J. Hart,,125-122,,
3:50.0,K. Kuzma misses 3-pt shot from 24 ft,,125-122,,
3:48.0,,,125-122,,Defensive rebound by C. Capela
3:40.0,,,125-122,,C. Capela misses 2-pt shot at rim
3:40.0,Defensive rebound by Team,,125-122,,
3:40.0,,,125-122,,Loose ball foul by C. Capela (drawn by J. Randle)
3:40.0,,,125-122,,T. Black enters the game for C. Capela
3:31.0,T. Ennis misses 2-pt shot from 1 ft,,125-122,,
3:31.0,,,125-122,,Defensive rebound by Team
3:13.0,,,125-124,2,G. Green makes 2-pt shot from 5 ft (assist by C. Paul)
2:55.0,J. Randle misses 2-pt shot from 6 ft,,125-124,,
2:55.0,,,125-124,,Defensive rebound by C. Paul
2:55.0,Personal foul by J. Randle (drawn by C. Paul),,125-124,,
2:55.0,L. Nance enters the game for J. Randle,,125-124,,
2:40.0,,,125-127,3,C. Paul makes 3-pt shot from 24 ft
2:21.0,B. Ingram misses 2-pt shot from 2 ft,,125-127,,
2:21.0,Offensive rebound by L. Nance,,125-127,,
2:21.0,L. Nance makes 2-pt shot from 1 ft,2,127-127,,
2:21.0,Shooting foul by C. Paul (drawn by L. Nance),,127-127,,
2:21.0,L. Nance misses free throw 1 of 1,,127-127,,
2:19.0,,,127-127,,Defensive rebound by G. Green
1:59.0,,,127-129,2,C. Paul makes 2-pt shot from 1 ft
1:58.0,LA Lakers full timeout,,127-129,,
1:58.0,C. Brewer enters the game for L. Nance,,127-129,,
1:54.0,Shooting foul by G. Green (drawn by B. Ingram),,127-129,,
1:54.0,B. Ingram makes free throw 1 of 2,1,128-129,,
1:54.0,B. Ingram makes free throw 2 of 2,1,129-129,,
1:31.0,,,129-129,,C. Paul misses 2-pt shot from 7 ft
1:28.0,Defensive rebound by B. Ingram,,129-129,,
1:18.0,C. Brewer misses 2-pt shot from 5 ft (block by T. Black),,129-129,,
1:16.0,,,129-129,,Defensive rebound by T. Black
1:13.0,,,129-129,,E. Gordon misses 3-pt shot from 25 ft
1:06.0,Defensive rebound by C. Brewer,,129-129,,
1:05.0,J. Hart makes 2-pt shot from 6 ft (assist by C. Brewer),2,131-129,,
1:05.0,,,131-129,,Violation by T. Ariza (def goaltending)
1:05.0,Shooting foul by E. Gordon (drawn by J. Hart),,131-129,,
1:05.0,J. Hart misses free throw 1 of 1,,131-129,,
1:05.0,,,131-129,,Defensive rebound by T. Black
0:47.0,,,131-131,2,T. Black makes 2-pt shot from 1 ft (assist by C. Paul)
0:27.0,J. Hart misses 3-pt shot from 27 ft,,131-131,,
0:22.0,,,131-131,,Defensive rebound by E. Gordon
0:04.0,,,131-133,2,C. Paul makes 2-pt shot from 5 ft
0:04.0,LA Lakers full timeout,,131-133,,
0:04.0,,,131-133,,P. Tucker enters the game for G. Green
0:00.0,Shooting foul by P. Tucker (drawn by B. Ingram),,131-133,,
0:00.0,B. Ingram makes free throw 1 of 2,1,132-133,,
0:00.0,L. Nance enters the game for K. Kuzma,,132-133,,
0:00.0,A. Bogut enters the game for J. Hart,,132-133,,
0:00.0,,,132-133,,N. Hilario enters the game for T. Black
0:00.0,B. Ingram makes free throw 2 of 2,1,133-133,,
0:00.0,,,133-133,,Houston full timeout
0:00.0,,,133-133,,G. Green enters the game for E. Gordon
0:00.0,,,133-133,,T. Black enters the game for N. Hilario
0:00.0,J. Hart enters the game for T. Ennis,,133-133,,
0:00.0,,,133-133,,C. Paul misses 3-pt shot from 27 ft
0:00.0,,,133-133,,Offensive rebound by Team
0:00.0,End of 1st overtime,,,,End of 1st overtime
5:00.0,Start of 2nd overtime,,,,Start of 2nd overtime
5:00.0,Jump ball: T. Black vs. B. Ingram (C. Brewer gains possession),,,,Jump ball: T. Black vs. B. Ingram (C. Brewer gains possession)
4:38.0,T. Ennis makes 2-pt shot from 6 ft,2,135-133,,
4:24.0,,,135-135,2,C. Paul makes 2-pt shot from 1 ft
4:07.0,T. Ennis makes 2-pt shot from 1 ft,2,137-135,,
4:07.0,Shooting foul by T. Black (drawn by T. Ennis),,137-135,,
4:07.0,T. Ennis makes free throw 1 of 1,1,138-135,,
3:51.0,,,138-135,,Turnover by E. Gordon (bad pass; steal by J. Hart)
3:45.0,T. Ennis misses 2-pt shot from 1 ft,,138-135,,
3:44.0,Offensive rebound by J. Hart,,138-135,,
3:44.0,Shooting foul by C. Paul (drawn by J. Hart),,138-135,,
3:44.0,J. Hart makes free throw 1 of 2,1,139-135,,
3:44.0,J. Hart misses free throw 2 of 2,,139-135,,
3:42.0,,,139-135,,Defensive rebound by T. Black
3:30.0,,,139-137,2,T. Black makes 2-pt shot at rim (assist by T. Ariza)
3:09.0,T. Ennis misses 3-pt shot from 28 ft,,139-137,,
3:05.0,,,139-137,,Defensive rebound by T. Black
2:55.0,,,139-137,,E. Gordon misses 2-pt shot at rim
2:52.0,,,139-137,,Offensive rebound by T. Black
2:52.0,,,139-137,,T. Black misses 2-pt shot at rim
2:51.0,,,139-137,,Offensive rebound by T. Black
2:42.0,,,139-140,3,T. Ariza makes 3-pt shot from 23 ft (assist by C. Paul)
2:36.0,LA Lakers full timeout,,139-140,,
2:36.0,,,139-140,,P. Tucker enters the game for G. Green
2:23.0,T. Ennis makes 2-pt shot from 1 ft,2,141-140,,
2:01.0,,,141-140,,E. Gordon misses 3-pt shot from 25 ft
1:58.0,Defensive rebound by B. Ingram,,141-140,,
1:54.0,Shooting foul by T. Black (drawn by J. Hart),,141-140,,
1:54.0,J. Hart makes free throw 1 of 2,1,142-140,,
1:54.0,J. Hart misses free throw 2 of 2,,142-140,,
1:54.0,,,142-140,,Defensive rebound by Team
1:54.0,Loose ball foul by C. Brewer (drawn by T. Ariza),,142-140,,
1:40.0,,,142-140,,C. Paul misses 3-pt shot from 25 ft
1:33.0,Defensive rebound by J. Hart,,142-140,,
1:15.0,T. Ennis misses 3-pt shot from 26 ft,,142-140,,
1:12.0,Offensive rebound by K. Kuzma,,142-140,,
0:54.0,J. Hart misses 2-pt shot from 15 ft,,142-140,,
0:52.0,,,142-140,,Defensive rebound by C. Paul
0:52.0,Personal foul by J. Hart (drawn by C. Paul),,142-140,,
0:52.0,J. Clarkson enters the game for J. Hart,,142-140,,
0:52.0,,,142-141,1,C. Paul makes free throw 1 of 2
0:52.0,,,142-142,1,C. Paul makes free throw 2 of 2
0:31.0,K. Kuzma misses 2-pt shot from 5 ft (block by T. Black),,142-142,,
0:28.0,,,142-142,,Defensive rebound by C. Paul
0:07.0,,,142-142,,C. Paul misses 2-pt shot from 1 ft
0:06.0,,,142-142,,Offensive rebound by P. Tucker
0:05.0,,,142-144,2,P. Tucker makes 2-pt shot from 1 ft
0:05.0,LA Lakers full timeout,,142-144,,
0:03.0,K. Kuzma misses 3-pt shot from 25 ft (block by P. Tucker),,142-144,,
0:03.0,,,142-144,,Defensive rebound by Team
0:03.0,Personal foul by T. Ennis (drawn by C. Paul),,142-144,,
0:03.0,,,142-145,1,C. Paul makes free throw 1 of 2
0:03.0,,,142-146,1,C. Paul makes free throw 2 of 2
0:03.0,Turnover by C. Brewer (bad pass),,142-146,,
0:03.0,Personal take foul by T. Ennis (drawn by C. Paul),,142-146,,
0:03.0,A. Caruso enters the game for T. Ennis,,142-146,,
0:03.0,,,142-147,1,C. Paul makes free throw 1 of 2
0:03.0,,,142-148,1,C. Paul makes free throw 2 of 2
