time,Golden State,pts.away,score,pts.home,Utah
2:52.0,D. Jones misses 2-pt shot from 17 ft,,73-111,,
2:48.0,,,73-111,,Defensive rebound by A. Burks
2:41.0,,,73-111,,Turnover by R. Neto (step out of bounds)
2:41.0,,,73-111,,Utah full timeout
2:20.0,K. Looney makes 2-pt shot from 12 ft (assist by N. Young),2,75-111,,
2:06.0,,,75-114,3,J. Jerebko makes 3-pt shot from 26 ft (assist by R. Neto)
1:46.0,J. Bell makes 2-pt shot from 20 ft,2,77-114,,
1:36.0,,,77-117,3,A. Burks makes 3-pt shot from 25 ft (assist by J. Jerebko)
1:20.0,K. Looney misses 2-pt shot from 20 ft,,77-117,,
1:17.0,,,77-117,,Defensive rebound by A. Burks
1:12.0,,,77-117,,A. Burks misses 2-pt shot from 3 ft
1:10.0,,,77-117,,Offensive rebound by E. Udoh
1:10.0,,,77-119,2,E. Udoh makes 2-pt shot at rim
1:04.0,Q. Cook makes 2-pt shot from 11 ft,2,79-119,,
0:51.0,,,79-119,,E. Udoh misses 2-pt shot from 6 ft
0:46.0,Defensive rebound by D. Jones,,79-119,,
0:42.0,D. Jones misses 2-pt shot from 22 ft,,79-119,,
0:38.0,,,79-119,,Defensive rebound by J. Jerebko
0:21.0,,,79-119,,A. Burks misses 3-pt shot from 27 ft
0:18.0,Defensive rebound by K. Looney,,79-119,,
0:06.0,J. Bell misses 3-pt shot from 25 ft,,79-119,,
0:03.0,,,79-119,,Defensive rebound by G. Niang
