time,Golden State,pts.away,score,pts.home,Dallas
3:36.0,,,116-107,2,D. Smith makes 2-pt shot at rim
3:30.0,Golden State full timeout,,116-107,,
3:30.0,,,116-107,,Y. Ferrell enters the game for J. Barea
3:30.0,D. Green enters the game for D. West,,116-107,,
3:25.0,D. Green misses 2-pt shot from 5 ft,,116-107,,
3:23.0,,,116-107,,Defensive rebound by D. Smith
3:21.0,,,116-107,,Turnover by D. Smith (lost ball; steal by J. Bell)
3:18.0,S. Curry makes 2-pt shot from 1 ft (assist by K. Thompson),2,118-107,,
3:05.0,,,118-110,3,W. Matthews makes 3-pt shot from 23 ft (assist by D. Smith)
2:46.0,S. Curry makes 2-pt shot from 1 ft (assist by D. Green),2,120-110,,
2:37.0,,,120-110,,W. Matthews misses 3-pt shot from 28 ft
2:32.0,,,120-110,,Offensive rebound by W. Matthews
2:28.0,,,120-113,3,Y. Ferrell makes 3-pt shot from 22 ft (assist by H. Barnes)
2:08.0,Offensive foul by D. Green (drawn by D. Powell),,120-113,,
2:08.0,Turnover by D. Green (offensive foul),,120-113,,
2:01.0,,,120-113,,Shooting foul by J. Bell (drawn by H. Barnes)
2:01.0,,,120-114,1,H. Barnes makes free throw 1 of 2
2:01.0,P. McCaw enters the game for J. Bell,,120-114,,
2:01.0,,,120-115,1,H. Barnes makes free throw 2 of 2
1:39.0,K. Durant misses 2-pt shot from 20 ft,,120-115,,
1:36.0,,,120-115,,Defensive rebound by W. Matthews
1:34.0,,,120-115,,Y. Ferrell misses 2-pt shot from 3 ft (block by K. Durant)
1:33.0,Defensive rebound by K. Durant,,120-115,,
1:32.0,Turnover by K. Durant (lost ball; steal by D. Powell),,120-115,,
1:31.0,,,120-118,3,W. Matthews makes 3-pt shot from 25 ft (assist by D. Powell)
1:26.0,Turnover by D. Green (bad pass; steal by Y. Ferrell),,120-118,,
1:25.0,,,120-118,,Y. Ferrell misses 3-pt shot from 22 ft
1:23.0,Defensive rebound by D. Green,,120-118,,
1:03.0,S. Curry misses 3-pt shot from 27 ft,,120-118,,
1:00.0,,,120-118,,Defensive rebound by H. Barnes
0:39.0,,,120-120,2,H. Barnes makes 2-pt shot from 15 ft (assist by D. Smith)
0:39.0,Golden State full timeout,,120-120,,
0:24.0,K. Thompson makes 2-pt shot from 2 ft (assist by D. Green),2,122-120,,
0:24.0,,,122-120,,Dallas full timeout
0:24.0,,,122-120,,D. Nowitzki enters the game for D. Powell
0:20.0,Personal foul by K. Thompson (drawn by D. Smith),,122-120,,
0:12.0,,,122-122,2,H. Barnes makes 2-pt shot at rim
0:03.0,S. Curry makes 3-pt shot from 27 ft,3,125-122,,
0:00.0,,,125-122,,D. Smith misses 3-pt shot from 42 ft
0:00.0,,,125-122,,Offensive rebound by Team
