time,Philadelphia,pts.away,score,pts.home,Charlotte
5:46.0,,,104-91,,M. Kidd-Gilchrist misses 2-pt shot from 18 ft
5:43.0,,,104-91,,Offensive rebound by W. Hernangomez
5:43.0,,,104-91,,Shooting foul by R. Covington (drawn by W. Hernangomez)
5:43.0,,,104-91,,W. Hernangomez misses free throw 1 of 2
5:43.0,,,104-91,,Offensive rebound by Team
5:43.0,,,104-91,,K. Walker enters the game for J. Lamb
5:43.0,T. McConnell enters the game for J. Redick,,104-91,,
5:43.0,,,104-92,1,W. Hernangomez makes free throw 2 of 2
5:36.0,,,104-92,,Personal foul by M. Monk (drawn by M. Belinelli)
5:24.0,M. Belinelli makes 2-pt shot from 1 ft (assist by B. Simmons),2,106-92,,
5:11.0,,,106-92,,M. Monk misses 3-pt shot from 28 ft
5:08.0,Defensive rebound by R. Covington,,106-92,,
4:56.0,R. Covington makes 3-pt shot from 26 ft (assist by B. Simmons),3,109-92,,
4:54.0,,,109-92,,Charlotte full timeout
4:54.0,,,109-92,,J. Lamb enters the game for K. Walker
4:44.0,,,109-94,2,F. Kaminsky makes 2-pt shot from 1 ft (assist by M. Monk)
4:19.0,A. Johnson misses 2-pt shot from 1 ft,,109-94,,
4:19.0,Offensive rebound by Team,,109-94,,
4:15.0,Jump ball: M. Kidd-Gilchrist vs. A. Johnson (R. Covington gains possession),,,,Jump ball: M. Kidd-Gilchrist vs. A. Johnson (R. Covington gains possession)
4:09.0,Turnover by M. Belinelli (bad pass; steal by M. Monk),,109-94,,
4:05.0,,,109-94,,Turnover by M. Monk (lost ball; steal by R. Covington)
4:01.0,B. Simmons makes 2-pt shot from 1 ft (assist by R. Covington),2,111-94,,
3:38.0,,,111-97,3,J. Lamb makes 3-pt shot from 23 ft
3:22.0,M. Belinelli makes 3-pt shot from 26 ft (assist by T. McConnell),3,114-97,,
3:22.0,Shooting foul by J. Lamb (drawn by M. Belinelli),,114-97,,
3:22.0,,,114-97,,J. Stone enters the game for M. Kidd-Gilchrist
3:22.0,M. Fultz enters the game for T. McConnell,,114-97,,
3:22.0,J. Redick enters the game for B. Simmons,,114-97,,
3:22.0,M. Belinelli makes free throw 1 of 1,1,115-97,,
3:12.0,,,115-97,,M. Monk misses 3-pt shot from 24 ft
3:09.0,Defensive rebound by A. Johnson,,115-97,,
3:09.0,Philadelphia full timeout,,115-97,,
3:09.0,J. Anderson enters the game for A. Johnson,,115-97,,
3:09.0,R. Holmes enters the game for M. Belinelli,,115-97,,
3:09.0,F. Korkmaz enters the game for R. Covington,,115-97,,
3:09.0,T. McConnell enters the game for J. Redick,,115-97,,
2:50.0,J. Anderson misses 3-pt shot from 23 ft,,115-97,,
2:47.0,Offensive rebound by R. Holmes,,115-97,,
2:45.0,J. Anderson misses 3-pt shot from 25 ft,,115-97,,
2:42.0,,,115-97,,Defensive rebound by W. Hernangomez
2:28.0,,,115-99,2,F. Kaminsky makes 2-pt shot from 1 ft (assist by J. Stone)
2:02.0,M. Fultz misses 2-pt shot from 10 ft,,115-99,,
2:00.0,,,115-99,,Defensive rebound by J. Lamb
1:47.0,,,115-99,,J. Lamb misses 2-pt shot from 10 ft
1:45.0,Defensive rebound by R. Holmes,,115-99,,
1:34.0,Shooting foul by W. Hernangomez (drawn by J. Anderson),,115-99,,
1:34.0,J. Anderson misses free throw 1 of 2,,115-99,,
1:34.0,Offensive rebound by Team,,115-99,,
1:34.0,J. Anderson makes free throw 2 of 2,1,116-99,,
1:23.0,,,116-101,2,W. Hernangomez makes 2-pt shot from 1 ft
1:06.0,T. McConnell misses 2-pt shot from 3 ft,,116-101,,
1:06.0,Offensive rebound by J. Anderson,,116-101,,
1:06.0,J. Anderson misses 2-pt shot at rim,,116-101,,
1:06.0,,,116-101,,Defensive rebound by Team
0:55.0,,,116-101,,J. Lamb misses 2-pt shot from 16 ft
0:52.0,,,116-101,,Offensive rebound by W. Hernangomez
0:50.0,,,116-101,,F. Kaminsky misses 3-pt shot from 26 ft
0:48.0,,,116-101,,Offensive rebound by W. Hernangomez
0:42.0,,,116-101,,W. Hernangomez misses 3-pt shot from 23 ft
0:39.0,Defensive rebound by R. Holmes,,116-101,,
0:25.0,F. Korkmaz makes 3-pt shot from 25 ft (assist by M. Fultz),3,119-101,,
0:16.0,Personal foul by J. Anderson (drawn by W. Hernangomez),,119-101,,
0:16.0,,,119-101,,W. Hernangomez misses free throw 1 of 2
0:16.0,,,119-101,,Offensive rebound by Team
0:16.0,,,119-102,1,W. Hernangomez makes free throw 2 of 2
