time,Cleveland,pts.away,score,pts.home,Atlanta
2:00.0,,,118-101,,D. Dedmon misses 3-pt shot from 25 ft
1:57.0,Defensive rebound by L. James,,118-101,,
1:52.0,Cleveland full timeout,,118-101,,
1:52.0,J. Calderon enters the game for L. James,,118-101,,
1:38.0,Turnover by K. Korver (out of bounds lost ball),,118-101,,
1:30.0,,,118-101,,T. Dorsey misses 3-pt shot from 25 ft
1:26.0,Defensive rebound by J. Green,,118-101,,
1:10.0,J. Calderon makes 3-pt shot from 23 ft (assist by J. Green),3,121-101,,
1:10.0,Personal take foul by C. Osman (drawn by M. Delaney),,121-101,,
1:10.0,L. Perrantes enters the game for K. Korver,,121-101,,
1:10.0,A. Zizic enters the game for J. Green,,121-101,,
1:00.0,,,121-104,3,M. Delaney makes 3-pt shot from 25 ft
0:41.0,C. Osman misses 3-pt shot from 24 ft,,121-104,,
0:37.0,Offensive rebound by A. Zizic,,121-104,,
0:34.0,C. Osman makes 2-pt shot from 1 ft (assist by L. Perrantes),2,123-104,,
0:19.0,,,123-106,2,T. Dorsey makes 2-pt shot at rim (assist by I. Taylor)
0:19.0,,,123-106,,Shooting foul by A. Zizic (drawn by T. Dorsey)
0:19.0,,,123-107,1,T. Dorsey makes free throw 1 of 1
