time,Indiana,pts.away,score,pts.home,New York
1:13.0,Turnover by D. Collison (bad pass; steal by F. Ntilikina),,99-102,,
1:10.0,,,99-104,2,T. Hardaway makes 2-pt shot from 2 ft
0:59.0,B. Bogdanovic misses 3-pt shot from 23 ft,,99-104,,
0:55.0,,,99-104,,Defensive rebound by E. Kanter
0:39.0,,,99-104,,Turnover by F. Ntilikina (bad pass; steal by D. Collison)
0:39.0,,,99-104,,Personal foul by K. Porzingis (drawn by D. Collison)
0:39.0,M. Turner enters the game for D. Sabonis,,99-104,,
0:32.0,V. Oladipo makes 2-pt shot from 5 ft,2,101-104,,
0:11.0,,,101-104,,Shooting foul by M. Turner (drawn by L. Thomas)
0:11.0,,,101-105,1,L. Thomas makes free throw 1 of 2
0:11.0,,,101-106,1,L. Thomas makes free throw 2 of 2
0:11.0,Indiana full timeout,,101-106,,
0:11.0,,,101-106,,C. Lee enters the game for E. Kanter
0:08.0,V. Oladipo misses 3-pt shot from 26 ft,,101-106,,
0:04.0,,,101-106,,Defensive rebound by C. Lee
0:03.0,Personal foul by D. Collison (drawn by C. Lee),,101-106,,
0:03.0,,,101-107,1,C. Lee makes free throw 1 of 2
0:03.0,,,101-107,,E. Kanter enters the game for K. Porzingis
0:03.0,,,101-108,1,C. Lee makes free throw 2 of 2
