time,Phoenix,pts.away,score,pts.home,Golden State
6:03.0,,,79-120,,Defensive rebound by O. Casspi
5:54.0,,,79-120,,Turnover by Team (shot clock)
5:43.0,J. Gray enters the game for E. Payton,,79-120,,
5:26.0,D. Reed misses 2-pt shot from 19 ft,,79-120,,
5:22.0,,,79-120,,Defensive rebound by O. Casspi
5:03.0,,,79-120,,S. Livingston misses 2-pt shot from 10 ft
4:58.0,Defensive rebound by D. Bender,,79-120,,
4:52.0,J. Jackson misses 2-pt shot from 4 ft (block by D. West),,79-120,,
4:47.0,,,79-120,,Defensive rebound by Z. Pachulia
4:44.0,,,79-120,,Golden State full timeout
4:44.0,,,79-120,,K. Looney enters the game for S. Livingston
4:44.0,,,79-120,,A. Iguodala enters the game for D. West
4:33.0,,,79-122,2,A. Iguodala makes 2-pt shot from 14 ft (assist by Z. Pachulia)
4:10.0,,,79-122,,Personal foul by Z. Pachulia (drawn by D. Bender)
4:04.0,J. Gray misses 3-pt shot from 24 ft,,79-122,,
4:01.0,,,79-122,,Defensive rebound by O. Casspi
3:44.0,,,79-122,,N. Young misses 2-pt shot from 1 ft (block by D. Reed)
3:38.0,Defensive rebound by D. Reed,,79-122,,
3:37.0,J. Gray misses 2-pt shot from 1 ft,,79-122,,
3:32.0,,,79-122,,Defensive rebound by A. Iguodala
3:26.0,,,79-122,,Offensive foul by K. Looney (drawn by D. Reed)
3:26.0,,,79-122,,Turnover by K. Looney (offensive foul)
3:26.0,,,79-122,,J. McGee enters the game for Z. Pachulia
3:18.0,J. Gray misses 2-pt shot from 1 ft (block by A. Iguodala),,79-122,,
3:18.0,Offensive rebound by Team,,79-122,,
3:14.0,Turnover by J. Dudley (bad pass; steal by K. Looney),,79-122,,
3:11.0,,,79-124,2,O. Casspi makes 2-pt shot from 1 ft
3:11.0,,,79-124,,Shooting foul by D. Reed (drawn by O. Casspi)
3:11.0,,,79-125,1,O. Casspi makes free throw 1 of 1
2:57.0,J. Jackson makes 2-pt shot from 2 ft,2,81-125,,
2:31.0,,,81-125,,O. Casspi misses 2-pt shot from 12 ft
2:26.0,Defensive rebound by D. Reed,,81-125,,
2:23.0,Turnover by J. Dudley (palming),,81-125,,
2:07.0,,,81-125,,J. McGee misses 2-pt shot from 4 ft
2:03.0,,,81-125,,Offensive rebound by N. Young
2:02.0,,,81-125,,N. Young misses 3-pt shot from 22 ft
1:56.0,Defensive rebound by D. Reed,,81-125,,
1:56.0,J. Jackson makes 2-pt shot at rim (assist by D. Reed),2,83-125,,
1:31.0,,,83-127,2,N. Young makes 2-pt shot from 12 ft (assist by J. McGee)
1:23.0,J. Gray misses 2-pt shot at rim,,83-127,,
1:18.0,,,83-127,,Defensive rebound by N. Young
1:07.0,,,83-127,,J. McGee misses 2-pt shot from 13 ft
1:03.0,Defensive rebound by D. Reed,,83-127,,
0:56.0,J. Gray misses 3-pt shot from 24 ft,,83-127,,
0:52.0,,,83-127,,Defensive rebound by J. McGee
0:30.0,,,83-129,2,O. Casspi makes 2-pt shot from 11 ft (assist by A. Iguodala)
0:20.0,D. Reed misses 3-pt shot from 25 ft,,83-129,,
0:16.0,,,83-129,,Defensive rebound by O. Casspi
