time,Boston,pts.away,score,pts.home,Detroit
2:06.0,,,105-89,,Defensive rebound by E. Moreland
2:00.0,,,105-89,,Shooting foul by D. Theis (drawn by S. Johnson)
2:00.0,,,105-90,1,S. Johnson makes free throw 1 of 2
2:00.0,,,105-90,,L. Kennard enters the game for I. Smith
2:00.0,,,105-90,,D. Buycks enters the game for R. Bullock
2:00.0,A. Nader enters the game for J. Tatum,,105-90,,
2:00.0,S. Ojeleye enters the game for K. Irving,,105-90,,
2:00.0,,,105-90,,S. Johnson misses free throw 2 of 2
1:58.0,Defensive rebound by Team,,105-90,,
1:58.0,,,105-90,,J. Ennis enters the game for S. Johnson
1:41.0,T. Rozier makes 3-pt shot from 25 ft (assist by A. Nader),3,108-90,,
1:27.0,,,108-93,3,A. Tolliver makes 3-pt shot from 27 ft (assist by D. Buycks)
1:12.0,G. Monroe misses 2-pt shot from 1 ft,,108-93,,
1:11.0,Offensive rebound by G. Monroe,,108-93,,
1:11.0,G. Monroe makes 2-pt shot from 1 ft,2,110-93,,
0:58.0,,,110-95,2,L. Kennard makes 2-pt shot from 18 ft
0:42.0,Turnover by G. Monroe (lost ball; steal by L. Kennard),,110-95,,
0:36.0,,,110-98,3,A. Tolliver makes 3-pt shot from 26 ft (assist by L. Kennard)
0:23.0,Shooting foul by A. Tolliver (drawn by G. Monroe),,110-98,,
0:23.0,G. Monroe misses free throw 1 of 2,,110-98,,
0:23.0,Offensive rebound by Team,,110-98,,
0:23.0,G. Monroe misses free throw 2 of 2,,110-98,,
0:22.0,,,110-98,,Defensive rebound by A. Tolliver
0:09.0,,,110-98,,D. Buycks misses 2-pt shot from 8 ft (block by D. Theis)
0:06.0,Defensive rebound by A. Nader,,110-98,,
