time,LA Lakers,pts.away,score,pts.home,LA Clippers
3:33.0,,,104-92,1,B. Marjanovic makes free throw 2 of 2
3:17.0,A. Caruso misses 2-pt shot from 1 ft,,104-92,,
3:11.0,Offensive rebound by I. Zubac,,104-92,,
3:11.0,I. Zubac makes 2-pt shot at rim,2,106-92,,
2:58.0,,,106-92,,Shooting foul by G. Payton (drawn by M. Harrell)
2:58.0,,,106-93,1,M. Harrell makes free throw 1 of 2
2:58.0,,,106-93,,M. Harrell misses free throw 2 of 2
2:57.0,Defensive rebound by A. Caruso,,106-93,,
2:48.0,,,106-93,,Personal foul by S. Thornwell (drawn by T. Bryant)
2:47.0,,,106-93,,Personal foul by S. Dekker (drawn by A. Caruso)
2:47.0,A. Caruso misses free throw 1 of 2,,106-93,,
2:47.0,Offensive rebound by Team,,106-93,,
2:47.0,A. Caruso misses free throw 2 of 2,,106-93,,
2:44.0,,,106-93,,Defensive rebound by B. Marjanovic
2:34.0,,,106-93,,Shooting foul by A. Caruso (drawn by S. Thornwell)
2:34.0,,,106-94,1,S. Thornwell makes free throw 1 of 2
2:34.0,,,106-95,1,S. Thornwell makes free throw 2 of 2
2:14.0,A. Caruso misses 2-pt shot from 11 ft (block by M. Harrell),,106-95,,
2:11.0,,,106-95,,Defensive rebound by S. Dekker
2:10.0,,,106-95,,Shooting foul by A. Caruso (drawn by S. Thornwell)
2:10.0,,,106-95,,S. Thornwell misses free throw 1 of 2
2:10.0,,,106-95,,Offensive rebound by Team
2:10.0,,,106-96,1,S. Thornwell makes free throw 2 of 2
1:56.0,G. Payton misses 2-pt shot from 11 ft,,106-96,,
1:55.0,Offensive rebound by I. Zubac,,106-96,,
1:49.0,A. Caruso makes 2-pt shot at rim,2,108-96,,
1:43.0,,,108-96,,C. Williams misses 3-pt shot from 23 ft
1:41.0,,,108-96,,Offensive rebound by B. Marjanovic
1:41.0,,,108-98,2,B. Marjanovic makes 2-pt shot at rim
1:41.0,LA Lakers full timeout,,108-98,,
1:41.0,A. Ingram enters the game for T. Bryant,,108-98,,
1:27.0,G. Payton makes 2-pt shot from 1 ft (assist by I. Zubac),2,110-98,,
1:16.0,,,110-98,,Turnover by M. Harrell (lost ball; steal by I. Zubac)
1:13.0,J. Hart makes 2-pt shot from 1 ft,2,112-98,,
1:00.0,,,112-100,2,B. Marjanovic makes 2-pt shot from 2 ft (assist by M. Harrell)
0:43.0,G. Payton misses 2-pt shot from 9 ft,,112-100,,
0:41.0,,,112-100,,Defensive rebound by S. Dekker
0:35.0,,,112-100,,S. Thornwell misses 2-pt shot from 1 ft
0:33.0,Defensive rebound by J. Hart,,112-100,,
0:14.0,A. Caruso makes 3-pt shot from 24 ft,3,115-100,,
0:03.0,,,115-100,,Turnover by S. Dekker (traveling)
