time,Orlando,pts.away,score,pts.home,Miami
5:00.0,B. Biyombo makes 2-pt shot from 2 ft (assist by E. Payton),2,80-92,,
4:47.0,,,80-94,2,T. Johnson makes 2-pt shot from 4 ft (assist by J. Richardson)
4:33.0,E. Fournier misses 2-pt shot from 4 ft,,80-94,,
4:24.0,,,80-94,,Defensive rebound by B. Adebayo
4:21.0,Personal foul by M. Hezonja (drawn by K. Olynyk),,80-94,,
4:21.0,,,80-94,,Miami full timeout
4:20.0,Personal foul by E. Fournier (drawn by J. Richardson),,80-94,,
4:20.0,,,80-95,1,J. Richardson makes free throw 1 of 2
4:09.0,,,80-98,3,W. Ellington makes 3-pt shot from 27 ft (assist by J. Richardson)
3:55.0,M. Hezonja misses 3-pt shot from 25 ft,,80-98,,
3:48.0,,,80-98,,Defensive rebound by B. Adebayo
3:39.0,,,80-98,,T. Johnson misses 3-pt shot from 27 ft
3:35.0,,,80-98,,Offensive rebound by B. Adebayo
3:21.0,,,80-98,,K. Olynyk misses 2-pt shot from 3 ft (block by B. Biyombo)
3:21.0,,,80-98,,Offensive rebound by Team
3:12.0,,,80-98,,K. Olynyk misses 2-pt shot from 16 ft
3:10.0,,,80-98,,Offensive rebound by B. Adebayo
2:58.0,,,80-100,2,J. Richardson makes 2-pt shot from 3 ft (assist by B. Adebayo)
2:48.0,E. Payton misses 2-pt shot from 5 ft,,80-100,,
2:45.0,Offensive rebound by E. Payton,,80-100,,
2:44.0,E. Payton misses 2-pt shot from 2 ft,,80-100,,
2:42.0,,,80-100,,Defensive rebound by T. Johnson
2:33.0,,,80-100,,Turnover by K. Olynyk (bad pass; steal by E. Payton)
2:29.0,M. Hezonja makes 2-pt shot from 4 ft (assist by E. Payton),2,82-100,,
2:29.0,,,82-100,,Violation by J. Richardson (def goaltending)
2:09.0,,,82-102,2,J. Richardson makes 2-pt shot from 17 ft (assist by B. Adebayo)
1:54.0,M. Hezonja makes 2-pt shot from 2 ft,2,84-102,,
1:41.0,,,84-102,,W. Ellington misses 3-pt shot from 27 ft
1:37.0,,,84-102,,Offensive rebound by J. Richardson
1:31.0,,,84-102,,Turnover by T. Johnson (out of bounds lost ball)
1:31.0,,,84-102,,D. Walton enters the game for J. Richardson
1:31.0,,,84-102,,M. Williams enters the game for W. Ellington
1:31.0,,,84-102,,J. Mickey enters the game for B. Adebayo
1:31.0,W. Iwundu enters the game for M. Hezonja,,84-102,,
1:31.0,A. Payne enters the game for E. Fournier,,84-102,,
1:31.0,K. Birch enters the game for B. Biyombo,,84-102,,
1:25.0,J. Simmons misses 3-pt shot from 26 ft,,84-102,,
1:22.0,,,84-102,,Defensive rebound by K. Olynyk
1:09.0,,,84-104,2,K. Olynyk makes 2-pt shot from 4 ft (assist by D. Walton)
1:01.0,E. Payton makes 2-pt shot from 3 ft,2,86-104,,
0:49.0,,,86-107,3,M. Williams makes 3-pt shot from 26 ft (assist by D. Walton)
0:42.0,E. Payton makes 2-pt shot from 3 ft,2,88-107,,
0:42.0,Shooting foul by K. Olynyk (drawn by E. Payton),,88-107,,
0:42.0,A. Afflalo enters the game for J. Simmons,,88-107,,
0:42.0,E. Payton makes free throw 1 of 1,1,89-107,,
0:21.0,,,89-107,,Turnover by J. Mickey (bad pass; steal by A. Payne)
0:17.0,Shooting foul by J. Mickey (drawn by E. Payton),,89-107,,
0:17.0,E. Payton misses free throw 1 of 2,,89-107,,
0:17.0,Offensive rebound by Team,,89-107,,
0:17.0,E. Payton misses free throw 2 of 2,,89-107,,
0:14.0,,,89-107,,Defensive rebound by K. Olynyk
