time,Atlanta,pts.away,score,pts.home,Toronto
7:19.0,D. Schroder enters the game for I. Taylor,,78-95,,
7:19.0,T. Cavanaugh makes free throw 2 of 2,1,79-95,,
7:08.0,,,79-95,,F. VanVleet misses 2-pt shot from 10 ft
7:06.0,Defensive rebound by E. Ilyasova,,79-95,,
7:01.0,Turnover by D. Schroder (traveling),,79-95,,
7:01.0,,,79-95,,Toronto full timeout
7:01.0,,,79-95,,L. Nogueira enters the game for F. VanVleet
7:01.0,,,79-95,,O. Anunoby enters the game for J. Poeltl
7:01.0,,,79-95,,K. Lowry enters the game for P. Siakam
7:01.0,M. Belinelli enters the game for T. Cavanaugh,,79-95,,
6:48.0,,,79-97,2,L. Nogueira makes 2-pt shot at rim (assist by N. Powell)
6:30.0,M. Belinelli makes 3-pt shot from 23 ft,3,82-97,,
6:12.0,,,82-97,,N. Powell misses 2-pt shot from 2 ft
6:10.0,,,82-97,,Offensive rebound by L. Nogueira
6:08.0,,,82-97,,O. Anunoby misses 3-pt shot from 25 ft
6:06.0,Defensive rebound by T. Waller-Prince,,82-97,,
5:58.0,D. Schroder misses 2-pt shot from 2 ft (block by L. Nogueira),,82-97,,
5:56.0,,,82-97,,Defensive rebound by D. Wright
5:47.0,,,82-99,2,N. Powell makes 2-pt shot from 2 ft (assist by O. Anunoby)
5:32.0,T. Waller-Prince makes 2-pt shot from 1 ft,2,84-99,,
5:14.0,Personal foul by D. Schroder (drawn by D. Wright),,84-99,,
5:14.0,,,84-99,,D. DeRozan enters the game for D. Wright
5:08.0,,,84-99,,N. Powell misses 2-pt shot from 2 ft
5:06.0,Defensive rebound by D. Schroder,,84-99,,
5:01.0,T. Waller-Prince makes 3-pt shot from 23 ft (assist by D. Schroder),3,87-99,,
4:46.0,,,87-101,2,L. Nogueira makes 2-pt shot from 1 ft (assist by N. Powell)
4:30.0,D. Schroder misses 2-pt shot from 2 ft,,87-101,,
4:28.0,,,87-101,,Defensive rebound by N. Powell
4:22.0,,,87-101,,K. Lowry misses 3-pt shot from 26 ft
4:19.0,Defensive rebound by T. Waller-Prince,,87-101,,
4:11.0,D. Schroder misses 2-pt shot at rim,,87-101,,
4:08.0,Offensive rebound by D. Schroder,,87-101,,
4:07.0,D. Schroder makes 2-pt shot from 13 ft,2,89-101,,
3:54.0,,,89-101,,Turnover by D. DeRozan (turnover)
3:54.0,,,89-101,,Loose ball foul by D. DeRozan (drawn by K. Bazemore)
3:42.0,E. Ilyasova makes 2-pt shot from 1 ft (assist by M. Belinelli),2,91-101,,
3:42.0,Shooting foul by D. DeRozan (drawn by E. Ilyasova),,91-101,,
3:42.0,E. Ilyasova misses free throw 1 of 1,,91-101,,
3:40.0,,,91-101,,Defensive rebound by O. Anunoby
3:38.0,,,91-101,,Toronto full timeout
3:38.0,M. Delaney enters the game for M. Belinelli,,91-101,,
3:38.0,,,91-101,,D. Wright enters the game for N. Powell
3:21.0,,,91-101,,K. Lowry misses 3-pt shot from 27 ft
3:17.0,,,91-101,,Offensive rebound by L. Nogueira
3:16.0,,,91-101,,K. Lowry misses 3-pt shot from 26 ft
3:10.0,,,91-101,,Offensive rebound by D. Wright
3:10.0,,,91-101,,D. Wright misses 2-pt shot at rim
3:10.0,,,91-101,,Offensive rebound by L. Nogueira
3:08.0,,,91-103,2,L. Nogueira makes 2-pt shot at rim
3:05.0,Atlanta full timeout,,91-103,,
3:05.0,M. Belinelli enters the game for M. Delaney,,91-103,,
3:00.0,K. Bazemore misses 3-pt shot from 27 ft,,91-103,,
2:55.0,Offensive rebound by E. Ilyasova,,91-103,,
2:48.0,D. Schroder misses 3-pt shot from 25 ft,,91-103,,
2:45.0,Offensive rebound by T. Waller-Prince,,91-103,,
2:42.0,T. Waller-Prince misses 2-pt shot from 1 ft,,91-103,,
2:41.0,,,91-103,,Defensive rebound by O. Anunoby
2:23.0,,,91-103,,D. Wright misses 2-pt shot from 12 ft (block by E. Ilyasova)
2:20.0,,,91-103,,Offensive rebound by K. Lowry
2:18.0,,,91-103,,K. Lowry misses 2-pt shot from 5 ft
2:14.0,,,91-103,,Offensive rebound by D. Wright
2:14.0,,,91-105,2,D. Wright makes 2-pt shot at rim
1:58.0,K. Bazemore makes 3-pt shot from 27 ft,3,94-105,,
1:34.0,,,94-105,,D. DeRozan misses 3-pt shot from 26 ft
1:30.0,Defensive rebound by E. Ilyasova,,94-105,,
1:28.0,T. Waller-Prince makes 2-pt shot at rim (assist by M. Belinelli),2,96-105,,
1:04.0,,,96-107,2,D. DeRozan makes 2-pt shot from 22 ft (assist by D. Wright)
1:04.0,Atlanta full timeout,,96-107,,
1:04.0,,,96-107,,F. VanVleet enters the game for K. Lowry
1:04.0,M. Plumlee enters the game for E. Ilyasova,,96-107,,
1:04.0,J. Collins enters the game for T. Waller-Prince,,96-107,,
1:04.0,T. Cavanaugh enters the game for D. Schroder,,96-107,,
1:04.0,I. Taylor enters the game for K. Bazemore,,96-107,,
1:04.0,M. Delaney enters the game for M. Belinelli,,96-107,,
0:59.0,Atlanta full timeout,,96-107,,
0:49.0,T. Cavanaugh misses 2-pt shot from 2 ft (block by L. Nogueira),,96-107,,
0:47.0,Offensive rebound by J. Collins,,96-107,,
0:47.0,Shooting foul by L. Nogueira (drawn by J. Collins),,96-107,,
0:47.0,J. Collins makes free throw 1 of 2,1,97-107,,
0:47.0,J. Collins makes free throw 2 of 2,1,98-107,,
0:29.0,,,98-109,2,D. DeRozan makes 2-pt shot from 19 ft
0:19.0,Turnover by I. Taylor (bad pass; steal by O. Anunoby),,98-109,,
0:17.0,,,98-111,2,O. Anunoby makes 2-pt shot from 2 ft
