time,Oklahoma City,pts.away,score,pts.home,Minnesota
5:26.0,C. Anthony enters the game for P. Patterson,,107-104,,
5:14.0,R. Westbrook misses 2-pt shot from 2 ft,,107-104,,
5:14.0,Offensive rebound by S. Adams,,107-104,,
5:14.0,,,107-104,,Personal foul by K. Towns (drawn by S. Adams)
5:07.0,P. George misses 2-pt shot from 10 ft,,107-104,,
5:01.0,,,107-104,,Defensive rebound by T. Gibson
4:57.0,,,107-104,,J. Teague misses 3-pt shot from 25 ft
4:57.0,,,107-104,,Offensive rebound by K. Towns
4:55.0,,,107-104,,K. Towns misses 2-pt shot from 6 ft (block by J. Grant)
4:55.0,,,107-104,,Offensive rebound by J. Butler
4:50.0,,,107-107,3,K. Towns makes 3-pt shot from 23 ft (assist by J. Butler)
4:23.0,C. Anthony makes 2-pt shot from 13 ft (assist by R. Westbrook),2,109-107,,
4:09.0,,,109-109,2,J. Butler makes 2-pt shot from 2 ft (assist by T. Gibson)
4:09.0,,,109-109,,Shooting foul by R. Westbrook (drawn by J. Butler)
4:09.0,,,109-110,1,J. Butler makes free throw 1 of 1
3:52.0,C. Anthony misses 2-pt shot from 15 ft,,109-110,,
3:48.0,,,109-110,,Defensive rebound by A. Wiggins
3:33.0,,,109-112,2,T. Gibson makes 2-pt shot from 8 ft (assist by J. Butler)
3:31.0,Oklahoma City full timeout,,109-112,,
3:23.0,P. George misses 3-pt shot from 24 ft,,109-112,,
3:20.0,,,109-112,,Defensive rebound by K. Towns
2:58.0,,,109-112,,A. Wiggins misses 2-pt shot from 16 ft
2:53.0,,,109-112,,Offensive rebound by J. Teague
2:41.0,,,109-112,,Shooting foul by P. George (drawn by J. Butler)
2:41.0,,,109-113,1,J. Butler makes free throw 1 of 2
2:41.0,,,109-114,1,J. Butler makes free throw 2 of 2
2:35.0,Turnover by R. Westbrook (bad pass; steal by T. Gibson),,109-114,,
2:13.0,,,109-114,,J. Teague misses 3-pt shot from 25 ft
2:11.0,Defensive rebound by Team,,109-114,,
2:04.0,R. Westbrook makes 2-pt shot from 1 ft,2,111-114,,
2:04.0,Shooting foul by K. Towns (drawn by R. Westbrook),,111-114,,
2:04.0,R. Westbrook makes free throw 1 of 1,1,112-114,,
1:42.0,,,112-116,2,J. Butler makes 2-pt shot from 14 ft
1:33.0,R. Westbrook misses 2-pt shot from 9 ft,,112-116,,
1:29.0,Offensive rebound by S. Adams,,112-116,,
1:26.0,S. Adams misses 2-pt shot from 9 ft,,112-116,,
1:20.0,,,112-116,,Defensive rebound by J. Butler
1:13.0,,,112-116,,J. Butler misses 2-pt shot from 1 ft
1:10.0,,,112-116,,Offensive rebound by J. Butler
1:08.0,,,112-118,2,J. Butler makes 2-pt shot from 1 ft
1:08.0,Oklahoma City full timeout,,112-118,,
1:08.0,A. Abrines enters the game for J. Grant,,112-118,,
1:07.0,J. Grant enters the game for S. Adams,,112-118,,
1:07.0,P. Patterson enters the game for A. Abrines,,112-118,,
1:06.0,Shooting foul by T. Gibson (drawn by C. Anthony),,112-118,,
1:06.0,C. Anthony makes free throw 1 of 3,1,113-118,,
1:06.0,C. Anthony makes free throw 2 of 3,1,114-118,,
1:06.0,C. Anthony misses free throw 3 of 3,,114-118,,
1:05.0,,,114-118,,Defensive rebound by K. Towns
0:48.0,,,114-118,,Turnover by J. Butler (traveling)
0:43.0,P. Patterson misses 3-pt shot from 23 ft,,114-118,,
0:40.0,,,114-118,,Defensive rebound by K. Towns
0:30.0,,,114-118,,Minnesota full timeout
0:26.0,,,114-118,,Turnover by J. Teague (turnover)
0:26.0,Oklahoma City full timeout,,114-118,,
0:20.0,R. Westbrook makes 2-pt shot from 2 ft,2,116-118,,
0:15.0,Personal take foul by C. Anthony (drawn by A. Wiggins),,116-118,,
0:15.0,,,116-118,,Minnesota full timeout
0:15.0,R. Felton enters the game for C. Anthony,,116-118,,
0:15.0,,,116-118,,J. Crawford enters the game for T. Gibson
0:12.0,Personal take foul by R. Westbrook (drawn by J. Teague),,116-118,,
0:12.0,,,116-119,1,J. Teague makes free throw 1 of 2
0:12.0,,,116-119,,T. Gibson enters the game for J. Crawford
0:12.0,C. Anthony enters the game for J. Grant,,116-119,,
0:12.0,,,116-119,,J. Teague misses free throw 2 of 2
0:08.0,Defensive rebound by P. George,,116-119,,
0:03.0,C. Anthony misses 3-pt shot from 25 ft,,116-119,,
0:03.0,,,116-119,,Defensive rebound by J. Butler
