time,Minnesota,pts.away,score,pts.home,Houston
1:01.0,,,97-102,,J. Harden misses 2-pt shot from 17 ft
0:59.0,Defensive rebound by A. Wiggins,,97-102,,
0:54.0,A. Wiggins misses 2-pt shot from 5 ft,,97-102,,
0:52.0,,,97-102,,Defensive rebound by C. Paul
0:33.0,,,97-102,,J. Harden misses 3-pt shot from 27 ft
0:31.0,Defensive rebound by A. Wiggins,,97-102,,
0:26.0,Shooting foul by C. Paul (drawn by J. Teague),,97-102,,
0:26.0,J. Teague makes free throw 1 of 2,1,98-102,,
0:26.0,J. Teague makes free throw 2 of 2,1,99-102,,
0:21.0,Personal foul by J. Teague (drawn by C. Paul),,99-102,,
0:21.0,,,99-103,1,C. Paul makes free throw 1 of 2
0:21.0,,,99-104,1,C. Paul makes free throw 2 of 2
0:21.0,Minnesota full timeout,,99-104,,
0:15.0,J. Butler misses 2-pt shot from 7 ft,,99-104,,
0:14.0,Offensive rebound by K. Towns,,99-104,,
0:14.0,K. Towns makes 2-pt shot at rim,2,101-104,,
0:08.0,,,101-104,,Turnover by C. Paul (bad pass)
0:08.0,J. Crawford enters the game for D. Rose,,101-104,,
0:01.0,J. Butler misses 2-pt shot from 20 ft,,101-104,,
0:00.0,Offensive rebound by A. Wiggins,,101-104,,
0:00.0,Turnover by A. Wiggins (out of bounds lost ball),,101-104,,
