time,Washington,pts.away,score,pts.home,Milwaukee
4:53.0,,,98-93,,Milwaukee full timeout
4:53.0,K. Oubre makes free throw 1 of 1,1,99-93,,
4:44.0,,,99-93,,J. Henson misses 2-pt shot from 3 ft
4:41.0,Defensive rebound by M. Gortat,,99-93,,
4:26.0,B. Beal misses 3-pt shot from 29 ft,,99-93,,
4:23.0,,,99-93,,Defensive rebound by G. Antetokounmpo
4:15.0,,,99-96,3,T. Snell makes 3-pt shot from 26 ft (assist by E. Bledsoe)
3:50.0,K. Oubre misses 2-pt shot from 1 ft (block by T. Snell),,99-96,,
3:50.0,Offensive rebound by K. Oubre,,99-96,,
3:43.0,K. Oubre misses 2-pt shot from 1 ft,,99-96,,
3:41.0,,,99-96,,Defensive rebound by K. Middleton
3:37.0,,,99-98,2,J. Henson makes 2-pt shot from 1 ft (assist by G. Antetokounmpo)
3:37.0,Washington full timeout,,99-98,,
3:37.0,,,99-98,,J. Parker enters the game for T. Snell
3:37.0,T. Satoransky enters the game for K. Oubre,,99-98,,
3:23.0,M. Morris makes 2-pt shot from 13 ft (assist by T. Satoransky),2,101-98,,
3:06.0,,,101-98,,E. Bledsoe misses 3-pt shot from 27 ft
3:03.0,Defensive rebound by O. Porter,,101-98,,
2:42.0,Turnover by T. Satoransky (bad pass; steal by E. Bledsoe),,101-98,,
2:19.0,,,101-98,,Turnover by E. Bledsoe (lost ball; steal by M. Morris)
2:11.0,O. Porter misses 2-pt shot from 10 ft,,101-98,,
2:08.0,,,101-98,,Defensive rebound by J. Henson
2:00.0,Personal foul by O. Porter (drawn by K. Middleton),,101-98,,
2:00.0,,,101-98,,K. Middleton misses free throw 1 of 2
2:00.0,,,101-98,,Offensive rebound by Team
2:00.0,,,101-99,1,K. Middleton makes free throw 2 of 2
1:42.0,M. Morris makes 2-pt shot at rim (assist by B. Beal),2,103-99,,
1:24.0,,,103-101,2,G. Antetokounmpo makes 2-pt shot from 1 ft
0:59.0,B. Beal makes 3-pt shot from 26 ft (assist by M. Morris),3,106-101,,
0:59.0,,,106-101,,Milwaukee full timeout
0:51.0,,,106-101,,E. Bledsoe misses 3-pt shot from 27 ft
0:50.0,,,106-101,,Offensive rebound by J. Henson
0:50.0,,,106-103,2,K. Middleton makes 2-pt shot from 15 ft (assist by J. Henson)
0:50.0,,,106-103,,Shooting foul by B. Beal (drawn by K. Middleton)
0:50.0,,,106-104,1,K. Middleton makes free throw 1 of 1
0:27.0,T. Satoransky misses 3-pt shot from 23 ft (block by G. Antetokounmpo),,106-104,,
0:26.0,,,106-104,,Defensive rebound by Team
0:25.0,Turnover by Team (shot clock),,106-104,,
0:04.0,,,106-104,,G. Antetokounmpo misses 2-pt shot from 12 ft
0:01.0,,,106-104,,Offensive rebound by J. Henson
0:01.0,,,106-104,,J. Henson misses 2-pt shot at rim
0:01.0,Defensive rebound by T. Satoransky,,106-104,,
0:01.0,,,106-104,,Personal foul by G. Antetokounmpo (drawn by T. Satoransky)
0:01.0,Washington full timeout,,106-104,,
0:01.0,K. Oubre enters the game for M. Gortat,,106-104,,
0:00.0,,,106-104,,Personal foul by G. Antetokounmpo (drawn by B. Beal)
0:00.0,B. Beal misses free throw 1 of 2,,106-104,,
0:00.0,Offensive rebound by Team,,106-104,,
0:00.0,B. Beal makes free throw 2 of 2,1,107-104,,
0:00.0,,,107-104,,Milwaukee full timeout
0:00.0,,,107-104,,J. Terry enters the game for J. Henson
