time,Cleveland,pts.away,score,pts.home,Golden State
3:05.0,,,93-116,1,Z. Pachulia makes free throw 2 of 2
2:56.0,J. Calderon misses 2-pt shot from 4 ft (block by Z. Pachulia),,93-116,,
2:55.0,Offensive rebound by J. Calderon,,93-116,,
2:50.0,J. Calderon makes 2-pt shot from 1 ft,2,95-116,,
2:40.0,,,95-118,2,Q. Cook makes 2-pt shot from 2 ft
2:31.0,C. Osman misses 3-pt shot from 26 ft,,95-118,,
2:30.0,,,95-118,,Defensive rebound by N. Young
2:10.0,,,95-118,,N. Young misses 2-pt shot from 9 ft
2:09.0,Defensive rebound by R. Hood,,95-118,,
2:05.0,C. Osman makes 2-pt shot from 1 ft (assist by R. Hood),2,97-118,,
2:05.0,,,97-118,,Violation by P. McCaw (def goaltending)
1:46.0,,,97-118,,Z. Pachulia misses 2-pt shot at rim
1:45.0,,,97-118,,Offensive rebound by Z. Pachulia
1:45.0,,,97-120,2,Z. Pachulia makes 2-pt shot at rim
1:35.0,Turnover by J. Clarkson (traveling),,97-120,,
1:21.0,,,97-120,,Q. Cook misses 3-pt shot from 22 ft
1:20.0,Defensive rebound by J. Calderon,,97-120,,
1:15.0,A. Zizic makes 2-pt shot from 1 ft (assist by J. Calderon),2,99-120,,
1:00.0,,,99-120,,Shooting foul by A. Zizic (drawn by Z. Pachulia)
1:00.0,,,99-121,1,Z. Pachulia makes free throw 1 of 2
1:00.0,,,99-122,1,Z. Pachulia makes free throw 2 of 2
0:53.0,J. Calderon makes 2-pt shot from 17 ft,2,101-122,,
0:38.0,,,101-122,,N. Young misses 3-pt shot from 22 ft
0:37.0,,,101-122,,Offensive rebound by Team
0:27.0,,,101-122,,Q. Cook misses 2-pt shot from 19 ft
0:25.0,Defensive rebound by J. Clarkson,,101-122,,
0:16.0,R. Hood makes 2-pt shot from 1 ft (assist by J. Clarkson),2,103-122,,
