time,Houston,pts.away,score,pts.home,Denver
5:06.0,C. Paul enters the game for P. Tucker,,106-98,,
5:06.0,,,106-99,1,G. Harris makes free throw 2 of 2
4:51.0,J. Harden misses 2-pt shot from 4 ft,,106-99,,
4:51.0,,,106-99,,Defensive rebound by Team
4:31.0,,,106-101,2,N. Jokic makes 2-pt shot from 2 ft
4:14.0,J. Harden misses 2-pt shot from 13 ft,,106-101,,
4:12.0,Offensive rebound by J. Harden,,106-101,,
4:10.0,J. Harden makes 2-pt shot from 3 ft,2,108-101,,
3:57.0,,,108-101,,G. Harris misses 2-pt shot from 17 ft
3:55.0,Defensive rebound by C. Capela,,108-101,,
3:47.0,C. Paul misses 2-pt shot from 9 ft,,108-101,,
3:42.0,Offensive rebound by C. Capela,,108-101,,
3:37.0,J. Johnson misses 2-pt shot from 9 ft,,108-101,,
3:37.0,,,108-101,,Defensive rebound by Team
3:37.0,Loose ball foul by C. Capela (drawn by W. Barton),,108-101,,
3:37.0,Houston full timeout,,108-101,,
3:37.0,,,108-102,1,W. Barton makes free throw 1 of 2
3:37.0,,,108-102,,W. Barton misses free throw 2 of 2
3:35.0,Defensive rebound by J. Johnson,,108-102,,
3:15.0,Turnover by C. Capela (traveling),,108-102,,
3:04.0,,,108-104,2,N. Jokic makes 2-pt shot from 2 ft
2:44.0,C. Paul makes 2-pt shot from 10 ft,2,110-104,,
2:16.0,,,110-104,,J. Murray misses 2-pt shot from 4 ft
2:12.0,,,110-104,,Offensive rebound by N. Jokic
2:12.0,,,110-106,2,N. Jokic makes 2-pt shot at rim
1:52.0,J. Johnson misses 3-pt shot from 23 ft (block by W. Chandler),,110-106,,
1:48.0,,,110-106,,Defensive rebound by W. Barton
1:41.0,,,110-106,,G. Harris misses 3-pt shot from 26 ft
1:39.0,,,110-106,,Offensive rebound by W. Chandler
1:39.0,,,110-106,,W. Chandler misses 2-pt shot from 1 ft
1:38.0,Defensive rebound by T. Ariza,,110-106,,
1:17.0,Shooting foul by W. Chandler (drawn by J. Harden),,110-106,,
1:17.0,J. Harden makes free throw 1 of 2,1,111-106,,
1:17.0,P. Tucker enters the game for J. Johnson,,111-106,,
1:17.0,J. Harden makes free throw 2 of 2,1,112-106,,
1:09.0,,,112-106,,Turnover by J. Murray (out of bounds lost ball)
0:46.0,J. Harden makes 2-pt shot from 22 ft,2,114-106,,
0:46.0,,,114-106,,Denver full timeout
0:33.0,,,114-108,2,J. Murray makes 2-pt shot from 2 ft
0:27.0,Turnover by C. Paul (traveling),,114-108,,
0:19.0,,,114-108,,Shooting foul by P. Tucker (drawn by N. Jokic)
0:19.0,,,114-109,1,N. Jokic makes free throw 1 of 2
0:19.0,J. Johnson enters the game for C. Capela,,114-109,,
0:19.0,,,114-110,1,N. Jokic makes free throw 2 of 2
0:18.0,,,114-110,,Personal take foul by W. Chandler (drawn by J. Johnson)
0:18.0,J. Johnson makes free throw 1 of 2,1,115-110,,
0:18.0,J. Johnson makes free throw 2 of 2,1,116-110,,
0:18.0,,,116-110,,Denver full timeout
0:15.0,,,116-112,2,W. Barton makes 2-pt shot from 1 ft (assist by N. Jokic)
0:14.0,,,116-112,,Personal take foul by N. Jokic (drawn by C. Paul)
0:14.0,C. Paul makes free throw 1 of 2,1,117-112,,
0:14.0,C. Paul makes free throw 2 of 2,1,118-112,,
0:07.0,,,118-114,2,W. Chandler makes 2-pt shot from 1 ft (assist by W. Barton)
0:04.0,,,118-114,,Personal take foul by W. Chandler (drawn by C. Paul)
0:04.0,C. Paul makes free throw 1 of 2,1,119-114,,
0:04.0,C. Paul misses free throw 2 of 2,,119-114,,
0:03.0,,,119-114,,Defensive rebound by N. Jokic
0:00.0,,,119-114,,N. Jokic misses 3-pt shot from 42 ft
0:00.0,,,119-114,,Offensive rebound by Team
