time,Miami,pts.away,score,pts.home,Cleveland
7:12.0,,,77-78,1,J. Green makes free throw 2 of 2
7:01.0,J. Richardson misses 2-pt shot from 10 ft,,77-78,,
6:59.0,Offensive rebound by K. Olynyk,,77-78,,
6:56.0,J. Winslow misses 3-pt shot from 24 ft,,77-78,,
6:50.0,,,77-78,,Defensive rebound by K. Korver
6:35.0,,,77-81,3,K. Korver makes 3-pt shot from 22 ft (assist by I. Thomas)
6:35.0,Miami full timeout,,77-81,,
6:35.0,G. Dragic enters the game for J. Winslow,,77-81,,
6:25.0,K. Olynyk misses 3-pt shot from 25 ft,,77-81,,
6:22.0,,,77-81,,Defensive rebound by K. Korver
6:07.0,,,77-81,,T. Thompson misses 2-pt shot from 10 ft
6:04.0,Defensive rebound by B. Adebayo,,77-81,,
5:49.0,B. Adebayo misses 2-pt shot from 4 ft (block by T. Thompson),,77-81,,
5:49.0,Offensive rebound by Team,,77-81,,
5:49.0,J. Johnson enters the game for K. Olynyk,,77-81,,
5:49.0,H. Whiteside enters the game for B. Adebayo,,77-81,,
5:49.0,Miami full timeout,,77-81,,
5:49.0,K. Olynyk enters the game for H. Whiteside,,77-81,,
5:46.0,J. Richardson makes 2-pt shot from 1 ft (assist by G. Dragic),2,79-81,,
5:24.0,,,79-81,,D. Wade misses 2-pt shot from 16 ft
5:22.0,Defensive rebound by W. Ellington,,79-81,,
5:11.0,G. Dragic misses 2-pt shot from 12 ft,,79-81,,
5:09.0,,,79-81,,Defensive rebound by I. Thomas
4:58.0,,,79-81,,K. Korver misses 3-pt shot from 28 ft
4:56.0,Defensive rebound by W. Ellington,,79-81,,
4:41.0,J. Johnson misses 2-pt shot from 1 ft,,79-81,,
4:39.0,,,79-81,,Defensive rebound by T. Thompson
4:32.0,,,79-81,,Turnover by I. Thomas (lost ball; steal by G. Dragic)
4:25.0,J. Johnson makes 2-pt shot at rim (assist by K. Olynyk),2,81-81,,
4:09.0,,,81-81,,I. Thomas misses 3-pt shot from 25 ft
4:06.0,,,81-81,,Offensive rebound by T. Thompson
4:05.0,,,81-81,,Turnover by D. Wade (bad pass; steal by K. Olynyk)
4:01.0,K. Olynyk makes 2-pt shot at rim,2,83-81,,
4:00.0,,,83-81,,Cleveland full timeout
4:00.0,,,83-81,,Cleveland full timeout
4:00.0,,,83-81,,J. Smith enters the game for T. Thompson
4:00.0,,,83-81,,J. Crowder enters the game for K. Korver
4:00.0,,,83-81,,L. James enters the game for J. Green
4:00.0,T. Johnson enters the game for W. Ellington,,83-81,,
3:44.0,,,83-81,,J. Smith misses 3-pt shot from 25 ft
3:44.0,Defensive rebound by G. Dragic,,83-81,,
3:33.0,Turnover by J. Johnson (bad pass),,83-81,,
3:17.0,,,83-81,,I. Thomas misses 3-pt shot from 26 ft
3:14.0,Defensive rebound by J. Johnson,,83-81,,
2:58.0,G. Dragic misses 2-pt shot from 21 ft,,83-81,,
2:56.0,,,83-81,,Defensive rebound by D. Wade
2:53.0,,,83-83,2,L. James makes 2-pt shot at rim (assist by D. Wade)
2:53.0,,,83-83,,Shooting foul by G. Dragic (drawn by L. James)
2:53.0,,,83-83,,L. James misses free throw 1 of 1
2:51.0,Defensive rebound by K. Olynyk,,83-83,,
2:30.0,G. Dragic misses 2-pt shot from 11 ft (block by D. Wade),,83-83,,
2:26.0,,,83-83,,Defensive rebound by I. Thomas
2:07.0,,,83-85,2,L. James makes 2-pt shot at rim
1:53.0,,,83-85,,Personal foul by J. Crowder (drawn by J. Richardson)
1:45.0,K. Olynyk makes 2-pt shot at rim,2,85-85,,
1:21.0,,,85-88,3,J. Crowder makes 3-pt shot from 25 ft (assist by L. James)
1:00.0,J. Richardson makes 2-pt shot from 5 ft,2,87-88,,
0:41.0,,,87-88,,L. James misses 3-pt shot from 24 ft
0:38.0,Defensive rebound by J. Richardson,,87-88,,
0:33.0,Miami full timeout,,87-88,,
0:33.0,,,87-88,,J. Green enters the game for I. Thomas
0:23.0,T. Johnson misses 3-pt shot from 27 ft,,87-88,,
0:21.0,,,87-88,,Defensive rebound by Team
0:21.0,,,87-88,,I. Thomas enters the game for J. Smith
0:21.0,,,87-88,,K. Korver enters the game for J. Green
0:21.0,J. Winslow enters the game for K. Olynyk,,87-88,,
0:21.0,,,87-88,,Cleveland full timeout
0:21.0,,,87-88,,J. Green enters the game for D. Wade
0:18.0,Personal foul by T. Johnson (drawn by I. Thomas),,87-88,,
0:18.0,,,87-89,1,I. Thomas makes free throw 1 of 2
0:18.0,,,87-89,,D. Wade enters the game for K. Korver
0:18.0,H. Whiteside enters the game for G. Dragic,,87-89,,
0:18.0,,,87-90,1,I. Thomas makes free throw 2 of 2
0:18.0,Miami full timeout,,87-90,,
0:18.0,,,87-90,,J. Smith enters the game for I. Thomas
0:18.0,G. Dragic enters the game for J. Johnson,,87-90,,
0:18.0,K. Olynyk enters the game for J. Winslow,,87-90,,
0:18.0,W. Ellington enters the game for H. Whiteside,,87-90,,
0:12.0,K. Olynyk makes 2-pt shot from 2 ft,2,89-90,,
0:12.0,,,89-90,,Cleveland full timeout
0:12.0,,,89-90,,K. Korver enters the game for D. Wade
0:12.0,,,89-90,,I. Thomas enters the game for J. Smith
0:12.0,J. Johnson enters the game for K. Olynyk,,89-90,,
0:10.0,,,89-90,,D. Wade enters the game for J. Crowder
0:07.0,Personal foul by T. Johnson (drawn by K. Korver),,89-90,,
0:07.0,,,89-91,1,K. Korver makes free throw 1 of 2
0:07.0,,,89-91,,J. Crowder enters the game for I. Thomas
0:07.0,,,89-91,,K. Korver misses free throw 2 of 2
0:04.0,Defensive rebound by W. Ellington,,89-91,,
