time,Oklahoma City,pts.away,score,pts.home,Denver
3:21.0,Turnover by C. Anthony (offensive foul),,87-93,,
3:21.0,R. Felton enters the game for S. Adams,,87-93,,
3:21.0,J. Grant enters the game for A. Roberson,,87-93,,
3:00.0,,,87-93,,Offensive charge foul by N. Jokic (drawn by P. George)
3:00.0,,,87-93,,Turnover by N. Jokic (offensive foul)
2:52.0,,,87-93,,Personal block foul by P. Millsap (drawn by C. Anthony)
2:52.0,,,87-93,,Turnover by P. Millsap (turnover)
2:41.0,R. Westbrook makes 3-pt shot from 26 ft,3,90-93,,
2:33.0,Personal foul by C. Anthony (drawn by P. Millsap),,90-93,,
2:31.0,,,90-93,,G. Harris misses 3-pt shot from 25 ft
2:27.0,Defensive rebound by C. Anthony,,90-93,,
2:17.0,R. Westbrook misses 2-pt shot from 2 ft,,90-93,,
2:15.0,,,90-93,,Defensive rebound by P. Millsap
2:09.0,,,90-95,2,P. Millsap makes 2-pt shot from 17 ft (assist by E. Mudiay)
2:09.0,,,90-95,,Shooting foul by J. Grant (drawn by P. Millsap)
2:09.0,,,90-96,1,P. Millsap makes free throw 1 of 1
2:05.0,,,90-96,,Personal foul by G. Harris (drawn by R. Westbrook)
1:47.0,C. Anthony misses 2-pt shot from 15 ft,,90-96,,
1:45.0,Offensive rebound by J. Grant,,90-96,,
1:42.0,R. Felton misses 3-pt shot from 24 ft,,90-96,,
1:42.0,Offensive rebound by C. Anthony,,90-96,,
1:42.0,C. Anthony makes 2-pt shot at rim,2,92-96,,
1:23.0,,,92-96,,E. Mudiay misses 2-pt shot from 6 ft
1:23.0,,,92-96,,Offensive rebound by W. Barton
1:23.0,,,92-96,,Shooting foul by R. Westbrook (drawn by W. Barton)
1:23.0,,,92-97,1,W. Barton makes free throw 1 of 2
1:23.0,,,92-98,1,W. Barton makes free throw 2 of 2
1:14.0,R. Westbrook misses 3-pt shot from 24 ft,,92-98,,
1:11.0,,,92-98,,Defensive rebound by E. Mudiay
0:52.0,,,92-98,,E. Mudiay misses 2-pt shot from 3 ft
0:52.0,,,92-98,,Offensive rebound by N. Jokic
0:52.0,,,92-100,2,N. Jokic makes 2-pt shot at rim
0:52.0,Oklahoma City full timeout,,92-100,,
0:46.0,R. Westbrook misses 3-pt shot from 24 ft,,92-100,,
0:43.0,,,92-100,,Defensive rebound by E. Mudiay
0:42.0,,,92-100,,Denver full timeout
0:36.0,Personal foul by C. Anthony (drawn by P. Millsap),,92-100,,
0:36.0,,,92-101,1,P. Millsap makes free throw 1 of 2
0:36.0,,,92-102,1,P. Millsap makes free throw 2 of 2
0:36.0,Oklahoma City full timeout,,92-102,,
0:36.0,,,92-102,,M. Plumlee enters the game for N. Jokic
0:33.0,Offensive foul by R. Felton (drawn by G. Harris),,92-102,,
0:33.0,Turnover by R. Felton (offensive foul),,92-102,,
0:33.0,,,92-102,,N. Jokic enters the game for M. Plumlee
0:09.0,,,92-102,,Turnover by Team (shot clock)
0:01.0,R. Felton makes 2-pt shot from 3 ft,2,94-102,,
